checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,17,no credits taken,furniture/equipment,4036,<100 DM,4<= <7 years,3,guarantor,3,car or other,1,bank,own,2,skilled employee / official,1,none,yes,1,married/widowed,0
>= 200 DM ,28,delay in paying off,education,3038,>= 1000 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,0,store,own,2,skilled employee / official,2,none,no,1,divorced/separated,1
no account,18,critical account,business,4445,<100 DM,unemployed,3,guarantor,3,unknown / no property,1,store,for free,2,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,28,existing credits paid back duly till now,others,3915,>= 1000 DM,<1 years,4,co-applicant,3,real estate,0,bank,rent,2,skilled employee / official,2,yes,yes,1,divorced/separated,0
>= 200 DM ,16,all credits at this bank paid back duly,car (used),3373,500 <= < 1000 DM,>=7 years,4,co-applicant,2,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,25,no credits taken,others,4203,>= 1000 DM,unemployed,3,none,3,unknown / no property,1,none,for free,2,unskilled - resident,2,yes,no,1,married/widowed,1
no account,24,critical account,domestic appliances,4672,>= 1000 DM,<1 years,4,guarantor,4,savings agreement/life insurance,0,store,own,2,management/ highly qualified employee,2,none,yes,1,married/widowed,0
no account,22,all credits at this bank paid back duly,car (new),3941,100 <= <500 DM,<1 years,3,guarantor,4,real estate,0,store,own,2,unskilled - resident,2,none,yes,0,divorced/separated,0
>= 200 DM ,17,delay in paying off,repairs,2764,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,0,store,own,2,skilled employee / official,2,yes,no,1,married/widowed,1
no account,17,existing credits paid back duly till now,radio/television,3666,no savings account,<1 years,4,co-applicant,4,car or other,0,none,rent,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,0
no account,16,all credits at this bank paid back duly,education,2651,no savings account,unemployed,4,none,3,savings agreement/life insurance,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,no,0,married/widowed,1
>= 200 DM ,17,no credits taken,education,2393,100 <= <500 DM,<1 years,4,none,3,car or other,1,bank,own,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,0
no account,18,existing credits paid back duly till now,furniture/equipment,1847,100 <= <500 DM,4<= <7 years,3,none,4,car or other,0,bank,own,2,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,25,existing credits paid back duly till now,car (used),3849,>= 1000 DM,4<= <7 years,3,co-applicant,3,real estate,0,store,own,2,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,23,critical account,furniture/equipment,4109,500 <= < 1000 DM,unemployed,4,guarantor,3,real estate,1,store,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,0
no account,22,critical account,car (used),4509,>= 1000 DM,<1 years,4,co-applicant,4,real estate,1,bank,own,2,unskilled - resident,2,none,yes,0,divorced/separated,0
no account,14,delay in paying off,business,5090,no savings account,1<= < 4 years,4,co-applicant,3,real estate,1,none,own,2,management/ highly qualified employee,2,none,yes,0,married/widowed,1
0 <= <200 DM,25,all credits at this bank paid back duly,others,3180,<100 DM,unemployed,3,co-applicant,3,unknown / no property,1,bank,for free,2,skilled employee / official,2,none,yes,1,married/widowed,1
no account,21,delay in paying off,furniture/equipment,5271,500 <= < 1000 DM,<1 years,4,guarantor,5,savings agreement/life insurance,1,store,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,0
no account,18,critical account,repairs,3821,500 <= < 1000 DM,<1 years,3,none,3,unknown / no property,1,store,rent,2,skilled employee / official,1,none,yes,0,married/widowed,0
>= 200 DM ,22,all credits at this bank paid back duly,education,2546,>= 1000 DM,<1 years,3,none,4,unknown / no property,1,store,own,2,management/ highly qualified employee,2,none,no,1,married/widowed,0
>= 200 DM ,12,all credits at this bank paid back duly,furniture/equipment,3477,no savings account,unemployed,4,none,3,savings agreement/life insurance,1,bank,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,0
no account,17,existing credits paid back duly till now,domestic appliances,3330,no savings account,4<= <7 years,4,none,3,car or other,1,bank,rent,2,skilled employee / official,2,none,yes,0,married/widowed,0
>= 200 DM ,17,no credits taken,retraining,2359,>= 1000 DM,<1 years,4,none,3,unknown / no property,0,none,for free,2,management/ highly qualified employee,2,yes,yes,1,married/widowed,1
no account,23,delay in paying off,furniture/equipment,3871,>= 1000 DM,<1 years,4,guarantor,3,savings agreement/life insurance,1,store,own,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
>= 200 DM ,16,no credits taken,repairs,1407,>= 1000 DM,<1 years,4,none,3,car or other,1,bank,own,2,management/ highly qualified employee,2,none,no,1,divorced/separated,1
no account,15,delay in paying off,furniture/equipment,3740,<100 DM,>=7 years,4,none,3,savings agreement/life insurance,0,bank,own,2,management/ highly qualified employee,1,none,no,0,divorced/separated,0
>= 200 DM ,20,delay in paying off,education,4307,500 <= < 1000 DM,unemployed,4,guarantor,3,real estate,1,bank,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
>= 200 DM ,15,existing credits paid back duly till now,business,979,no savings account,unemployed,3,none,3,unknown / no property,1,bank,own,2,skilled employee / official,2,none,no,0,married/widowed,1
<0 DM,20,no credits taken,business,4217,<100 DM,1<= < 4 years,3,co-applicant,4,savings agreement/life insurance,1,none,for free,2,skilled employee / official,2,none,yes,1,married/widowed,0
>= 200 DM ,15,all credits at this bank paid back duly,car (used),2687,500 <= < 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,0,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,0
<0 DM,19,all credits at this bank paid back duly,others,2995,500 <= < 1000 DM,1<= < 4 years,3,none,3,unknown / no property,1,none,for free,2,skilled employee / official,2,none,yes,0,married/widowed,0
<0 DM,21,delay in paying off,car (used),2330,no savings account,1<= < 4 years,3,guarantor,2,real estate,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
>= 200 DM ,20,delay in paying off,others,5168,<100 DM,<1 years,4,none,3,savings agreement/life insurance,1,store,own,2,management/ highly qualified employee,2,none,yes,0,married/widowed,0
<0 DM,20,critical account,furniture/equipment,3980,>= 1000 DM,>=7 years,4,none,4,car or other,1,none,rent,2,skilled employee / official,2,none,no,1,divorced/separated,0
no account,21,critical account,education,2938,500 <= < 1000 DM,1<= < 4 years,4,guarantor,3,savings agreement/life insurance,0,none,rent,2,skilled employee / official,2,yes,no,1,married/widowed,1
<0 DM,27,delay in paying off,radio/television,2002,>= 1000 DM,4<= <7 years,3,co-applicant,3,real estate,0,bank,rent,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,0
<0 DM,26,critical account,car (new),2370,500 <= < 1000 DM,4<= <7 years,3,none,4,unknown / no property,1,none,for free,2,skilled employee / official,2,none,no,0,married/widowed,0
no account,20,critical account,retraining,5677,>= 1000 DM,4<= <7 years,4,guarantor,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,20,critical account,car (new),2195,no savings account,<1 years,3,none,4,real estate,0,store,own,2,skilled employee / official,1,none,yes,0,married/widowed,0
<0 DM,20,existing credits paid back duly till now,radio/television,2996,no savings account,<1 years,4,none,4,savings agreement/life insurance,1,bank,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
no account,21,critical account,car (used),3788,500 <= < 1000 DM,4<= <7 years,3,guarantor,5,savings agreement/life insurance,1,bank,own,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,0
<0 DM,21,all credits at this bank paid back duly,car (used),4480,>= 1000 DM,1<= < 4 years,5,none,3,savings agreement/life insurance,1,none,for free,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
>= 200 DM ,28,existing credits paid back duly till now,car (new),4077,500 <= < 1000 DM,<1 years,3,none,5,car or other,1,none,own,3,unskilled - resident,2,yes,yes,1,divorced/separated,1
no account,20,delay in paying off,furniture/equipment,4365,no savings account,4<= <7 years,4,guarantor,2,savings agreement/life insurance,1,bank,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,23,critical account,car (used),5095,500 <= < 1000 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,0,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated,0
<0 DM,34,all credits at this bank paid back duly,furniture/equipment,3598,500 <= < 1000 DM,4<= <7 years,4,none,4,savings agreement/life insurance,1,store,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,26,existing credits paid back duly till now,business,4093,100 <= <500 DM,<1 years,3,guarantor,3,savings agreement/life insurance,1,store,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
<0 DM,22,no credits taken,radio/television,2863,no savings account,unemployed,4,none,2,car or other,1,bank,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,1,married/widowed,1
<0 DM,28,delay in paying off,car (used),4052,>= 1000 DM,unemployed,4,none,3,real estate,1,none,own,2,unskilled - resident,2,none,no,1,divorced/separated,1
no account,23,no credits taken,business,3409,500 <= < 1000 DM,unemployed,3,none,4,savings agreement/life insurance,1,bank,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,domestic appliances,2121,no savings account,<1 years,3,guarantor,3,unknown / no property,0,bank,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,1
0 <= <200 DM,20,existing credits paid back duly till now,radio/television,3247,>= 1000 DM,unemployed,4,co-applicant,3,car or other,1,bank,for free,3,skilled employee / official,2,none,yes,1,married/widowed,1
<0 DM,24,critical account,car (used),2561,<100 DM,1<= < 4 years,4,none,2,car or other,0,none,for free,2,skilled employee / official,2,yes,no,1,divorced/separated,0
no account,15,delay in paying off,domestic appliances,847,no savings account,<1 years,3,guarantor,3,savings agreement/life insurance,0,store,rent,1,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,car (new),3319,<100 DM,>=7 years,3,none,4,car or other,1,none,for free,2,unskilled - resident,2,yes,yes,1,married/widowed,1
0 <= <200 DM,27,delay in paying off,car (used),4850,>= 1000 DM,<1 years,4,none,3,real estate,1,none,own,2,unskilled - resident,2,none,yes,1,divorced/separated,0
<0 DM,31,all credits at this bank paid back duly,others,2681,>= 1000 DM,4<= <7 years,5,none,4,savings agreement/life insurance,1,bank,rent,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,0
<0 DM,22,critical account,car (used),3617,no savings account,1<= < 4 years,4,none,3,savings agreement/life insurance,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,19,existing credits paid back duly till now,car (used),2150,100 <= <500 DM,>=7 years,3,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,15,critical account,repairs,1934,500 <= < 1000 DM,<1 years,3,none,3,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,24,delay in paying off,retraining,4641,no savings account,unemployed,4,none,4,unknown / no property,1,bank,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,married/widowed,1
no account,25,existing credits paid back duly till now,furniture/equipment,3124,500 <= < 1000 DM,<1 years,3,none,3,savings agreement/life insurance,1,bank,own,2,skilled employee / official,2,yes,yes,0,married/widowed,0
>= 200 DM ,12,existing credits paid back duly till now,furniture/equipment,2268,<100 DM,1<= < 4 years,3,guarantor,3,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,24,existing credits paid back duly till now,car (new),2868,100 <= <500 DM,<1 years,3,none,4,savings agreement/life insurance,1,store,rent,2,unskilled - resident,1,yes,yes,1,divorced/separated,1
<0 DM,36,delay in paying off,furniture/equipment,3039,>= 1000 DM,4<= <7 years,4,none,5,savings agreement/life insurance,1,bank,own,2,unskilled - resident,2,yes,no,0,divorced/separated,1
<0 DM,25,all credits at this bank paid back duly,furniture/equipment,2981,500 <= < 1000 DM,unemployed,4,none,4,car or other,1,bank,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
<0 DM,38,critical account,car (used),1662,500 <= < 1000 DM,>=7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,1,none,no,0,divorced/separated,0
<0 DM,22,critical account,repairs,3198,500 <= < 1000 DM,unemployed,3,guarantor,3,unknown / no property,1,store,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,0,married/widowed,0
<0 DM,22,critical account,car (new),4399,no savings account,>=7 years,4,co-applicant,4,unknown / no property,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,22,critical account,business,2298,500 <= < 1000 DM,unemployed,2,guarantor,4,car or other,1,store,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1,divorced/separated,1
no account,27,all credits at this bank paid back duly,car (new),2490,500 <= < 1000 DM,4<= <7 years,3,none,3,savings agreement/life insurance,1,none,for free,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
<0 DM,25,critical account,retraining,3020,>= 1000 DM,1<= < 4 years,4,none,4,car or other,1,bank,rent,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
<0 DM,24,critical account,retraining,1908,>= 1000 DM,1<= < 4 years,3,co-applicant,4,car or other,1,none,rent,2,skilled employee / official,2,yes,no,1,divorced/separated,1
0 <= <200 DM,31,no credits taken,radio/television,3099,<100 DM,1<= < 4 years,3,none,4,car or other,1,none,rent,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
no account,6,critical account,business,1853,<100 DM,1<= < 4 years,2,guarantor,3,unknown / no property,1,none,own,1,skilled employee / official,1,none,yes,1,married/widowed,1
no account,23,existing credits paid back duly till now,furniture/equipment,2912,100 <= <500 DM,unemployed,4,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,23,delay in paying off,radio/television,1232,100 <= <500 DM,>=7 years,4,none,2,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,no,0,divorced/separated,1
<0 DM,19,all credits at this bank paid back duly,repairs,2583,500 <= < 1000 DM,<1 years,4,none,3,car or other,1,none,for free,2,unskilled - resident,2,yes,no,1,divorced/separated,1
no account,22,delay in paying off,furniture/equipment,168,100 <= <500 DM,4<= <7 years,3,none,3,car or other,1,bank,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,0
no account,28,existing credits paid back duly till now,furniture/equipment,860,500 <= < 1000 DM,<1 years,3,none,4,car or other,1,store,rent,1,unemployed/ unskilled  - non-resident,1,none,yes,0,divorced/separated,0
<0 DM,24,no credits taken,repairs,5052,no savings account,<1 years,5,co-applicant,3,savings agreement/life insurance,1,none,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,22,existing credits paid back duly till now,car (new),4672,<100 DM,1<= < 4 years,3,none,3,real estate,0,none,own,2,unskilled - resident,2,none,yes,1,divorced/separated,1
no account,27,existing credits paid back duly till now,furniture/equipment,2380,500 <= < 1000 DM,<1 years,3,none,5,savings agreement/life insurance,1,store,own,2,unskilled - resident,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,23,delay in paying off,radio/television,4539,100 <= <500 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,car (new),778,500 <= < 1000 DM,4<= <7 years,3,none,4,unknown / no property,1,store,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
<0 DM,30,delay in paying off,retraining,2562,<100 DM,1<= < 4 years,3,none,4,car or other,1,bank,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
no account,24,existing credits paid back duly till now,retraining,3974,100 <= <500 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,radio/television,1924,<100 DM,<1 years,4,none,3,savings agreement/life insurance,1,store,own,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
<0 DM,26,no credits taken,car (new),3327,<100 DM,>=7 years,3,none,4,savings agreement/life insurance,1,none,own,2,unskilled - resident,1,none,yes,0,married/widowed,0
no account,22,delay in paying off,retraining,2655,no savings account,1<= < 4 years,4,none,3,savings agreement/life insurance,1,bank,rent,2,skilled employee / official,2,yes,no,0,divorced/separated,1
0 <= <200 DM,3,critical account,radio/television,1298,<100 DM,1<= < 4 years,4,co-applicant,1,unknown / no property,1,none,for free,2,skilled employee / official,2,yes,yes,1,married/widowed,1
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,4463,<100 DM,>=7 years,3,none,5,unknown / no property,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,30,existing credits paid back duly till now,car (new),6195,<100 DM,1<= < 4 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,30,existing credits paid back duly till now,domestic appliances,2608,100 <= <500 DM,4<= <7 years,3,none,3,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,17,existing credits paid back duly till now,repairs,2764,no savings account,<1 years,3,none,3,savings agreement/life insurance,1,store,own,1,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,1
no account,19,existing credits paid back duly till now,furniture/equipment,1775,<100 DM,>=7 years,2,none,4,unknown / no property,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,35,critical account,radio/television,2576,<100 DM,4<= <7 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,married/widowed,1
0 <= <200 DM,18,existing credits paid back duly till now,radio/television,1559,>= 1000 DM,1<= < 4 years,4,none,3,real estate,1,none,own,2,unskilled - resident,2,none,yes,0,divorced/separated,1
no account,19,existing credits paid back duly till now,others,5856,<100 DM,>=7 years,3,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,33,existing credits paid back duly till now,radio/television,3411,>= 1000 DM,4<= <7 years,5,none,3,car or other,1,none,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,25,existing credits paid back duly till now,domestic appliances,675,100 <= <500 DM,4<= <7 years,3,none,4,unknown / no property,1,store,own,1,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
no account,26,existing credits paid back duly till now,furniture/equipment,4383,100 <= <500 DM,4<= <7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,8,existing credits paid back duly till now,radio/television,4112,<100 DM,>=7 years,4,none,3,car or other,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,31,no credits taken,domestic appliances,4805,500 <= < 1000 DM,>=7 years,3,none,4,car or other,1,store,rent,2,unskilled - resident,1,none,yes,1,married/widowed,0
<0 DM,25,all credits at this bank paid back duly,others,1800,500 <= < 1000 DM,unemployed,3,none,3,real estate,1,store,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,0
0 <= <200 DM,31,existing credits paid back duly till now,radio/television,2782,<100 DM,4<= <7 years,4,none,4,real estate,1,none,own,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,17,existing credits paid back duly till now,repairs,6495,>= 1000 DM,<1 years,5,guarantor,3,real estate,1,none,for free,2,unskilled - resident,2,yes,yes,1,married/widowed,1
no account,17,critical account,repairs,4373,<100 DM,>=7 years,4,none,3,unknown / no property,1,none,for free,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,radio/television,3219,<100 DM,1<= < 4 years,4,none,2,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,repairs,1775,500 <= < 1000 DM,4<= <7 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,radio/television,3047,<100 DM,1<= < 4 years,5,none,3,real estate,1,bank,rent,1,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
no account,15,existing credits paid back duly till now,radio/television,2136,<100 DM,1<= < 4 years,3,none,4,real estate,1,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1,divorced/separated,1
no account,11,existing credits paid back duly till now,domestic appliances,4383,<100 DM,>=7 years,4,none,4,car or other,1,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,19,delay in paying off,business,-419,<100 DM,1<= < 4 years,2,none,3,unknown / no property,1,bank,own,1,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,31,existing credits paid back duly till now,radio/television,6225,<100 DM,<1 years,4,none,4,car or other,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,0
>= 200 DM ,22,critical account,business,4509,<100 DM,<1 years,3,none,4,real estate,1,none,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,23,all credits at this bank paid back duly,furniture/equipment,4049,<100 DM,<1 years,4,none,5,real estate,1,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,0,divorced/separated,1
0 <= <200 DM,14,existing credits paid back duly till now,radio/television,2859,<100 DM,1<= < 4 years,4,none,2,unknown / no property,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,26,all credits at this bank paid back duly,others,3183,<100 DM,4<= <7 years,4,none,2,real estate,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
>= 200 DM ,27,delay in paying off,car (used),5057,500 <= < 1000 DM,4<= <7 years,3,none,4,unknown / no property,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,7,no credits taken,business,3712,<100 DM,>=7 years,3,none,5,unknown / no property,1,none,own,3,unemployed/ unskilled  - non-resident,1,none,yes,1,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,radio/television,5020,<100 DM,1<= < 4 years,4,none,3,car or other,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,0
<0 DM,25,all credits at this bank paid back duly,radio/television,4255,<100 DM,1<= < 4 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
>= 200 DM ,7,all credits at this bank paid back duly,radio/television,799,<100 DM,1<= < 4 years,4,none,3,unknown / no property,1,none,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
no account,4,delay in paying off,education,3933,<100 DM,1<= < 4 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,5,existing credits paid back duly till now,others,4310,<100 DM,4<= <7 years,4,none,3,unknown / no property,1,none,own,3,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,repairs,6432,<100 DM,<1 years,4,none,4,car or other,1,none,own,3,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,30,critical account,radio/television,1634,<100 DM,1<= < 4 years,4,none,3,unknown / no property,1,none,for free,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,28,delay in paying off,radio/television,2033,>= 1000 DM,4<= <7 years,3,none,3,unknown / no property,0,none,own,1,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
