checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
>= 200 DM ,18,existing credits paid back duly till now,repairs,3368,100 <= <500 DM,4<= <7 years,3,guarantor,3,unknown / no property,1,none,rent,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,0
>= 200 DM ,23,critical account,car (new),3320,100 <= <500 DM,unemployed,3,none,3,unknown / no property,0,bank,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
no account,25,existing credits paid back duly till now,furniture/equipment,4208,no savings account,1<= < 4 years,4,co-applicant,3,real estate,1,bank,own,2,skilled employee / official,2,yes,yes,0,married/widowed,1
no account,24,all credits at this bank paid back duly,education,3163,<100 DM,>=7 years,4,co-applicant,4,real estate,1,store,for free,2,unskilled - resident,2,none,yes,1,married/widowed,0
>= 200 DM ,23,all credits at this bank paid back duly,car (new),3548,100 <= <500 DM,<1 years,3,guarantor,3,car or other,1,store,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,24,all credits at this bank paid back duly,education,4861,>= 1000 DM,1<= < 4 years,3,guarantor,3,savings agreement/life insurance,0,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,married/widowed,1
no account,25,all credits at this bank paid back duly,car (used),2353,>= 1000 DM,<1 years,3,guarantor,3,car or other,1,bank,for free,2,skilled employee / official,2,yes,yes,0,married/widowed,1
0 <= <200 DM,19,existing credits paid back duly till now,retraining,4049,100 <= <500 DM,<1 years,3,none,3,real estate,1,bank,rent,2,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,22,no credits taken,domestic appliances,3496,100 <= <500 DM,unemployed,3,co-applicant,3,real estate,1,store,own,2,unemployed/ unskilled  - non-resident,2,yes,no,0,married/widowed,1
no account,18,delay in paying off,retraining,4169,100 <= <500 DM,unemployed,3,guarantor,3,savings agreement/life insurance,1,store,rent,2,unskilled - resident,2,yes,yes,1,divorced/separated,0
<0 DM,21,no credits taken,car (used),3024,100 <= <500 DM,<1 years,3,guarantor,4,car or other,0,none,for free,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,20,existing credits paid back duly till now,others,3766,<100 DM,4<= <7 years,4,none,4,unknown / no property,0,none,own,2,management/ highly qualified employee,2,yes,no,1,divorced/separated,0
no account,16,delay in paying off,radio/television,3011,<100 DM,4<= <7 years,3,guarantor,3,car or other,0,none,rent,2,unskilled - resident,2,yes,yes,0,married/widowed,1
no account,25,delay in paying off,car (used),2185,100 <= <500 DM,unemployed,4,none,3,savings agreement/life insurance,0,none,rent,2,unskilled - resident,2,yes,no,0,divorced/separated,1
no account,21,all credits at this bank paid back duly,domestic appliances,3645,>= 1000 DM,<1 years,3,co-applicant,4,unknown / no property,0,bank,rent,2,management/ highly qualified employee,2,none,yes,1,married/widowed,0
no account,26,all credits at this bank paid back duly,radio/television,3900,500 <= < 1000 DM,4<= <7 years,3,co-applicant,3,unknown / no property,0,store,rent,2,unemployed/ unskilled  - non-resident,2,none,no,1,married/widowed,1
<0 DM,25,delay in paying off,car (used),2517,500 <= < 1000 DM,1<= < 4 years,3,co-applicant,3,real estate,0,none,rent,2,management/ highly qualified employee,2,none,no,0,married/widowed,0
<0 DM,24,critical account,car (used),3115,500 <= < 1000 DM,1<= < 4 years,3,guarantor,3,unknown / no property,1,none,own,2,skilled employee / official,2,none,no,0,married/widowed,0
>= 200 DM ,19,all credits at this bank paid back duly,business,3414,<100 DM,1<= < 4 years,3,guarantor,3,unknown / no property,0,bank,rent,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,furniture/equipment,3132,no savings account,4<= <7 years,3,co-applicant,3,unknown / no property,1,store,rent,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,0
0 <= <200 DM,20,all credits at this bank paid back duly,car (used),4337,no savings account,4<= <7 years,4,none,4,unknown / no property,1,none,for free,2,management/ highly qualified employee,2,yes,no,1,divorced/separated,1
0 <= <200 DM,21,no credits taken,radio/television,2802,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,0,store,rent,2,unskilled - resident,2,yes,no,1,divorced/separated,1
0 <= <200 DM,18,no credits taken,radio/television,4795,500 <= < 1000 DM,unemployed,3,none,3,real estate,1,bank,rent,2,skilled employee / official,1,yes,yes,0,divorced/separated,0
>= 200 DM ,28,no credits taken,car (used),2087,<100 DM,1<= < 4 years,4,guarantor,3,real estate,1,store,own,2,unskilled - resident,2,none,yes,0,divorced/separated,1
0 <= <200 DM,19,critical account,business,2833,>= 1000 DM,>=7 years,3,guarantor,3,unknown / no property,1,store,rent,2,skilled employee / official,2,none,yes,1,divorced/separated,1
>= 200 DM ,18,all credits at this bank paid back duly,car (new),2778,no savings account,>=7 years,4,guarantor,3,savings agreement/life insurance,1,store,for free,2,unskilled - resident,2,yes,no,0,divorced/separated,1
<0 DM,21,delay in paying off,others,3623,no savings account,<1 years,4,co-applicant,3,car or other,1,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
<0 DM,21,delay in paying off,furniture/equipment,5220,<100 DM,<1 years,4,guarantor,3,unknown / no property,0,store,for free,2,management/ highly qualified employee,1,none,no,1,divorced/separated,1
no account,18,all credits at this bank paid back duly,repairs,3581,no savings account,1<= < 4 years,3,guarantor,4,savings agreement/life insurance,0,bank,rent,2,skilled employee / official,2,yes,no,0,married/widowed,0
<0 DM,27,critical account,car (used),2606,100 <= <500 DM,4<= <7 years,4,none,3,real estate,1,bank,rent,2,skilled employee / official,2,none,yes,0,married/widowed,1
0 <= <200 DM,21,no credits taken,others,3422,no savings account,<1 years,4,none,4,savings agreement/life insurance,1,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
0 <= <200 DM,18,no credits taken,domestic appliances,1593,>= 1000 DM,unemployed,4,co-applicant,3,unknown / no property,1,store,rent,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,0
no account,19,existing credits paid back duly till now,repairs,4085,>= 1000 DM,>=7 years,3,co-applicant,4,unknown / no property,0,bank,rent,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
<0 DM,20,critical account,car (new),4186,100 <= <500 DM,unemployed,4,guarantor,3,real estate,0,bank,for free,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,0
>= 200 DM ,19,no credits taken,education,5216,>= 1000 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,bank,for free,2,unskilled - resident,1,none,yes,0,divorced/separated,0
0 <= <200 DM,19,delay in paying off,car (used),4483,no savings account,4<= <7 years,3,co-applicant,3,real estate,1,store,for free,2,unskilled - resident,2,yes,yes,1,married/widowed,0
<0 DM,22,delay in paying off,business,4535,100 <= <500 DM,4<= <7 years,4,none,3,car or other,0,none,own,2,unskilled - resident,2,none,no,1,married/widowed,0
no account,24,existing credits paid back duly till now,radio/television,3566,500 <= < 1000 DM,<1 years,3,co-applicant,4,car or other,0,store,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,married/widowed,1
<0 DM,21,existing credits paid back duly till now,radio/television,2569,100 <= <500 DM,<1 years,3,guarantor,3,real estate,0,none,for free,2,skilled employee / official,2,yes,no,1,married/widowed,1
>= 200 DM ,24,existing credits paid back duly till now,car (new),2942,500 <= < 1000 DM,1<= < 4 years,4,co-applicant,4,car or other,0,bank,for free,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
0 <= <200 DM,20,delay in paying off,domestic appliances,2224,no savings account,>=7 years,3,co-applicant,4,car or other,1,store,rent,2,skilled employee / official,2,yes,no,0,married/widowed,0
>= 200 DM ,16,existing credits paid back duly till now,car (used),4185,<100 DM,>=7 years,3,none,4,savings agreement/life insurance,0,none,rent,2,unskilled - resident,2,yes,no,0,married/widowed,0
no account,21,critical account,education,3439,no savings account,>=7 years,4,co-applicant,3,car or other,1,store,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,1
>= 200 DM ,23,no credits taken,retraining,4252,100 <= <500 DM,>=7 years,3,co-applicant,3,car or other,0,none,own,2,unemployed/ unskilled  - non-resident,2,yes,no,0,married/widowed,0
no account,20,all credits at this bank paid back duly,car (new),2856,<100 DM,<1 years,3,none,4,unknown / no property,1,bank,for free,2,unskilled - resident,2,none,yes,0,divorced/separated,1
no account,24,no credits taken,retraining,3894,<100 DM,unemployed,3,co-applicant,4,real estate,0,store,for free,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,0
<0 DM,19,existing credits paid back duly till now,domestic appliances,4093,<100 DM,>=7 years,3,guarantor,4,car or other,1,none,own,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,1
no account,17,all credits at this bank paid back duly,domestic appliances,2886,<100 DM,unemployed,4,none,4,unknown / no property,1,none,own,2,management/ highly qualified employee,1,yes,no,1,married/widowed,1
0 <= <200 DM,19,all credits at this bank paid back duly,car (used),3525,<100 DM,4<= <7 years,4,guarantor,3,unknown / no property,0,store,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,19,all credits at this bank paid back duly,education,3206,no savings account,1<= < 4 years,3,guarantor,3,car or other,1,store,rent,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,0
0 <= <200 DM,23,all credits at this bank paid back duly,retraining,3871,500 <= < 1000 DM,1<= < 4 years,4,guarantor,4,unknown / no property,0,bank,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
>= 200 DM ,20,existing credits paid back duly till now,car (new),3363,<100 DM,unemployed,4,guarantor,3,unknown / no property,1,bank,for free,2,unskilled - resident,1,none,yes,1,divorced/separated,1
>= 200 DM ,19,no credits taken,education,2661,100 <= <500 DM,4<= <7 years,4,none,4,real estate,0,none,own,2,management/ highly qualified employee,2,none,no,1,divorced/separated,1
<0 DM,26,existing credits paid back duly till now,furniture/equipment,4015,no savings account,<1 years,3,co-applicant,3,unknown / no property,1,store,rent,2,management/ highly qualified employee,2,none,yes,0,married/widowed,1
0 <= <200 DM,23,existing credits paid back duly till now,education,2880,no savings account,1<= < 4 years,3,guarantor,4,car or other,0,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,1
no account,21,delay in paying off,radio/television,4165,100 <= <500 DM,4<= <7 years,3,none,4,car or other,0,none,rent,2,management/ highly qualified employee,2,yes,no,1,married/widowed,0
>= 200 DM ,21,no credits taken,retraining,4154,>= 1000 DM,4<= <7 years,3,none,4,savings agreement/life insurance,1,bank,rent,2,management/ highly qualified employee,2,yes,no,0,married/widowed,1
0 <= <200 DM,15,no credits taken,furniture/equipment,4294,100 <= <500 DM,4<= <7 years,4,none,3,unknown / no property,0,store,for free,2,skilled employee / official,2,yes,no,0,divorced/separated,1
<0 DM,21,no credits taken,repairs,4603,100 <= <500 DM,4<= <7 years,4,guarantor,4,car or other,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,0
>= 200 DM ,31,critical account,furniture/equipment,3355,<100 DM,>=7 years,4,co-applicant,4,unknown / no property,0,none,rent,2,skilled employee / official,2,none,no,0,married/widowed,0
0 <= <200 DM,21,critical account,business,3026,100 <= <500 DM,unemployed,4,co-applicant,3,real estate,0,bank,own,2,management/ highly qualified employee,1,yes,no,1,divorced/separated,1
>= 200 DM ,20,critical account,others,3566,100 <= <500 DM,4<= <7 years,3,co-applicant,4,car or other,1,bank,own,2,management/ highly qualified employee,1,none,no,0,married/widowed,1
0 <= <200 DM,23,delay in paying off,car (used),4475,no savings account,<1 years,3,none,3,real estate,1,bank,for free,2,unskilled - resident,2,none,no,0,divorced/separated,1
>= 200 DM ,20,existing credits paid back duly till now,car (used),3851,500 <= < 1000 DM,4<= <7 years,3,co-applicant,3,unknown / no property,0,store,own,2,skilled employee / official,2,yes,yes,1,married/widowed,1
0 <= <200 DM,27,no credits taken,radio/television,3657,>= 1000 DM,>=7 years,3,none,3,savings agreement/life insurance,1,store,for free,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,1
>= 200 DM ,19,no credits taken,car (new),2813,>= 1000 DM,4<= <7 years,3,co-applicant,4,unknown / no property,0,bank,rent,2,skilled employee / official,2,yes,yes,1,married/widowed,1
0 <= <200 DM,26,all credits at this bank paid back duly,radio/television,3224,no savings account,unemployed,4,co-applicant,3,unknown / no property,1,store,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
<0 DM,26,delay in paying off,education,3979,<100 DM,>=7 years,3,co-applicant,4,real estate,1,bank,rent,2,management/ highly qualified employee,2,none,no,1,married/widowed,0
<0 DM,21,critical account,car (used),3868,100 <= <500 DM,>=7 years,3,guarantor,3,car or other,0,none,rent,2,management/ highly qualified employee,2,yes,no,0,married/widowed,1
>= 200 DM ,21,existing credits paid back duly till now,car (used),4859,<100 DM,unemployed,4,none,4,unknown / no property,1,bank,rent,2,unemployed/ unskilled  - non-resident,2,yes,no,0,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,furniture/equipment,5425,>= 1000 DM,4<= <7 years,3,co-applicant,3,real estate,0,bank,rent,2,unemployed/ unskilled  - non-resident,1,none,no,1,divorced/separated,0
<0 DM,21,no credits taken,furniture/equipment,4588,500 <= < 1000 DM,<1 years,4,co-applicant,3,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,1
>= 200 DM ,24,delay in paying off,education,4353,<100 DM,4<= <7 years,3,guarantor,4,real estate,1,store,rent,2,skilled employee / official,2,yes,yes,0,married/widowed,1
no account,19,critical account,car (used),2993,>= 1000 DM,unemployed,3,guarantor,3,car or other,1,store,own,2,unskilled - resident,2,yes,yes,0,married/widowed,1
>= 200 DM ,23,existing credits paid back duly till now,domestic appliances,5153,<100 DM,4<= <7 years,4,guarantor,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,yes,no,1,married/widowed,1
<0 DM,21,delay in paying off,retraining,2906,no savings account,<1 years,3,co-applicant,4,car or other,1,store,rent,2,skilled employee / official,2,none,yes,0,married/widowed,1
0 <= <200 DM,23,delay in paying off,retraining,3526,>= 1000 DM,<1 years,3,none,3,savings agreement/life insurance,1,bank,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,22,all credits at this bank paid back duly,car (new),4216,500 <= < 1000 DM,4<= <7 years,3,none,3,car or other,0,store,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,married/widowed,0
