age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
0,retired,married,unknown,no,2974,no,yes,cellular,23,feb,106,2,63,3,failure,1
1,management,married,secondary,no,1226,no,yes,unknown,16,jul,218,3,68,0,failure,0
1,blue-collar,single,secondary,yes,1552,no,no,cellular,18,jun,272,4,-3,2,failure,1
0,unemployed,single,tertiary,no,1732,yes,no,cellular,15,aug,288,3,42,1,unknown,0
1,retired,single,primary,yes,1504,no,no,unknown,16,aug,213,4,14,1,other,0
1,management,married,secondary,yes,1385,yes,no,cellular,20,sep,80,2,54,2,unknown,0
0,housemaid,single,tertiary,yes,2204,no,yes,unknown,15,dec,478,3,23,1,failure,0
0,unknown,married,secondary,no,1467,yes,no,unknown,19,feb,250,4,28,1,failure,1
1,services,married,secondary,no,1367,yes,no,unknown,22,nov,212,4,56,1,other,0
1,student,single,primary,no,2444,no,no,telephone,19,mar,246,3,6,2,unknown,0
1,retired,married,primary,no,502,yes,yes,telephone,18,oct,160,3,51,1,other,0
1,blue-collar,married,tertiary,yes,1436,no,no,telephone,20,aug,261,2,1,1,other,0
1,retired,married,unknown,no,-26,yes,yes,unknown,19,may,260,3,5,2,success,0
1,entrepreneur,married,primary,no,2679,yes,no,telephone,25,aug,208,3,28,2,unknown,0
1,management,married,tertiary,no,1371,no,no,telephone,21,feb,93,3,90,0,success,1
0,housemaid,single,primary,yes,1401,yes,yes,telephone,17,jul,266,3,59,1,other,1
1,technician,married,unknown,yes,1644,yes,no,unknown,20,apr,370,4,50,1,other,1
0,services,married,tertiary,no,479,no,yes,telephone,15,jun,375,3,37,0,failure,0
0,management,single,secondary,yes,645,no,no,telephone,21,aug,250,3,10,0,failure,1
0,services,single,unknown,yes,918,yes,yes,cellular,20,mar,316,4,25,2,success,1
0,unemployed,married,secondary,yes,1279,yes,yes,unknown,15,aug,328,4,37,0,failure,0
1,retired,single,primary,yes,1294,yes,no,cellular,21,feb,163,2,33,2,unknown,1
1,self-employed,single,unknown,yes,1176,no,yes,cellular,19,apr,215,3,15,0,failure,1
1,retired,married,tertiary,no,2932,yes,no,cellular,20,aug,270,3,63,1,failure,1
0,admin.,single,tertiary,yes,2839,no,no,cellular,18,jul,159,3,60,1,failure,0
1,blue-collar,married,primary,no,1430,no,no,telephone,17,feb,232,3,20,0,failure,1
1,management,single,tertiary,no,2883,no,yes,unknown,16,mar,87,2,97,2,failure,1
0,self-employed,married,primary,yes,2397,no,yes,telephone,23,oct,160,3,4,2,other,0
1,housemaid,single,primary,yes,385,yes,yes,telephone,17,mar,145,2,67,1,other,1
1,unemployed,single,secondary,no,1703,yes,no,cellular,21,jan,240,2,82,1,other,0
0,technician,married,tertiary,yes,2057,yes,no,unknown,16,jun,428,4,10,0,other,1
0,unknown,single,tertiary,yes,1644,no,yes,unknown,16,feb,228,3,33,0,unknown,0
1,unknown,married,unknown,yes,673,yes,yes,telephone,20,may,107,2,46,2,other,1
0,blue-collar,single,tertiary,yes,2693,no,yes,cellular,16,feb,250,3,79,1,unknown,1
0,unemployed,single,primary,no,2041,yes,yes,telephone,17,sep,274,3,115,0,failure,1
1,retired,single,unknown,no,953,no,no,telephone,16,nov,232,3,1,1,failure,0
1,services,single,primary,yes,2219,yes,no,cellular,22,sep,205,3,50,2,success,0
1,self-employed,married,tertiary,yes,622,yes,yes,unknown,19,oct,158,3,97,1,failure,1
0,unknown,married,tertiary,no,966,yes,yes,telephone,17,apr,255,4,59,1,failure,0
1,retired,married,secondary,no,1542,no,yes,cellular,25,nov,137,3,43,2,other,1
0,retired,single,tertiary,yes,675,no,yes,cellular,19,apr,205,3,1,1,failure,1
1,admin.,single,tertiary,yes,1087,yes,no,unknown,23,aug,84,2,3,2,failure,1
1,student,married,tertiary,no,1285,yes,no,telephone,20,may,257,3,-23,1,success,0
1,housemaid,married,unknown,no,2920,yes,yes,cellular,21,oct,215,3,82,1,success,0
1,housemaid,married,primary,no,1924,yes,yes,unknown,17,mar,223,3,69,1,failure,1
1,management,single,secondary,no,-554,no,yes,telephone,20,apr,135,3,40,1,unknown,0
1,entrepreneur,married,primary,no,1010,yes,yes,unknown,18,jun,142,2,25,1,unknown,1
1,entrepreneur,married,unknown,no,2215,yes,no,unknown,19,feb,98,3,88,0,success,0
1,management,married,primary,no,2413,yes,yes,telephone,21,jun,110,3,74,3,unknown,0
0,retired,single,secondary,yes,395,no,no,cellular,19,feb,295,2,21,1,success,0
0,admin.,single,primary,yes,950,yes,no,telephone,17,mar,334,4,-8,2,failure,0
1,blue-collar,married,primary,no,2191,no,no,cellular,17,mar,210,2,61,2,success,0
1,services,single,secondary,yes,1531,yes,no,telephone,24,nov,59,2,71,2,unknown,1
1,technician,single,unknown,yes,1180,yes,yes,cellular,20,oct,230,2,88,1,failure,1
0,student,single,secondary,no,2133,no,yes,telephone,19,aug,236,3,59,1,unknown,0
1,technician,married,unknown,yes,707,no,yes,cellular,17,jan,324,2,15,3,failure,0
1,retired,married,secondary,no,540,yes,no,telephone,18,jun,347,4,60,1,failure,0
1,retired,single,secondary,no,2726,yes,yes,unknown,19,aug,108,2,71,1,failure,0
0,management,married,secondary,yes,1209,no,yes,cellular,21,nov,202,2,9,1,other,1
0,admin.,single,tertiary,yes,290,no,no,cellular,15,jul,311,3,24,1,failure,0
0,management,married,tertiary,no,2720,yes,no,unknown,17,jun,207,3,80,1,other,0
1,student,single,tertiary,no,1529,no,no,telephone,21,sep,108,3,36,1,unknown,0
1,unknown,married,secondary,yes,123,yes,yes,telephone,17,oct,273,3,17,0,failure,0
1,retired,married,primary,yes,2476,no,no,cellular,19,feb,202,3,-9,1,success,0
1,admin.,married,secondary,no,2849,yes,yes,telephone,20,sep,184,5,80,1,success,1
1,blue-collar,married,unknown,yes,2151,no,no,cellular,13,jul,301,3,-6,1,unknown,0
1,admin.,married,tertiary,no,-103,no,yes,cellular,18,feb,217,2,57,0,other,0
1,entrepreneur,married,secondary,no,1075,no,no,telephone,18,aug,157,3,71,1,failure,1
1,student,married,secondary,no,559,yes,no,cellular,21,aug,148,3,105,1,unknown,0
1,blue-collar,married,tertiary,yes,1745,no,no,unknown,17,may,209,2,69,1,success,0
1,retired,married,tertiary,no,79,yes,yes,unknown,21,apr,165,3,12,1,unknown,1
0,unknown,single,primary,no,1091,yes,no,telephone,14,may,84,3,100,0,success,0
1,technician,married,unknown,no,431,yes,no,unknown,16,apr,140,3,97,0,unknown,0
1,housemaid,single,secondary,no,1059,yes,no,cellular,20,nov,286,5,69,3,unknown,1
1,technician,married,unknown,yes,40,yes,no,telephone,19,feb,164,4,51,1,success,0
1,housemaid,married,unknown,no,3155,yes,no,cellular,15,apr,248,4,68,2,unknown,1
1,student,single,primary,no,1350,no,yes,unknown,19,apr,211,3,79,1,other,0
1,blue-collar,single,secondary,no,3294,no,yes,cellular,16,apr,244,3,79,2,unknown,1
1,unemployed,married,tertiary,no,1378,yes,no,unknown,14,oct,258,3,20,0,failure,0
0,unemployed,married,unknown,no,739,yes,yes,cellular,17,jun,393,3,94,1,failure,1
1,blue-collar,married,primary,no,1904,yes,no,telephone,16,aug,174,3,24,1,unknown,1
1,management,single,tertiary,no,2098,yes,no,telephone,18,sep,114,3,30,1,other,0
0,admin.,single,tertiary,no,-515,yes,no,unknown,13,jun,347,4,28,1,failure,0
0,blue-collar,single,primary,no,158,yes,yes,cellular,19,oct,355,3,-2,1,unknown,1
1,unknown,married,unknown,no,1516,no,yes,unknown,12,sep,266,4,44,2,success,1
1,retired,single,secondary,no,1640,yes,no,unknown,15,dec,306,3,19,0,success,0
1,technician,married,tertiary,no,1415,yes,yes,telephone,19,jul,212,4,104,2,unknown,0
1,technician,married,tertiary,yes,-106,yes,yes,telephone,16,mar,142,2,37,1,failure,1
0,student,single,primary,yes,907,yes,yes,telephone,18,sep,188,4,3,2,failure,0
1,unemployed,married,secondary,no,240,yes,no,telephone,20,apr,22,3,102,0,unknown,0
1,self-employed,single,secondary,no,999,no,no,cellular,15,mar,284,3,165,1,unknown,1
1,student,single,primary,yes,135,yes,yes,telephone,21,aug,167,2,69,1,other,0
1,student,married,secondary,no,169,yes,yes,cellular,18,oct,375,4,47,2,success,0
1,management,married,secondary,yes,2848,yes,yes,cellular,16,oct,105,2,81,1,other,0
1,admin.,single,tertiary,no,1932,yes,no,unknown,21,apr,209,3,39,1,failure,0
0,entrepreneur,married,primary,no,1526,no,yes,telephone,16,jul,211,4,62,1,other,1
0,unknown,single,primary,no,972,no,no,cellular,16,jun,477,4,-38,1,unknown,0
0,admin.,married,tertiary,no,2196,no,no,telephone,16,oct,273,4,-26,0,failure,0
1,technician,married,tertiary,no,2645,yes,yes,telephone,20,jan,-6,3,100,0,unknown,0
1,services,single,tertiary,no,678,yes,yes,unknown,17,nov,465,3,-9,1,unknown,0
0,management,married,secondary,no,1414,no,yes,unknown,21,feb,260,4,65,1,unknown,1
0,student,married,tertiary,yes,886,no,no,unknown,23,jan,231,4,61,1,failure,1
0,services,married,tertiary,yes,631,yes,no,unknown,23,mar,197,2,93,2,failure,1
0,blue-collar,single,secondary,yes,102,no,no,unknown,18,jun,457,3,72,0,other,1
0,entrepreneur,single,unknown,yes,1541,yes,no,unknown,18,sep,266,3,35,1,success,1
1,technician,married,unknown,yes,-64,no,yes,unknown,17,may,116,2,56,1,success,0
1,housemaid,married,tertiary,no,1096,no,no,unknown,17,feb,330,3,-26,1,failure,1
1,admin.,single,unknown,yes,1380,no,yes,cellular,16,jul,235,4,67,1,other,0
0,entrepreneur,single,tertiary,yes,180,yes,yes,cellular,15,jun,576,3,24,1,unknown,1
0,unknown,single,unknown,yes,3155,no,yes,cellular,15,jul,414,3,72,2,success,0
1,technician,married,tertiary,no,801,no,no,cellular,18,feb,342,3,57,1,unknown,1
1,entrepreneur,married,unknown,yes,1495,yes,no,cellular,16,jul,319,4,112,1,success,0
1,entrepreneur,married,primary,yes,3338,yes,yes,telephone,20,feb,26,2,111,1,other,1
0,self-employed,married,tertiary,no,1515,yes,no,cellular,16,feb,155,2,8,0,failure,0
1,technician,married,unknown,yes,1188,yes,no,cellular,15,nov,479,3,-15,0,unknown,0
1,housemaid,married,tertiary,no,1033,yes,yes,telephone,19,jun,311,4,31,1,unknown,0
0,admin.,married,secondary,no,1130,no,no,telephone,17,dec,381,4,12,2,unknown,1
1,unknown,married,unknown,no,538,yes,no,telephone,16,aug,307,3,21,1,success,1
1,admin.,married,secondary,no,2273,yes,no,cellular,16,mar,402,3,55,0,success,0
1,admin.,married,primary,no,2679,yes,no,unknown,16,feb,260,3,119,1,unknown,1
1,self-employed,married,primary,no,-1827,no,no,telephone,24,apr,132,3,2,0,failure,0
1,technician,single,secondary,yes,1009,no,yes,unknown,15,dec,207,2,132,0,unknown,1
1,management,single,unknown,no,-249,no,no,telephone,17,may,329,3,0,1,success,1
1,technician,single,unknown,no,1664,yes,no,cellular,17,feb,479,2,29,1,success,1
1,student,married,tertiary,no,3272,no,no,cellular,13,feb,464,5,79,0,failure,0
0,retired,single,secondary,no,1968,no,no,unknown,16,apr,462,5,78,1,success,1
1,admin.,single,tertiary,no,2254,no,yes,unknown,14,sep,149,3,43,2,failure,0
0,unknown,married,secondary,no,1277,no,no,cellular,18,jun,435,5,18,1,unknown,1
0,blue-collar,married,secondary,no,2032,no,no,cellular,17,may,288,3,99,1,success,0
1,admin.,single,tertiary,no,93,yes,yes,cellular,15,dec,350,4,78,1,unknown,1
0,housemaid,married,secondary,yes,1535,yes,yes,telephone,13,jul,567,3,-18,0,failure,0
0,blue-collar,married,tertiary,no,921,yes,no,unknown,17,feb,204,3,7,1,unknown,0
0,management,single,unknown,no,1315,yes,no,unknown,15,feb,417,3,15,1,success,1
0,management,married,primary,yes,867,yes,yes,telephone,16,jan,102,2,116,1,other,0
0,management,married,primary,no,1272,yes,yes,telephone,15,apr,113,3,136,1,failure,0
1,management,married,tertiary,no,-1073,no,no,cellular,18,jun,371,1,10,1,unknown,0
0,retired,single,secondary,no,-300,no,yes,unknown,18,sep,636,4,-118,1,unknown,0
1,self-employed,married,unknown,no,2742,yes,no,telephone,18,aug,57,4,139,3,unknown,0
1,student,married,tertiary,yes,3115,yes,yes,cellular,20,dec,-83,3,116,1,unknown,0
1,student,married,unknown,no,31,no,no,telephone,17,mar,258,3,180,1,unknown,1
1,services,single,secondary,no,-494,yes,no,cellular,21,dec,246,4,18,1,failure,0
0,entrepreneur,married,tertiary,yes,2285,yes,no,cellular,15,nov,211,3,12,1,other,0
1,unknown,married,tertiary,no,692,yes,no,telephone,15,aug,320,6,3,0,unknown,0
1,services,married,secondary,no,1324,no,yes,telephone,17,dec,191,4,117,1,failure,0
1,blue-collar,married,unknown,no,726,no,no,unknown,16,jun,452,4,-54,1,unknown,0
1,technician,married,tertiary,no,1063,yes,no,unknown,20,nov,226,2,85,1,failure,1
1,unknown,single,primary,yes,775,no,no,telephone,15,jan,520,3,-42,1,unknown,0
1,housemaid,single,tertiary,no,2979,no,no,cellular,11,may,40,3,165,2,unknown,0
1,unemployed,married,secondary,no,1669,no,yes,telephone,13,nov,290,3,27,1,unknown,0
1,management,married,tertiary,no,-949,yes,no,unknown,16,apr,241,2,7,2,unknown,1
0,services,married,tertiary,yes,3152,yes,no,telephone,16,aug,127,4,115,2,other,0
1,entrepreneur,married,primary,no,1832,yes,yes,cellular,15,jul,262,3,16,0,unknown,0
0,housemaid,married,primary,no,1997,no,no,cellular,18,jun,42,4,49,2,success,0
0,student,single,tertiary,no,2386,no,no,unknown,13,nov,567,4,37,0,other,0
0,unemployed,single,unknown,no,1279,yes,no,cellular,13,nov,273,3,122,0,unknown,0
1,technician,married,tertiary,yes,1406,yes,no,telephone,15,jan,134,2,108,1,unknown,0
1,retired,married,unknown,yes,3033,yes,yes,cellular,12,dec,324,3,47,2,unknown,0
1,technician,married,unknown,no,2084,yes,no,cellular,14,dec,178,3,-14,1,failure,0
1,management,married,primary,no,-621,yes,no,unknown,17,jun,229,2,109,1,unknown,0
0,unemployed,single,secondary,no,1343,yes,no,telephone,13,jun,447,3,-14,1,unknown,0
1,blue-collar,married,primary,no,-914,yes,no,cellular,17,aug,322,5,74,1,unknown,1
0,admin.,married,secondary,yes,2086,yes,no,unknown,16,aug,281,2,82,0,unknown,0
1,admin.,married,tertiary,no,2944,yes,yes,unknown,12,oct,343,5,170,2,other,0
1,unknown,single,secondary,yes,-708,yes,no,cellular,15,feb,285,3,119,1,other,0
0,technician,single,secondary,no,681,no,no,cellular,15,jul,381,3,-1,0,unknown,0
0,management,married,secondary,no,2551,no,no,unknown,16,aug,-42,2,174,3,unknown,1
0,technician,married,tertiary,no,2114,yes,no,cellular,16,oct,346,3,89,2,failure,0
1,technician,married,secondary,no,-119,no,no,unknown,14,nov,198,4,-16,0,other,0
1,blue-collar,married,tertiary,yes,79,no,no,cellular,15,jul,519,3,-57,1,unknown,1
0,retired,married,secondary,no,396,no,no,unknown,15,nov,312,3,4,1,unknown,1
1,housemaid,married,secondary,no,140,yes,no,cellular,19,aug,258,6,138,1,success,1
1,technician,married,primary,no,-1329,no,no,cellular,14,may,358,3,-17,0,unknown,0
1,services,married,tertiary,yes,827,no,no,cellular,15,aug,187,3,31,0,failure,0
1,student,married,secondary,no,913,yes,yes,unknown,17,apr,317,4,65,1,success,0
1,self-employed,single,secondary,yes,1633,yes,no,telephone,16,aug,111,2,52,2,failure,0
1,management,married,primary,no,1579,yes,no,unknown,15,dec,306,4,50,2,failure,0
1,management,married,secondary,no,2142,yes,no,cellular,20,aug,221,3,-12,1,unknown,0
1,retired,married,secondary,yes,1137,no,no,cellular,21,dec,223,3,12,1,unknown,1
1,entrepreneur,married,tertiary,yes,-683,yes,no,telephone,14,jan,408,3,-73,1,unknown,0
0,admin.,single,secondary,yes,865,yes,no,unknown,17,jan,-67,1,108,0,failure,1
1,admin.,married,secondary,no,-31,no,yes,telephone,17,apr,185,3,210,1,failure,0
1,entrepreneur,married,secondary,no,664,yes,yes,unknown,16,jul,253,2,79,1,other,0
0,self-employed,married,secondary,yes,944,yes,no,cellular,18,may,273,3,53,2,failure,0
1,services,married,unknown,no,1753,no,no,unknown,14,oct,260,3,48,1,success,0
1,technician,married,tertiary,no,1383,yes,yes,unknown,20,nov,241,5,-21,2,unknown,0
1,unknown,single,secondary,yes,673,yes,yes,cellular,15,aug,385,4,-31,2,unknown,0
1,services,married,tertiary,no,2353,no,yes,cellular,15,dec,229,2,49,1,other,0
0,services,single,primary,no,-695,yes,yes,unknown,15,feb,426,3,-53,1,failure,0
1,entrepreneur,single,tertiary,no,73,no,yes,telephone,12,nov,414,3,68,0,unknown,1
1,services,married,unknown,no,293,yes,yes,cellular,16,jun,276,2,87,1,unknown,1
1,housemaid,single,primary,no,846,yes,yes,cellular,19,aug,194,3,18,2,unknown,1
1,housemaid,single,secondary,no,1866,yes,no,cellular,21,aug,215,5,-68,0,other,0
1,entrepreneur,married,secondary,no,767,yes,no,cellular,20,aug,166,4,96,0,failure,0
1,unknown,single,primary,yes,-435,no,no,unknown,17,mar,407,4,13,1,success,0
0,management,married,unknown,no,4815,no,no,cellular,15,feb,222,5,110,1,success,0
1,student,single,primary,yes,3214,yes,no,cellular,17,sep,103,3,152,2,failure,0
0,unknown,single,primary,yes,-1140,no,no,telephone,14,sep,669,3,-55,1,other,1
1,student,married,secondary,no,2967,yes,no,cellular,14,jun,418,4,24,2,unknown,0
1,admin.,single,secondary,no,-543,no,no,telephone,13,mar,488,4,17,0,success,0
1,management,married,tertiary,no,168,yes,no,telephone,15,jul,79,3,115,1,failure,0
1,management,married,primary,no,2610,no,no,cellular,16,dec,220,5,178,2,unknown,0
1,retired,single,primary,no,782,no,no,telephone,14,nov,244,3,24,1,unknown,1
1,management,married,primary,no,2984,no,yes,cellular,17,sep,170,3,74,1,other,0
0,unemployed,single,secondary,no,1688,yes,no,unknown,13,may,14,3,55,1,other,0
1,self-employed,single,secondary,no,220,yes,no,cellular,14,feb,117,2,113,1,success,1
0,unknown,married,primary,no,2853,yes,yes,cellular,14,mar,329,3,30,0,success,0
1,blue-collar,married,secondary,no,-438,yes,no,cellular,20,jul,537,2,-191,2,other,0
1,blue-collar,married,secondary,no,14,yes,yes,unknown,16,nov,388,3,32,1,other,0
1,blue-collar,married,secondary,no,-139,yes,no,cellular,15,may,261,3,91,1,failure,0
1,student,married,tertiary,no,-2681,yes,no,cellular,15,jul,370,1,-69,0,failure,0
1,services,single,secondary,no,2236,yes,no,cellular,22,may,3,2,-24,0,unknown,0
1,admin.,single,secondary,no,2674,no,yes,cellular,13,oct,502,3,67,1,unknown,0
1,services,married,tertiary,no,2191,no,no,cellular,10,dec,256,3,209,2,other,0
1,admin.,single,unknown,no,934,yes,no,unknown,21,mar,127,3,9,1,failure,0
0,blue-collar,single,tertiary,no,1400,yes,no,unknown,17,sep,198,3,-28,0,unknown,0
1,unknown,single,secondary,yes,3200,no,no,cellular,13,dec,571,4,-117,1,failure,0
1,housemaid,married,secondary,no,1140,no,no,telephone,20,jan,279,3,-15,2,unknown,0
1,unemployed,married,secondary,no,2646,yes,no,cellular,12,dec,-89,2,132,1,failure,0
1,management,single,tertiary,no,6,no,no,cellular,22,dec,-137,3,146,2,unknown,1
1,unemployed,married,tertiary,no,2216,yes,no,cellular,17,oct,40,3,160,1,unknown,0
1,technician,married,tertiary,no,3837,no,no,telephone,12,jul,229,3,70,1,other,0
1,blue-collar,married,secondary,no,3914,no,no,telephone,15,dec,168,4,76,2,failure,0
0,entrepreneur,single,unknown,no,2541,no,no,cellular,21,oct,376,3,18,3,unknown,0
1,technician,married,tertiary,no,2435,yes,no,unknown,18,may,259,3,202,3,unknown,0
0,blue-collar,married,tertiary,no,1196,no,no,cellular,13,jun,175,3,181,1,failure,0
0,technician,married,secondary,no,5287,no,no,cellular,13,may,644,4,51,4,failure,0
1,unemployed,married,unknown,no,868,yes,yes,cellular,20,jun,284,2,121,1,unknown,0
1,management,married,secondary,no,566,yes,yes,cellular,22,may,191,3,78,2,unknown,0
1,unknown,married,primary,yes,1083,no,yes,cellular,13,jan,220,3,41,1,unknown,1
1,admin.,married,secondary,yes,3623,yes,no,cellular,18,jun,104,3,94,2,failure,0
1,technician,married,unknown,no,619,no,no,telephone,17,nov,-44,3,38,1,unknown,0
1,services,married,primary,no,2278,no,no,cellular,14,mar,347,2,-4,3,unknown,0
1,technician,married,tertiary,yes,1805,yes,yes,unknown,18,jun,172,4,74,1,unknown,1
1,self-employed,married,secondary,yes,2924,no,no,unknown,20,jan,-67,2,227,2,unknown,0
1,admin.,single,secondary,yes,776,yes,no,telephone,11,nov,287,4,20,1,other,1
1,entrepreneur,married,primary,no,1935,yes,no,cellular,17,feb,80,2,104,1,unknown,0
1,management,married,secondary,yes,132,no,no,telephone,8,jul,474,4,32,0,failure,0
1,retired,married,secondary,no,2561,yes,no,cellular,19,may,303,3,113,1,failure,0
1,technician,married,primary,no,1693,no,no,cellular,14,jun,506,4,56,1,unknown,0
1,management,married,tertiary,yes,389,no,no,unknown,19,may,403,2,-141,2,failure,0
1,management,single,secondary,no,1859,no,no,unknown,12,jun,272,4,199,3,failure,1
0,management,married,secondary,no,-667,yes,no,cellular,20,dec,71,3,180,1,failure,0
1,services,single,secondary,yes,1821,no,no,cellular,18,aug,82,3,4,2,failure,0
1,admin.,married,secondary,no,1540,yes,yes,telephone,14,may,539,2,158,3,other,0
1,unknown,single,secondary,yes,1975,yes,no,unknown,18,nov,178,3,-126,0,unknown,0
1,admin.,single,tertiary,no,-385,no,no,unknown,14,jul,388,4,163,0,other,0
