,sex,age,household-position,household-size,prev-residence-place,citizenship,country-birth,edu-level,economic-status,cur-eco-activity,marital-status,class-label
130,0,4.0,1122.0,114.0,1.0,1.0,1.0,2.0,120.0,131.0,1.0,0
131,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
132,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,120.0,122.0,2.0,1
133,1,8.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
134,0,5.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,139.0,1.0,0
135,1,10.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,122.0,2.0,1
136,1,4.0,1121.0,114.0,1.0,1.0,1.0,0.0,120.0,136.0,1.0,0
137,0,7.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
138,1,8.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
139,0,4.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,0
140,0,6.0,1122.0,114.0,1.0,1.0,3.0,0.0,111.0,139.0,2.0,0
141,1,15.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,138.0,2.0,0
142,1,9.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
143,0,12.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,4.0,1
144,1,11.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
145,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,136.0,2.0,0
146,0,10.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
147,0,7.0,1121.0,114.0,1.0,1.0,1.0,4.0,120.0,135.0,2.0,1
148,1,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,1
149,1,12.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
150,0,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
151,0,11.0,1220.0,112.0,1.0,1.0,1.0,0.0,111.0,131.0,4.0,0
152,0,9.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
153,1,15.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
154,1,6.0,1110.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
155,0,11.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
156,1,10.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
157,1,9.0,1122.0,111.0,1.0,1.0,1.0,1.0,111.0,138.0,2.0,0
158,0,13.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,4.0,0
159,1,4.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,0
160,1,7.0,1110.0,113.0,1.0,1.0,1.0,1.0,111.0,133.0,2.0,0
161,1,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
162,0,7.0,1122.0,112.0,1.0,1.0,1.0,1.0,111.0,131.0,2.0,0
163,1,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
164,0,15.0,1122.0,125.0,1.0,1.0,1.0,5.0,120.0,135.0,2.0,1
165,1,4.0,1121.0,112.0,1.0,1.0,1.0,2.0,111.0,122.0,2.0,0
166,0,8.0,1122.0,126.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
167,1,10.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,134.0,2.0,0
168,1,11.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,138.0,2.0,1
169,0,11.0,1122.0,126.0,1.0,1.0,1.0,5.0,120.0,136.0,2.0,1
170,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,134.0,2.0,1
171,0,4.0,1132.0,111.0,1.0,1.0,1.0,5.0,111.0,134.0,1.0,1
172,1,7.0,1122.0,113.0,1.0,1.0,1.0,1.0,111.0,122.0,2.0,0
173,1,10.0,1110.0,112.0,1.0,1.0,1.0,4.0,111.0,122.0,2.0,0
174,0,6.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
175,1,4.0,1110.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,1
176,0,9.0,1210.0,112.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
177,0,4.0,1110.0,112.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
178,0,4.0,1140.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,1.0,0
179,0,4.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
180,0,8.0,1132.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
181,1,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,1
182,0,9.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
183,1,4.0,1110.0,111.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
184,1,7.0,1140.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,1.0,1
185,1,8.0,1122.0,126.0,1.0,1.0,1.0,3.0,120.0,135.0,2.0,1
186,0,8.0,1131.0,113.0,1.0,1.0,1.0,3.0,112.0,133.0,1.0,0
187,1,4.0,1122.0,114.0,1.0,1.0,3.0,5.0,111.0,135.0,2.0,1
188,0,4.0,1131.0,111.0,2.0,1.0,1.0,5.0,111.0,131.0,1.0,0
189,1,10.0,1210.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
190,0,11.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,1
191,0,15.0,1131.0,126.0,1.0,1.0,1.0,0.0,111.0,139.0,2.0,0
192,0,9.0,1210.0,111.0,1.0,1.0,3.0,3.0,111.0,136.0,1.0,0
193,0,15.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,4.0,1
194,1,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
195,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
196,1,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
197,1,7.0,1121.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
198,1,7.0,1110.0,126.0,1.0,1.0,1.0,3.0,120.0,122.0,2.0,0
199,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
200,0,4.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,133.0,1.0,0
201,0,15.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,4.0,0
202,0,4.0,1131.0,113.0,1.0,1.0,1.0,3.0,120.0,137.0,1.0,0
203,0,8.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,124.0,2.0,1
204,0,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
205,0,7.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
206,0,8.0,1121.0,113.0,1.0,1.0,1.0,2.0,120.0,122.0,2.0,0
207,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
208,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
209,0,9.0,1122.0,125.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
210,0,9.0,1210.0,111.0,1.0,1.0,1.0,2.0,120.0,134.0,1.0,1
211,1,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,1
212,0,4.0,1131.0,126.0,1.0,1.0,1.0,5.0,112.0,133.0,1.0,1
213,1,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
214,0,4.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
215,0,8.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
216,1,15.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
217,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
218,0,4.0,1121.0,114.0,1.0,1.0,1.0,0.0,120.0,131.0,1.0,0
219,1,9.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
220,0,9.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
221,0,10.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
222,0,7.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
223,1,6.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,136.0,1.0,0
224,0,4.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
225,1,9.0,1110.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
226,0,9.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
227,0,6.0,1140.0,111.0,1.0,1.0,1.0,5.0,111.0,122.0,1.0,1
228,0,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,0
229,1,11.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,137.0,2.0,0
230,1,8.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,138.0,3.0,1
231,1,10.0,1110.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,0
232,0,9.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,138.0,2.0,0
233,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,0
234,0,4.0,1110.0,111.0,1.0,1.0,1.0,2.0,111.0,133.0,1.0,0
235,0,6.0,1210.0,113.0,1.0,1.0,1.0,3.0,111.0,111.0,1.0,0
236,1,5.0,1140.0,111.0,1.0,1.0,1.0,5.0,120.0,137.0,1.0,1
237,1,6.0,1121.0,113.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
238,0,4.0,1131.0,113.0,1.0,1.0,1.0,0.0,111.0,111.0,1.0,0
239,0,6.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,122.0,2.0,0
240,0,5.0,1131.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
241,0,8.0,1131.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,4.0,0
242,0,6.0,1122.0,111.0,1.0,1.0,1.0,2.0,120.0,131.0,1.0,1
243,0,6.0,1122.0,114.0,1.0,1.0,1.0,3.0,120.0,132.0,1.0,0
244,0,4.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,0
245,0,7.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
246,0,10.0,1122.0,126.0,1.0,1.0,1.0,3.0,120.0,133.0,2.0,1
247,0,11.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
248,1,12.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,1
249,0,9.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
250,1,4.0,1121.0,114.0,1.0,1.0,1.0,5.0,111.0,133.0,1.0,0
251,0,7.0,1122.0,112.0,1.0,1.0,3.0,3.0,111.0,111.0,2.0,0
252,1,6.0,1121.0,114.0,1.0,1.0,1.0,4.0,120.0,132.0,2.0,1
253,0,7.0,1210.0,111.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
254,1,9.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,133.0,2.0,1
255,0,5.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
256,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
257,0,5.0,1122.0,112.0,1.0,1.0,3.0,0.0,111.0,131.0,4.0,0
258,0,7.0,1122.0,112.0,1.0,1.0,1.0,1.0,111.0,111.0,2.0,0
259,0,7.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
260,1,10.0,1121.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,1
261,1,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
262,1,4.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
263,1,15.0,1131.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
264,1,15.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,134.0,2.0,1
265,0,7.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,111.0,1.0,0
266,0,4.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
267,1,8.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
268,1,11.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,1
269,0,10.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
270,1,15.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
271,0,4.0,1110.0,112.0,1.0,3.0,3.0,0.0,111.0,132.0,2.0,0
272,1,5.0,1122.0,112.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
273,0,9.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
274,1,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
275,0,11.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,4.0,1
276,0,5.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
277,1,4.0,1131.0,112.0,1.0,1.0,1.0,2.0,111.0,131.0,1.0,1
278,0,8.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
279,0,15.0,1122.0,114.0,1.0,1.0,1.0,4.0,111.0,135.0,2.0,0
280,1,7.0,1122.0,125.0,1.0,1.0,1.0,0.0,111.0,134.0,2.0,0
281,0,9.0,1132.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,1.0,1
282,1,8.0,1131.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
283,1,15.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,0
284,0,6.0,1122.0,113.0,1.0,1.0,1.0,1.0,111.0,131.0,4.0,0
285,1,5.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
286,0,15.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,139.0,2.0,0
287,1,7.0,1110.0,113.0,1.0,1.0,1.0,5.0,111.0,124.0,2.0,1
288,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,0
289,1,4.0,1122.0,112.0,1.0,1.0,1.0,3.0,120.0,135.0,1.0,1
290,0,12.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
291,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,4.0,0
292,1,8.0,1110.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
293,0,11.0,1122.0,125.0,1.0,1.0,1.0,0.0,111.0,139.0,2.0,0
294,1,4.0,1131.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,4.0,1
