checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,22,critical account,car (new),2556,no savings account,<1 years,4,co-applicant,3,savings agreement/life insurance,33,store,rent,2,skilled employee / official,2,yes,no,female,married/widowed,1
<0 DM,19,critical account,car (new),2024,no savings account,4<= <7 years,3,none,3,car or other,29,none,rent,2,unskilled - resident,2,none,no,female,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,2728,no savings account,1<= < 4 years,4,guarantor,3,real estate,39,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,female,married/widowed,0
0 <= <200 DM,19,all credits at this bank paid back duly,car (new),3524,no savings account,unemployed,4,guarantor,3,real estate,36,none,own,2,unemployed/ unskilled  - non-resident,2,none,no,male,divorced/separated,1
0 <= <200 DM,27,critical account,repairs,2394,>= 1000 DM,4<= <7 years,4,none,3,car or other,37,none,rent,2,skilled employee / official,1,yes,no,female,divorced/separated,1
<0 DM,17,all credits at this bank paid back duly,radio/television,2360,no savings account,<1 years,3,none,3,real estate,31,none,rent,2,unemployed/ unskilled  - non-resident,2,none,no,female,divorced/separated,0
<0 DM,21,all credits at this bank paid back duly,furniture/equipment,1945,100 <= <500 DM,>=7 years,4,co-applicant,3,unknown / no property,36,store,rent,2,skilled employee / official,2,none,no,male,married/widowed,0
<0 DM,23,no credits taken,education,3009,>= 1000 DM,<1 years,4,guarantor,3,unknown / no property,36,none,rent,2,unskilled - resident,2,yes,no,male,married/widowed,1
<0 DM,22,all credits at this bank paid back duly,repairs,2965,100 <= <500 DM,>=7 years,4,co-applicant,3,unknown / no property,36,store,own,2,skilled employee / official,2,yes,yes,male,married/widowed,1
0 <= <200 DM,22,all credits at this bank paid back duly,furniture/equipment,3321,>= 1000 DM,>=7 years,4,guarantor,4,savings agreement/life insurance,36,bank,for free,2,skilled employee / official,2,yes,no,male,divorced/separated,0
<0 DM,22,no credits taken,others,3535,>= 1000 DM,>=7 years,3,co-applicant,3,unknown / no property,36,store,rent,2,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,15,all credits at this bank paid back duly,car (new),2902,500 <= < 1000 DM,>=7 years,3,none,3,unknown / no property,34,none,own,2,unskilled - resident,2,yes,no,male,divorced/separated,0
<0 DM,23,no credits taken,furniture/equipment,1767,<100 DM,unemployed,3,co-applicant,3,savings agreement/life insurance,34,store,rent,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
>= 200 DM ,20,critical account,car (used),2951,100 <= <500 DM,>=7 years,3,co-applicant,3,unknown / no property,41,store,rent,2,skilled employee / official,2,yes,yes,male,married/widowed,0
>= 200 DM ,22,all credits at this bank paid back duly,repairs,3624,100 <= <500 DM,>=7 years,3,co-applicant,3,savings agreement/life insurance,41,store,own,2,unskilled - resident,1,yes,no,male,divorced/separated,1
>= 200 DM ,18,all credits at this bank paid back duly,retraining,3912,<100 DM,>=7 years,3,guarantor,3,savings agreement/life insurance,37,bank,own,2,management/ highly qualified employee,2,yes,no,male,married/widowed,0
<0 DM,16,no credits taken,radio/television,3720,no savings account,<1 years,3,guarantor,4,car or other,34,bank,for free,2,unskilled - resident,2,none,no,male,married/widowed,1
>= 200 DM ,26,all credits at this bank paid back duly,repairs,2434,100 <= <500 DM,<1 years,3,co-applicant,3,unknown / no property,40,none,rent,2,unemployed/ unskilled  - non-resident,1,none,no,male,married/widowed,0
no account,30,existing credits paid back duly till now,car (used),1597,100 <= <500 DM,<1 years,3,co-applicant,3,savings agreement/life insurance,40,none,rent,2,unemployed/ unskilled  - non-resident,2,none,no,female,divorced/separated,0
0 <= <200 DM,24,no credits taken,education,2664,no savings account,4<= <7 years,4,none,3,unknown / no property,33,bank,rent,2,skilled employee / official,2,none,no,female,divorced/separated,1
<0 DM,19,critical account,retraining,2402,100 <= <500 DM,unemployed,3,none,3,unknown / no property,31,none,own,2,skilled employee / official,2,yes,no,male,divorced/separated,1
0 <= <200 DM,25,critical account,car (new),2816,no savings account,4<= <7 years,4,co-applicant,4,savings agreement/life insurance,39,none,own,2,skilled employee / official,2,yes,no,male,divorced/separated,0
>= 200 DM ,22,delay in paying off,others,3877,500 <= < 1000 DM,>=7 years,3,co-applicant,3,real estate,40,none,rent,2,management/ highly qualified employee,2,yes,no,male,divorced/separated,0
0 <= <200 DM,20,no credits taken,radio/television,2522,100 <= <500 DM,unemployed,4,co-applicant,3,car or other,35,bank,rent,2,unskilled - resident,2,yes,yes,female,divorced/separated,1
>= 200 DM ,20,critical account,retraining,2929,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,37,none,own,2,management/ highly qualified employee,2,yes,no,male,married/widowed,0
no account,21,all credits at this bank paid back duly,others,2776,100 <= <500 DM,>=7 years,3,guarantor,3,unknown / no property,33,store,rent,2,skilled employee / official,2,none,yes,female,married/widowed,1
>= 200 DM ,17,all credits at this bank paid back duly,car (used),3676,500 <= < 1000 DM,unemployed,3,co-applicant,3,car or other,38,bank,rent,2,management/ highly qualified employee,2,yes,yes,male,married/widowed,0
<0 DM,20,critical account,repairs,3590,100 <= <500 DM,unemployed,3,co-applicant,3,car or other,40,store,own,2,skilled employee / official,1,yes,yes,male,married/widowed,1
<0 DM,19,all credits at this bank paid back duly,domestic appliances,2980,500 <= < 1000 DM,>=7 years,4,co-applicant,3,unknown / no property,36,bank,for free,2,skilled employee / official,2,none,no,male,divorced/separated,0
<0 DM,27,delay in paying off,car (new),3878,500 <= < 1000 DM,<1 years,4,guarantor,3,unknown / no property,42,store,own,2,management/ highly qualified employee,2,yes,no,male,divorced/separated,1
no account,22,existing credits paid back duly till now,others,3241,500 <= < 1000 DM,4<= <7 years,4,none,3,unknown / no property,37,store,rent,2,unemployed/ unskilled  - non-resident,2,none,no,male,divorced/separated,1
>= 200 DM ,22,existing credits paid back duly till now,others,1783,100 <= <500 DM,<1 years,4,co-applicant,3,car or other,41,store,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,male,married/widowed,0
no account,27,delay in paying off,radio/television,2409,no savings account,unemployed,4,co-applicant,3,unknown / no property,36,none,own,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,1
<0 DM,17,critical account,car (new),2914,no savings account,>=7 years,3,co-applicant,3,car or other,29,store,own,2,skilled employee / official,2,none,yes,female,married/widowed,1
<0 DM,21,no credits taken,radio/television,2824,no savings account,>=7 years,4,co-applicant,3,unknown / no property,38,none,rent,2,management/ highly qualified employee,2,yes,yes,male,married/widowed,0
>= 200 DM ,21,critical account,retraining,2589,no savings account,<1 years,3,none,3,unknown / no property,33,none,own,2,unemployed/ unskilled  - non-resident,2,none,no,female,divorced/separated,0
no account,17,critical account,others,1751,500 <= < 1000 DM,>=7 years,4,none,3,car or other,37,none,rent,2,unskilled - resident,2,yes,no,male,married/widowed,0
0 <= <200 DM,25,critical account,furniture/equipment,4128,no savings account,<1 years,4,guarantor,4,unknown / no property,38,none,rent,2,skilled employee / official,2,yes,no,male,divorced/separated,1
0 <= <200 DM,21,critical account,car (new),2471,no savings account,>=7 years,4,guarantor,3,car or other,35,none,rent,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
no account,19,existing credits paid back duly till now,domestic appliances,4678,>= 1000 DM,>=7 years,3,guarantor,3,real estate,35,bank,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,15,all credits at this bank paid back duly,repairs,1971,100 <= <500 DM,<1 years,4,co-applicant,3,savings agreement/life insurance,37,none,for free,2,skilled employee / official,2,yes,no,male,married/widowed,0
>= 200 DM ,13,all credits at this bank paid back duly,repairs,4305,100 <= <500 DM,<1 years,3,none,3,unknown / no property,38,none,own,2,management/ highly qualified employee,2,yes,no,male,married/widowed,1
0 <= <200 DM,16,critical account,others,3537,100 <= <500 DM,<1 years,3,guarantor,3,real estate,38,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,male,married/widowed,0
0 <= <200 DM,19,existing credits paid back duly till now,radio/television,3078,no savings account,<1 years,4,none,3,real estate,36,none,own,2,skilled employee / official,1,yes,no,female,divorced/separated,0
>= 200 DM ,30,existing credits paid back duly till now,radio/television,2292,no savings account,<1 years,4,guarantor,4,savings agreement/life insurance,31,none,rent,2,skilled employee / official,2,yes,yes,female,married/widowed,1
no account,24,delay in paying off,radio/television,4039,100 <= <500 DM,<1 years,3,guarantor,3,savings agreement/life insurance,37,store,own,2,management/ highly qualified employee,1,none,yes,male,married/widowed,1
0 <= <200 DM,25,no credits taken,radio/television,3154,>= 1000 DM,<1 years,4,co-applicant,3,savings agreement/life insurance,38,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,18,critical account,repairs,3509,>= 1000 DM,4<= <7 years,3,guarantor,3,unknown / no property,35,none,rent,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,23,critical account,furniture/equipment,1317,no savings account,1<= < 4 years,4,none,3,unknown / no property,32,none,rent,2,unskilled - resident,2,yes,no,female,divorced/separated,1
no account,23,critical account,others,2742,<100 DM,1<= < 4 years,3,none,2,savings agreement/life insurance,39,none,own,2,management/ highly qualified employee,2,none,yes,female,married/widowed,1
no account,24,critical account,others,3177,no savings account,<1 years,3,guarantor,3,savings agreement/life insurance,37,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,17,existing credits paid back duly till now,domestic appliances,1868,<100 DM,<1 years,3,none,3,real estate,30,none,own,2,skilled employee / official,2,none,no,male,divorced/separated,1
no account,26,delay in paying off,car (new),2610,no savings account,>=7 years,4,none,3,real estate,39,store,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,21,critical account,car (new),2564,no savings account,>=7 years,3,none,3,savings agreement/life insurance,31,store,rent,1,unemployed/ unskilled  - non-resident,2,none,yes,female,divorced/separated,0
no account,26,existing credits paid back duly till now,business,2326,100 <= <500 DM,<1 years,4,guarantor,3,savings agreement/life insurance,35,bank,rent,2,skilled employee / official,2,none,yes,female,married/widowed,1
0 <= <200 DM,20,existing credits paid back duly till now,car (new),3281,no savings account,>=7 years,4,none,3,unknown / no property,36,none,own,2,management/ highly qualified employee,2,none,yes,male,married/widowed,0
no account,21,critical account,car (new),2707,no savings account,4<= <7 years,3,co-applicant,3,savings agreement/life insurance,37,store,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,21,critical account,others,3604,100 <= <500 DM,>=7 years,3,co-applicant,4,savings agreement/life insurance,36,none,rent,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,23,delay in paying off,car (new),2197,100 <= <500 DM,>=7 years,4,co-applicant,4,unknown / no property,39,store,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
no account,15,delay in paying off,car (used),1833,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,38,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,16,critical account,radio/television,4642,>= 1000 DM,unemployed,3,co-applicant,4,car or other,37,store,rent,2,management/ highly qualified employee,2,yes,yes,male,married/widowed,1
<0 DM,20,existing credits paid back duly till now,car (new),2127,100 <= <500 DM,<1 years,4,guarantor,3,real estate,36,none,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,female,married/widowed,0
<0 DM,21,existing credits paid back duly till now,car (new),2707,no savings account,4<= <7 years,4,none,3,savings agreement/life insurance,32,none,rent,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
<0 DM,35,critical account,furniture/equipment,1482,500 <= < 1000 DM,<1 years,4,co-applicant,4,car or other,35,bank,own,1,skilled employee / official,2,none,yes,female,divorced/separated,1
0 <= <200 DM,20,delay in paying off,radio/television,3321,no savings account,<1 years,4,guarantor,4,real estate,32,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,17,critical account,furniture/equipment,3477,500 <= < 1000 DM,4<= <7 years,4,none,3,unknown / no property,38,store,rent,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,car (new),2299,500 <= < 1000 DM,4<= <7 years,3,guarantor,4,car or other,32,bank,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,30,critical account,furniture/equipment,3978,500 <= < 1000 DM,1<= < 4 years,3,guarantor,3,car or other,37,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,20,critical account,retraining,2897,<100 DM,4<= <7 years,4,none,3,car or other,32,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,23,delay in paying off,domestic appliances,1776,<100 DM,4<= <7 years,4,none,3,unknown / no property,43,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
<0 DM,27,existing credits paid back duly till now,furniture/equipment,1910,<100 DM,<1 years,4,co-applicant,4,real estate,38,none,rent,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,22,critical account,furniture/equipment,3209,100 <= <500 DM,4<= <7 years,3,none,3,real estate,35,bank,own,2,skilled employee / official,2,yes,no,female,divorced/separated,1
0 <= <200 DM,24,critical account,car (new),2874,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,35,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,18,critical account,retraining,3900,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,51,none,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,0
no account,11,existing credits paid back duly till now,car (used),2067,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,30,none,rent,2,management/ highly qualified employee,2,none,yes,male,married/widowed,1
no account,24,critical account,retraining,4359,<100 DM,1<= < 4 years,3,none,4,real estate,38,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,22,delay in paying off,business,2506,100 <= <500 DM,<1 years,3,none,4,unknown / no property,37,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
0 <= <200 DM,14,existing credits paid back duly till now,car (new),2342,<100 DM,1<= < 4 years,4,none,3,real estate,25,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,25,critical account,car (new),2793,<100 DM,1<= < 4 years,4,none,4,car or other,31,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,25,existing credits paid back duly till now,radio/television,1691,>= 1000 DM,<1 years,4,guarantor,4,unknown / no property,34,store,rent,2,skilled employee / official,2,none,yes,male,married/widowed,0
no account,30,existing credits paid back duly till now,radio/television,4496,500 <= < 1000 DM,1<= < 4 years,4,guarantor,4,unknown / no property,43,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,business,3063,100 <= <500 DM,unemployed,4,guarantor,4,car or other,28,bank,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
0 <= <200 DM,21,critical account,furniture/equipment,4814,<100 DM,1<= < 4 years,3,none,4,car or other,34,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,20,existing credits paid back duly till now,car (new),3879,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,38,none,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,20,existing credits paid back duly till now,car (new),4942,<100 DM,1<= < 4 years,3,none,3,real estate,33,none,own,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
<0 DM,27,existing credits paid back duly till now,radio/television,1499,<100 DM,<1 years,4,none,4,car or other,30,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,24,existing credits paid back duly till now,radio/television,3462,>= 1000 DM,<1 years,3,none,4,unknown / no property,35,none,rent,2,skilled employee / official,1,none,yes,female,married/widowed,1
0 <= <200 DM,18,existing credits paid back duly till now,radio/television,3666,<100 DM,<1 years,4,none,4,car or other,33,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,28,no credits taken,repairs,4220,no savings account,unemployed,3,co-applicant,4,car or other,28,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,17,existing credits paid back duly till now,retraining,3237,<100 DM,<1 years,3,none,3,unknown / no property,33,none,own,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
no account,27,existing credits paid back duly till now,car (new),2913,<100 DM,<1 years,4,none,3,real estate,37,none,for free,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
0 <= <200 DM,24,critical account,furniture/equipment,3918,<100 DM,1<= < 4 years,2,none,4,savings agreement/life insurance,35,none,rent,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,20,existing credits paid back duly till now,car (new),3729,<100 DM,1<= < 4 years,3,none,4,car or other,45,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,male,divorced/separated,1
no account,21,existing credits paid back duly till now,radio/television,4055,<100 DM,1<= < 4 years,4,none,3,real estate,34,none,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
no account,15,existing credits paid back duly till now,radio/television,2606,<100 DM,unemployed,3,none,4,real estate,29,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,27,critical account,radio/television,5966,500 <= < 1000 DM,1<= < 4 years,3,none,3,car or other,33,store,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
no account,14,existing credits paid back duly till now,others,2841,<100 DM,1<= < 4 years,3,none,3,real estate,33,none,rent,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
0 <= <200 DM,24,critical account,car (new),4921,<100 DM,1<= < 4 years,3,none,3,car or other,44,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,25,all credits at this bank paid back duly,retraining,5131,<100 DM,1<= < 4 years,4,none,3,real estate,36,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,24,delay in paying off,radio/television,5502,<100 DM,1<= < 4 years,3,none,4,real estate,35,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,21,existing credits paid back duly till now,car (new),3965,<100 DM,1<= < 4 years,3,none,3,real estate,36,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
>= 200 DM ,28,existing credits paid back duly till now,education,5582,100 <= <500 DM,unemployed,3,none,4,car or other,41,store,rent,2,skilled employee / official,1,none,yes,male,married/widowed,1
no account,15,no credits taken,repairs,3233,<100 DM,unemployed,3,none,4,car or other,26,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
>= 200 DM ,13,existing credits paid back duly till now,business,4094,<100 DM,1<= < 4 years,3,none,3,real estate,45,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,17,existing credits paid back duly till now,domestic appliances,3986,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,41,none,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,0
>= 200 DM ,27,existing credits paid back duly till now,radio/television,2910,<100 DM,unemployed,4,none,4,real estate,29,none,for free,2,skilled employee / official,1,none,yes,female,divorced/separated,1
>= 200 DM ,9,all credits at this bank paid back duly,car (used),6628,100 <= <500 DM,4<= <7 years,4,none,4,car or other,40,none,own,3,management/ highly qualified employee,1,yes,yes,male,married/widowed,1
0 <= <200 DM,16,critical account,retraining,4217,<100 DM,1<= < 4 years,3,none,4,real estate,24,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
no account,17,existing credits paid back duly till now,radio/television,3232,<100 DM,1<= < 4 years,4,none,3,real estate,34,none,for free,2,management/ highly qualified employee,2,yes,no,male,divorced/separated,0
no account,33,existing credits paid back duly till now,others,5087,no savings account,>=7 years,4,none,3,real estate,40,none,for free,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
no account,27,critical account,car (new),6329,<100 DM,1<= < 4 years,3,none,3,car or other,41,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
>= 200 DM ,18,existing credits paid back duly till now,retraining,4462,<100 DM,1<= < 4 years,4,none,4,unknown / no property,39,none,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,28,existing credits paid back duly till now,radio/television,2926,<100 DM,>=7 years,4,none,3,car or other,34,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,16,critical account,furniture/equipment,4900,<100 DM,1<= < 4 years,3,none,3,car or other,50,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
no account,32,existing credits paid back duly till now,others,3977,<100 DM,1<= < 4 years,4,none,3,car or other,44,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,7,existing credits paid back duly till now,car (used),3764,<100 DM,>=7 years,4,none,4,car or other,33,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,15,existing credits paid back duly till now,education,5694,100 <= <500 DM,>=7 years,3,none,4,real estate,40,none,own,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,car (used),7418,100 <= <500 DM,unemployed,3,none,3,savings agreement/life insurance,39,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
>= 200 DM ,24,existing credits paid back duly till now,repairs,3982,<100 DM,<1 years,4,none,4,real estate,28,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,25,critical account,furniture/equipment,3938,<100 DM,4<= <7 years,2,none,4,car or other,35,none,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,female,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,domestic appliances,1641,<100 DM,1<= < 4 years,3,none,3,real estate,40,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,19,critical account,car (new),3792,<100 DM,1<= < 4 years,2,none,3,car or other,39,none,own,1,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,21,no credits taken,radio/television,807,<100 DM,<1 years,4,none,4,real estate,23,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,education,4953,100 <= <500 DM,<1 years,3,none,4,real estate,29,none,for free,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,29,critical account,domestic appliances,6826,<100 DM,1<= < 4 years,2,co-applicant,3,savings agreement/life insurance,45,store,own,2,unemployed/ unskilled  - non-resident,2,none,yes,male,divorced/separated,1
<0 DM,22,no credits taken,others,1833,<100 DM,1<= < 4 years,3,none,4,real estate,26,none,for free,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,15,all credits at this bank paid back duly,car (used),3933,>= 1000 DM,unemployed,3,none,3,real estate,33,none,for free,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,16,critical account,business,3923,<100 DM,unemployed,3,none,3,car or other,23,none,own,1,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
no account,10,critical account,domestic appliances,5467,<100 DM,>=7 years,2,none,3,car or other,36,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,8,all credits at this bank paid back duly,car (used),5313,100 <= <500 DM,4<= <7 years,3,none,3,car or other,42,none,rent,2,management/ highly qualified employee,1,none,yes,male,married/widowed,0
>= 200 DM ,26,existing credits paid back duly till now,car (used),1930,<100 DM,<1 years,4,none,4,car or other,34,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,22,existing credits paid back duly till now,others,3216,100 <= <500 DM,>=7 years,3,none,3,savings agreement/life insurance,40,bank,rent,2,skilled employee / official,1,none,yes,female,married/widowed,1
<0 DM,23,critical account,education,5070,>= 1000 DM,>=7 years,3,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,13,critical account,car (used),8241,<100 DM,<1 years,2,none,3,real estate,30,store,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,33,existing credits paid back duly till now,domestic appliances,6035,>= 1000 DM,unemployed,3,co-applicant,3,car or other,32,bank,own,2,unskilled - resident,1,yes,yes,female,married/widowed,1
<0 DM,38,critical account,education,4068,<100 DM,>=7 years,3,none,4,car or other,28,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,15,critical account,education,5632,100 <= <500 DM,unemployed,3,none,3,car or other,51,none,for free,2,unskilled - resident,2,yes,yes,male,divorced/separated,0
<0 DM,13,existing credits paid back duly till now,domestic appliances,3813,100 <= <500 DM,>=7 years,3,none,3,savings agreement/life insurance,48,none,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,male,divorced/separated,1
0 <= <200 DM,17,existing credits paid back duly till now,car (used),2895,<100 DM,>=7 years,4,none,3,real estate,38,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,0
no account,21,existing credits paid back duly till now,domestic appliances,3637,<100 DM,>=7 years,3,none,3,real estate,30,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,34,critical account,others,4001,<100 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,38,none,rent,2,management/ highly qualified employee,2,none,yes,female,divorced/separated,1
<0 DM,20,critical account,furniture/equipment,5081,<100 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,36,none,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
no account,37,critical account,radio/television,3867,no savings account,<1 years,4,none,3,real estate,30,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,1
<0 DM,19,existing credits paid back duly till now,car (new),1919,<100 DM,>=7 years,4,none,4,real estate,36,none,rent,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
