checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,18.0,existing credits paid back duly till now,radio/television,1521.7451,no savings account,1<= < 4 years,4.0,co-applicant,4.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,others,2681.2515,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,6.0,critical account,car (new),2973.0579,<100 DM,>=7 years,3.0,none,2.0,car or other,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,12.0,critical account,car (new),3379.168,100 <= <500 DM,1<= < 4 years,4.0,none,1.0,real estate,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,36.0,delay in paying off,car (new),250.0,<100 DM,>=7 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
<0 DM,9.0,critical account,retraining,3952.0806,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,others,12610.693,no savings account,1<= < 4 years,1.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
no account,6.0,critical account,radio/television,2583.8894,<100 DM,1<= < 4 years,4.0,none,2.7000153,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,4.0,critical account,others,2646.7446,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,70.70551,existing credits paid back duly till now,radio/television,6633.429,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,15.0,all credits at this bank paid back duly,radio/television,2509.5227,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,1,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,13.688537,all credits at this bank paid back duly,radio/television,1805.5103,<100 DM,<1 years,4.0,none,2.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
<0 DM,6.0,critical account,business,1774.8552,<100 DM,>=7 years,4.0,none,4.0,car or other,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,18.0,critical account,others,6788.2437,<100 DM,1<= < 4 years,4.0,co-applicant,4.0,unknown / no property,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,24.859993,critical account,radio/television,1956.7893,500 <= < 1000 DM,1<= < 4 years,1.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,9.472151,critical account,car (new),1895.714,<100 DM,unemployed,1.0,none,4.0,unknown / no property,0,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,0
no account,4.0,existing credits paid back duly till now,others,250.0,no savings account,>=7 years,4.0,none,3.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,no,0,divorced/separated,1
<0 DM,12.0,critical account,education,1627.3901,100 <= <500 DM,<1 years,4.0,none,3.0,unknown / no property,1,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,radio/television,1183.2717,500 <= < 1000 DM,>=7 years,2.0,none,2.0,real estate,1,bank,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,existing credits paid back duly till now,education,4437.183,<100 DM,1<= < 4 years,3.0,none,2.0,unknown / no property,1,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,24.0,existing credits paid back duly till now,others,2725.3362,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),1577.8048,<100 DM,unemployed,4.0,none,3.0,car or other,0,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,6.0,existing credits paid back duly till now,radio/television,2125.463,no savings account,4<= <7 years,2.0,co-applicant,3.0,savings agreement/life insurance,1,store,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,car (new),2806.6418,no savings account,>=7 years,4.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,12.0,delay in paying off,radio/television,1785.2018,<100 DM,1<= < 4 years,1.0,none,3.0,real estate,0,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,married/widowed,0
0 <= <200 DM,4.0,all credits at this bank paid back duly,car (new),14061.476,no savings account,4<= <7 years,3.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,radio/television,4630.8394,100 <= <500 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,27.037764,critical account,radio/television,3373.9878,<100 DM,>=7 years,2.6362731,none,2.0,savings agreement/life insurance,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,0
<0 DM,17.373495,critical account,others,2594.0723,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
<0 DM,30.0,all credits at this bank paid back duly,retraining,2460.6174,500 <= < 1000 DM,1<= < 4 years,4.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,married/widowed,0
0 <= <200 DM,18.0,existing credits paid back duly till now,business,1470.0413,100 <= <500 DM,>=7 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,9.0,all credits at this bank paid back duly,car (new),250.0,500 <= < 1000 DM,4<= <7 years,2.0,guarantor,1.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,1938.965,<100 DM,>=7 years,4.0,none,3.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),1645.265,<100 DM,<1 years,2.0,guarantor,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,1.0,none,1.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,2041.681,100 <= <500 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,married/widowed,0
no account,72.0,existing credits paid back duly till now,radio/television,1392.6063,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,1,none,for free,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,0,divorced/separated,0
<0 DM,24.0,delay in paying off,radio/television,5019.2534,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,4.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,4.0,critical account,radio/television,2878.1377,<100 DM,4<= <7 years,3.0,none,1.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,0
no account,19.553158,existing credits paid back duly till now,domestic appliances,2374.4172,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,own,1.1084085,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,radio/television,2098.3347,500 <= < 1000 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,46.115986,existing credits paid back duly till now,radio/television,5133.6523,>= 1000 DM,>=7 years,2.0,none,2.0,real estate,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,all credits at this bank paid back duly,others,2101.4187,<100 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,9.0,existing credits paid back duly till now,others,1858.7775,<100 DM,>=7 years,4.0,none,2.0,car or other,1,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,12.0,critical account,education,1296.1184,no savings account,1<= < 4 years,4.0,none,2.0,real estate,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,18.0,delay in paying off,car (new),250.0,<100 DM,4<= <7 years,4.0,none,1.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,all credits at this bank paid back duly,radio/television,1156.2877,no savings account,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,12.0,critical account,business,1257.1882,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,0,none,own,2.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,2331.334,no savings account,>=7 years,4.0,none,2.0,real estate,1,bank,own,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,1893.4589,<100 DM,unemployed,4.0,none,3.0,unknown / no property,1,none,own,2.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,7.9723964,existing credits paid back duly till now,car (new),5162.3154,<100 DM,>=7 years,2.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,18.0,critical account,radio/television,1286.4233,<100 DM,4<= <7 years,3.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
no account,15.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,15.0,critical account,car (new),1270.1847,<100 DM,1<= < 4 years,2.0,none,1.0,savings agreement/life insurance,1,store,for free,1.0,skilled employee / official,1.0,yes,no,0,divorced/separated,1
<0 DM,15.0,critical account,radio/television,1020.29285,<100 DM,<1 years,4.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,9.0,critical account,retraining,2374.697,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,radio/television,18424.0,no savings account,4<= <7 years,3.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,all credits at this bank paid back duly,furniture/equipment,250.0,<100 DM,1<= < 4 years,4.0,co-applicant,2.0,real estate,1,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,15.0,existing credits paid back duly till now,radio/television,690.1134,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,4.0,critical account,radio/television,2601.8777,500 <= < 1000 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,4.0,critical account,radio/television,1889.2316,<100 DM,4<= <7 years,4.0,none,1.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,1508.3226,no savings account,4<= <7 years,4.0,none,2.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
<0 DM,8.786388,existing credits paid back duly till now,others,1924.1917,<100 DM,unemployed,2.0,none,4.0,car or other,0,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,business,3508.5981,<100 DM,>=7 years,4.0,none,2.0,car or other,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,72.0,existing credits paid back duly till now,radio/television,12499.368,>= 1000 DM,>=7 years,4.0,none,4.0,unknown / no property,1,bank,own,4.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,15.0,critical account,car (new),2189.38,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,1,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,others,2374.0603,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,18.0,critical account,furniture/equipment,1205.5276,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,4663.253,100 <= <500 DM,4<= <7 years,1.8598437,none,4.0,car or other,1,store,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,57.120132,existing credits paid back duly till now,retraining,4427.789,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),250.0,<100 DM,>=7 years,4.0,none,3.0,car or other,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,23.125044,existing credits paid back duly till now,car (new),6138.7407,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
no account,18.0,existing credits paid back duly till now,car (new),2393.972,<100 DM,>=7 years,1.0,none,3.0,unknown / no property,1,store,for free,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,5822.766,<100 DM,unemployed,1.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,1349.7373,<100 DM,4<= <7 years,1.0,none,2.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,married/widowed,1
no account,4.0,existing credits paid back duly till now,business,2757.3188,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
<0 DM,4.0,critical account,car (new),2843.6284,no savings account,1<= < 4 years,4.0,none,3.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),5918.0327,<100 DM,<1 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,1126.2189,<100 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (new),2568.7964,<100 DM,4<= <7 years,4.0,none,1.0,real estate,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,6.0,existing credits paid back duly till now,radio/television,6769.7563,no savings account,>=7 years,2.0,none,3.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,others,947.17065,<100 DM,4<= <7 years,4.0,co-applicant,1.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,954.25964,<100 DM,>=7 years,4.0,none,4.0,car or other,1,bank,own,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,education,2334.2278,<100 DM,>=7 years,1.0,none,3.0,car or other,0,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
