checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,25,existing credits paid back duly till now,repairs,2377,100 <= <500 DM,4<= <7 years,3,none,4,unknown / no property,0,bank,rent,2,management/ highly qualified employee,2,yes,yes,1,married/widowed,0
0 <= <200 DM,16,delay in paying off,education,4727,500 <= < 1000 DM,4<= <7 years,3,none,4,savings agreement/life insurance,1,none,own,2,management/ highly qualified employee,2,none,yes,0,married/widowed,0
0 <= <200 DM,19,delay in paying off,business,2866,100 <= <500 DM,unemployed,3,none,4,real estate,1,store,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
no account,18,critical account,others,2861,100 <= <500 DM,unemployed,3,co-applicant,4,real estate,0,bank,for free,2,unskilled - resident,2,yes,no,0,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,domestic appliances,3298,100 <= <500 DM,unemployed,4,co-applicant,3,car or other,0,none,for free,2,unskilled - resident,2,yes,no,0,married/widowed,0
<0 DM,29,all credits at this bank paid back duly,car (new),4057,>= 1000 DM,1<= < 4 years,4,co-applicant,3,savings agreement/life insurance,1,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,0,married/widowed,1
0 <= <200 DM,20,critical account,retraining,2917,<100 DM,4<= <7 years,4,co-applicant,3,unknown / no property,0,bank,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,married/widowed,1
0 <= <200 DM,21,delay in paying off,education,3080,no savings account,4<= <7 years,4,co-applicant,3,savings agreement/life insurance,0,bank,for free,2,unskilled - resident,2,yes,yes,0,married/widowed,1
0 <= <200 DM,17,delay in paying off,car (new),3299,>= 1000 DM,<1 years,4,none,3,real estate,0,store,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,0
0 <= <200 DM,21,existing credits paid back duly till now,furniture/equipment,3903,100 <= <500 DM,<1 years,3,none,3,car or other,1,store,for free,2,unskilled - resident,2,none,yes,0,divorced/separated,0
<0 DM,22,existing credits paid back duly till now,domestic appliances,3633,500 <= < 1000 DM,1<= < 4 years,3,none,3,real estate,1,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
0 <= <200 DM,28,delay in paying off,retraining,2787,<100 DM,unemployed,4,co-applicant,3,savings agreement/life insurance,0,bank,rent,2,skilled employee / official,2,none,yes,1,married/widowed,0
0 <= <200 DM,20,all credits at this bank paid back duly,repairs,4596,<100 DM,1<= < 4 years,4,guarantor,3,car or other,0,store,for free,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,1
<0 DM,18,critical account,business,2812,>= 1000 DM,unemployed,3,none,4,unknown / no property,1,none,rent,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,1
<0 DM,18,all credits at this bank paid back duly,car (used),3671,500 <= < 1000 DM,unemployed,4,none,3,real estate,1,none,rent,2,unemployed/ unskilled  - non-resident,1,yes,no,0,divorced/separated,1
0 <= <200 DM,21,critical account,domestic appliances,3068,<100 DM,4<= <7 years,4,co-applicant,3,real estate,0,store,own,2,unskilled - resident,2,yes,yes,0,married/widowed,0
0 <= <200 DM,19,critical account,others,3658,<100 DM,unemployed,3,guarantor,3,car or other,0,bank,own,2,unskilled - resident,2,none,no,0,divorced/separated,0
0 <= <200 DM,27,existing credits paid back duly till now,domestic appliances,3628,>= 1000 DM,4<= <7 years,3,none,3,real estate,0,bank,for free,2,unskilled - resident,1,none,yes,0,married/widowed,0
no account,23,delay in paying off,car (new),3057,500 <= < 1000 DM,>=7 years,3,none,3,savings agreement/life insurance,0,bank,rent,2,unskilled - resident,2,yes,no,1,married/widowed,1
<0 DM,20,no credits taken,furniture/equipment,2902,500 <= < 1000 DM,unemployed,3,none,3,car or other,1,none,for free,2,unskilled - resident,2,yes,yes,0,divorced/separated,1
<0 DM,15,all credits at this bank paid back duly,others,3114,>= 1000 DM,4<= <7 years,4,guarantor,4,car or other,1,store,for free,2,unskilled - resident,2,none,no,1,divorced/separated,0
0 <= <200 DM,13,critical account,education,5576,>= 1000 DM,4<= <7 years,4,co-applicant,2,car or other,1,bank,for free,2,unskilled - resident,2,none,yes,0,married/widowed,0
>= 200 DM ,28,all credits at this bank paid back duly,education,2707,500 <= < 1000 DM,1<= < 4 years,3,guarantor,3,real estate,1,none,rent,2,skilled employee / official,2,none,yes,0,married/widowed,0
<0 DM,15,all credits at this bank paid back duly,domestic appliances,1216,<100 DM,4<= <7 years,3,none,4,real estate,1,none,own,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,0
0 <= <200 DM,16,all credits at this bank paid back duly,education,4083,<100 DM,1<= < 4 years,4,co-applicant,3,unknown / no property,1,store,for free,2,unskilled - resident,2,none,yes,0,married/widowed,0
<0 DM,18,all credits at this bank paid back duly,car (new),2581,no savings account,>=7 years,3,none,3,real estate,1,store,for free,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,1
0 <= <200 DM,23,existing credits paid back duly till now,domestic appliances,2824,<100 DM,1<= < 4 years,3,co-applicant,3,car or other,0,bank,own,2,unskilled - resident,2,none,no,0,married/widowed,0
0 <= <200 DM,20,delay in paying off,car (new),4852,>= 1000 DM,1<= < 4 years,3,none,4,car or other,0,none,for free,2,unskilled - resident,1,none,yes,0,married/widowed,0
<0 DM,12,critical account,car (new),2274,no savings account,4<= <7 years,4,none,3,unknown / no property,1,bank,for free,2,unskilled - resident,2,none,no,0,married/widowed,1
>= 200 DM ,24,existing credits paid back duly till now,others,3155,<100 DM,1<= < 4 years,3,none,3,unknown / no property,0,none,own,2,unskilled - resident,2,none,yes,0,married/widowed,0
<0 DM,18,all credits at this bank paid back duly,domestic appliances,2824,>= 1000 DM,unemployed,3,co-applicant,3,car or other,1,bank,own,2,unskilled - resident,2,yes,yes,0,divorced/separated,1
<0 DM,10,critical account,car (used),4653,500 <= < 1000 DM,4<= <7 years,2,none,3,car or other,1,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,1
0 <= <200 DM,25,existing credits paid back duly till now,retraining,3681,>= 1000 DM,>=7 years,3,none,3,car or other,0,store,rent,2,unemployed/ unskilled  - non-resident,1,yes,no,0,married/widowed,1
0 <= <200 DM,21,delay in paying off,education,1969,<100 DM,>=7 years,3,none,3,car or other,1,bank,for free,2,management/ highly qualified employee,2,none,no,0,married/widowed,1
no account,19,all credits at this bank paid back duly,radio/television,1041,<100 DM,>=7 years,4,co-applicant,3,car or other,1,none,own,2,skilled employee / official,2,yes,no,0,divorced/separated,1
<0 DM,16,critical account,car (new),2187,<100 DM,4<= <7 years,4,none,3,real estate,0,store,rent,2,unskilled - resident,1,none,no,0,married/widowed,0
0 <= <200 DM,27,delay in paying off,repairs,2420,<100 DM,unemployed,4,co-applicant,4,car or other,0,none,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
<0 DM,21,all credits at this bank paid back duly,business,2611,500 <= < 1000 DM,4<= <7 years,4,none,4,real estate,1,none,rent,2,skilled employee / official,2,none,yes,0,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,car (new),5713,>= 1000 DM,4<= <7 years,3,none,3,real estate,1,bank,rent,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,0
<0 DM,20,delay in paying off,business,3436,no savings account,>=7 years,3,none,3,unknown / no property,1,store,for free,2,skilled employee / official,1,yes,no,0,divorced/separated,1
>= 200 DM ,22,all credits at this bank paid back duly,radio/television,1445,>= 1000 DM,1<= < 4 years,4,co-applicant,3,real estate,0,none,own,2,unskilled - resident,2,none,no,1,divorced/separated,1
>= 200 DM ,20,critical account,radio/television,1456,<100 DM,4<= <7 years,4,none,4,unknown / no property,1,none,own,2,unskilled - resident,1,none,yes,0,married/widowed,0
<0 DM,22,existing credits paid back duly till now,car (new),4375,500 <= < 1000 DM,1<= < 4 years,2,none,3,savings agreement/life insurance,0,bank,rent,2,unskilled - resident,2,yes,yes,1,married/widowed,0
0 <= <200 DM,19,no credits taken,domestic appliances,2943,<100 DM,<1 years,4,none,3,car or other,1,store,own,2,unskilled - resident,2,yes,yes,0,married/widowed,1
<0 DM,11,all credits at this bank paid back duly,car (new),3669,500 <= < 1000 DM,4<= <7 years,4,none,3,car or other,1,none,for free,2,unemployed/ unskilled  - non-resident,1,none,no,0,divorced/separated,0
<0 DM,22,existing credits paid back duly till now,car (new),3350,500 <= < 1000 DM,<1 years,4,none,3,real estate,1,bank,for free,2,unskilled - resident,2,yes,yes,0,married/widowed,0
<0 DM,22,existing credits paid back duly till now,car (used),2914,>= 1000 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,0,none,for free,2,unskilled - resident,2,none,yes,0,married/widowed,0
>= 200 DM ,23,critical account,others,4745,<100 DM,1<= < 4 years,3,none,3,car or other,0,bank,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
>= 200 DM ,16,delay in paying off,radio/television,1776,<100 DM,>=7 years,4,none,3,unknown / no property,1,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
<0 DM,22,all credits at this bank paid back duly,furniture/equipment,2364,no savings account,>=7 years,4,co-applicant,3,savings agreement/life insurance,0,bank,for free,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
0 <= <200 DM,16,delay in paying off,car (new),5495,500 <= < 1000 DM,4<= <7 years,3,none,3,real estate,1,store,for free,2,unskilled - resident,2,yes,yes,0,married/widowed,0
>= 200 DM ,25,no credits taken,furniture/equipment,3861,<100 DM,>=7 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
>= 200 DM ,15,delay in paying off,furniture/equipment,1782,no savings account,>=7 years,3,none,4,unknown / no property,1,store,own,2,management/ highly qualified employee,2,yes,yes,1,married/widowed,1
0 <= <200 DM,26,all credits at this bank paid back duly,car (new),3500,<100 DM,<1 years,3,none,3,car or other,1,store,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,21,all credits at this bank paid back duly,radio/television,466,<100 DM,>=7 years,4,none,3,car or other,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
>= 200 DM ,32,existing credits paid back duly till now,furniture/equipment,4475,500 <= < 1000 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,0,bank,rent,2,skilled employee / official,2,none,yes,0,divorced/separated,0
0 <= <200 DM,31,existing credits paid back duly till now,car (new),4331,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,1,bank,own,2,skilled employee / official,2,none,yes,0,married/widowed,0
0 <= <200 DM,29,delay in paying off,repairs,2564,<100 DM,1<= < 4 years,3,co-applicant,4,car or other,0,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,1
>= 200 DM ,27,existing credits paid back duly till now,car (new),4727,<100 DM,1<= < 4 years,3,none,3,car or other,0,bank,rent,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,0
0 <= <200 DM,29,critical account,repairs,2727,<100 DM,unemployed,4,co-applicant,3,car or other,0,bank,own,2,management/ highly qualified employee,2,yes,yes,0,married/widowed,1
>= 200 DM ,31,existing credits paid back duly till now,others,3190,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,1,bank,own,2,unskilled - resident,2,none,no,0,divorced/separated,0
0 <= <200 DM,26,critical account,furniture/equipment,2889,<100 DM,>=7 years,4,none,4,car or other,1,bank,for free,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,30,existing credits paid back duly till now,car (new),5895,no savings account,1<= < 4 years,3,none,4,savings agreement/life insurance,1,none,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
>= 200 DM ,32,existing credits paid back duly till now,others,4994,100 <= <500 DM,1<= < 4 years,3,none,3,car or other,0,none,for free,2,skilled employee / official,2,none,no,0,divorced/separated,1
>= 200 DM ,24,critical account,car (new),4567,<100 DM,1<= < 4 years,3,guarantor,4,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
no account,22,critical account,radio/television,5103,<100 DM,1<= < 4 years,4,none,3,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,radio/television,4840,<100 DM,1<= < 4 years,3,none,3,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,26,existing credits paid back duly till now,others,4098,<100 DM,1<= < 4 years,4,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,20,existing credits paid back duly till now,repairs,4731,>= 1000 DM,1<= < 4 years,3,none,4,real estate,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,23,no credits taken,car (new),2742,<100 DM,1<= < 4 years,3,none,3,real estate,0,bank,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
>= 200 DM ,26,delay in paying off,education,4204,<100 DM,>=7 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,26,existing credits paid back duly till now,others,907,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,1,bank,rent,1,skilled employee / official,2,none,yes,1,divorced/separated,0
>= 200 DM ,20,critical account,others,1259,<100 DM,1<= < 4 years,4,none,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,30,existing credits paid back duly till now,car (new),3846,<100 DM,<1 years,4,none,3,savings agreement/life insurance,1,none,rent,2,skilled employee / official,2,none,yes,0,divorced/separated,0
0 <= <200 DM,22,critical account,car (new),1354,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,0,married/widowed,1
>= 200 DM ,29,existing credits paid back duly till now,furniture/equipment,4096,100 <= <500 DM,>=7 years,4,none,3,car or other,0,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,20,existing credits paid back duly till now,retraining,2959,<100 DM,4<= <7 years,5,none,3,real estate,1,none,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,32,existing credits paid back duly till now,repairs,3027,<100 DM,1<= < 4 years,5,none,3,car or other,0,none,own,2,skilled employee / official,2,none,no,1,divorced/separated,1
no account,31,existing credits paid back duly till now,car (new),3475,<100 DM,<1 years,4,none,4,savings agreement/life insurance,0,bank,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
>= 200 DM ,12,no credits taken,radio/television,2785,<100 DM,4<= <7 years,3,none,4,real estate,1,none,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
no account,28,existing credits paid back duly till now,car (new),5192,100 <= <500 DM,<1 years,3,none,4,real estate,1,none,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,19,critical account,car (new),3679,>= 1000 DM,unemployed,4,none,3,unknown / no property,1,none,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,21,critical account,car (new),1578,<100 DM,4<= <7 years,5,co-applicant,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
no account,16,existing credits paid back duly till now,radio/television,4546,no savings account,1<= < 4 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,business,4347,500 <= < 1000 DM,4<= <7 years,4,none,4,savings agreement/life insurance,1,bank,for free,1,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,25,existing credits paid back duly till now,radio/television,752,no savings account,>=7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,31,existing credits paid back duly till now,retraining,6550,<100 DM,<1 years,3,none,3,real estate,0,none,rent,2,skilled employee / official,2,none,no,1,married/widowed,0
no account,23,critical account,business,3462,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,23,existing credits paid back duly till now,radio/television,1389,<100 DM,unemployed,5,co-applicant,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,25,existing credits paid back duly till now,business,3164,<100 DM,<1 years,4,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,25,all credits at this bank paid back duly,radio/television,2076,<100 DM,unemployed,4,none,3,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,10,existing credits paid back duly till now,car (new),3645,no savings account,4<= <7 years,3,none,3,real estate,1,store,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,27,all credits at this bank paid back duly,education,2894,<100 DM,<1 years,5,co-applicant,3,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,21,all credits at this bank paid back duly,radio/television,1204,<100 DM,<1 years,5,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,18,existing credits paid back duly till now,car (new),3012,<100 DM,unemployed,4,guarantor,4,savings agreement/life insurance,1,store,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,31,existing credits paid back duly till now,car (new),4768,<100 DM,1<= < 4 years,3,co-applicant,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,radio/television,5387,<100 DM,<1 years,2,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,23,existing credits paid back duly till now,education,5813,<100 DM,>=7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,24,existing credits paid back duly till now,car (new),2867,<100 DM,4<= <7 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,13,all credits at this bank paid back duly,radio/television,4017,<100 DM,<1 years,3,none,3,car or other,1,none,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,26,existing credits paid back duly till now,car (new),6867,100 <= <500 DM,<1 years,2,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,16,existing credits paid back duly till now,business,3860,100 <= <500 DM,<1 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,23,existing credits paid back duly till now,car (new),2725,>= 1000 DM,<1 years,4,none,4,real estate,0,none,for free,1,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,24,existing credits paid back duly till now,retraining,4050,100 <= <500 DM,<1 years,3,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,radio/television,2224,<100 DM,<1 years,4,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,10,all credits at this bank paid back duly,car (new),2810,100 <= <500 DM,4<= <7 years,3,guarantor,4,real estate,1,none,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
no account,32,all credits at this bank paid back duly,furniture/equipment,4985,100 <= <500 DM,1<= < 4 years,4,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,education,3558,>= 1000 DM,1<= < 4 years,3,none,5,savings agreement/life insurance,1,none,own,2,unskilled - resident,2,yes,yes,1,married/widowed,1
no account,41,existing credits paid back duly till now,retraining,5204,100 <= <500 DM,<1 years,3,none,4,savings agreement/life insurance,0,none,for free,1,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,23,critical account,radio/television,1916,<100 DM,unemployed,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,education,1947,<100 DM,4<= <7 years,4,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,19,existing credits paid back duly till now,education,4644,<100 DM,<1 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,18,existing credits paid back duly till now,business,2171,500 <= < 1000 DM,<1 years,3,none,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,13,existing credits paid back duly till now,education,2752,>= 1000 DM,4<= <7 years,1,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,31,all credits at this bank paid back duly,business,600,<100 DM,<1 years,4,none,4,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,20,critical account,furniture/equipment,5486,100 <= <500 DM,>=7 years,3,none,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,24,all credits at this bank paid back duly,business,796,<100 DM,4<= <7 years,5,none,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
no account,29,all credits at this bank paid back duly,repairs,5039,<100 DM,1<= < 4 years,4,none,4,real estate,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,41,existing credits paid back duly till now,repairs,2731,<100 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,24,all credits at this bank paid back duly,retraining,3103,<100 DM,<1 years,3,none,4,unknown / no property,1,none,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,25,critical account,retraining,2303,<100 DM,4<= <7 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,18,all credits at this bank paid back duly,car (used),1613,no savings account,4<= <7 years,3,none,4,real estate,1,none,rent,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,repairs,4014,<100 DM,4<= <7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,21,critical account,car (new),2937,100 <= <500 DM,>=7 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,all credits at this bank paid back duly,furniture/equipment,4161,100 <= <500 DM,<1 years,2,none,3,real estate,1,none,own,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
0 <= <200 DM,32,existing credits paid back duly till now,retraining,2766,<100 DM,4<= <7 years,3,none,4,real estate,1,none,rent,2,skilled employee / official,2,none,yes,1,married/widowed,0
no account,27,all credits at this bank paid back duly,repairs,2852,<100 DM,<1 years,4,none,3,savings agreement/life insurance,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,14,no credits taken,education,765,<100 DM,>=7 years,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,1,married/widowed,0
no account,12,critical account,car (used),1911,100 <= <500 DM,>=7 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,19,critical account,furniture/equipment,132,<100 DM,>=7 years,4,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,15,all credits at this bank paid back duly,furniture/equipment,-721,no savings account,<1 years,3,none,4,unknown / no property,1,bank,for free,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,9,all credits at this bank paid back duly,repairs,4103,<100 DM,4<= <7 years,2,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,24,critical account,car (used),2605,<100 DM,<1 years,4,none,2,savings agreement/life insurance,1,none,for free,1,skilled employee / official,2,yes,yes,1,divorced/separated,0
no account,16,all credits at this bank paid back duly,domestic appliances,-458,>= 1000 DM,4<= <7 years,4,none,4,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,24,existing credits paid back duly till now,repairs,4864,>= 1000 DM,1<= < 4 years,2,none,4,car or other,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,14,critical account,furniture/equipment,2892,no savings account,>=7 years,4,none,2,unknown / no property,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,33,existing credits paid back duly till now,repairs,462,>= 1000 DM,<1 years,4,none,4,savings agreement/life insurance,0,bank,for free,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,10,existing credits paid back duly till now,domestic appliances,2093,<100 DM,4<= <7 years,2,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,23,no credits taken,furniture/equipment,2410,100 <= <500 DM,>=7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
