age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,blue-collar,married,primary,no,1756,yes,no,cellular,7,jun,157,6,40,1,unknown,0
1,blue-collar,single,secondary,no,3933,no,no,unknown,11,nov,444,3,-15,0,unknown,0
1,blue-collar,single,secondary,no,1307,no,no,unknown,14,apr,224,1,167,1,unknown,1
1,management,married,tertiary,no,277,no,no,cellular,15,nov,205,2,-104,0,unknown,0
1,blue-collar,married,secondary,no,-255,no,no,cellular,14,jun,279,2,81,0,unknown,0
1,management,married,tertiary,no,-1334,yes,no,cellular,29,nov,402,3,28,1,unknown,0
1,technician,single,secondary,no,-1169,no,no,unknown,13,may,210,3,-50,0,unknown,0
1,blue-collar,single,secondary,no,305,yes,no,cellular,27,jul,495,2,83,1,unknown,0
1,blue-collar,married,secondary,no,-3635,yes,no,cellular,11,nov,96,1,-140,1,unknown,0
1,unknown,single,unknown,no,-5400,yes,yes,cellular,16,dec,-106,3,-297,-1,unknown,0
1,management,married,tertiary,no,3477,yes,no,cellular,13,jul,623,0,5,0,unknown,0
1,management,married,secondary,no,-1076,no,no,unknown,14,may,141,5,-2,1,unknown,0
1,admin.,married,secondary,no,-345,no,no,cellular,26,nov,379,1,-12,1,unknown,0
1,admin.,married,secondary,no,-426,no,yes,cellular,26,jul,-28,4,-10,1,unknown,0
1,blue-collar,married,secondary,no,1275,no,no,cellular,18,jul,93,6,8,1,unknown,0
1,management,married,tertiary,no,-565,yes,yes,unknown,20,may,-94,1,20,0,unknown,0
1,management,married,tertiary,no,1021,no,no,cellular,22,may,271,4,11,0,unknown,0
1,blue-collar,single,primary,no,-2555,yes,no,cellular,19,may,508,-3,10,0,unknown,0
1,services,married,secondary,no,968,yes,no,cellular,19,may,434,3,5,0,unknown,0
1,blue-collar,single,secondary,no,2748,yes,no,cellular,10,jul,458,4,11,0,unknown,1
1,blue-collar,married,secondary,no,-669,no,yes,cellular,19,jul,208,5,-7,1,unknown,0
1,blue-collar,married,secondary,no,1856,no,no,cellular,9,jul,497,0,-13,1,unknown,0
1,entrepreneur,single,secondary,no,-1085,no,no,cellular,19,aug,219,5,66,1,unknown,0
1,self-employed,single,tertiary,no,630,no,no,cellular,17,may,143,6,-98,0,unknown,0
1,management,married,tertiary,no,731,no,no,cellular,11,aug,522,3,36,1,unknown,1
1,self-employed,married,secondary,no,370,yes,yes,unknown,2,nov,212,0,30,1,unknown,0
1,admin.,married,secondary,no,3186,no,no,cellular,17,jul,-74,5,10,1,unknown,0
1,self-employed,married,tertiary,no,1719,no,no,cellular,2,aug,87,1,70,1,unknown,0
1,services,married,primary,no,2490,yes,no,unknown,25,may,-6,4,-200,0,unknown,0
1,blue-collar,married,primary,no,1353,no,no,unknown,8,aug,678,3,36,2,unknown,1
1,student,married,secondary,no,-614,yes,no,cellular,11,may,198,4,54,1,unknown,0
1,entrepreneur,single,unknown,no,-22,yes,no,unknown,17,may,355,5,196,2,unknown,0
1,self-employed,married,tertiary,no,925,yes,no,cellular,14,jun,340,0,-174,0,unknown,0
1,admin.,single,secondary,no,3680,no,no,unknown,6,jun,256,4,39,1,unknown,0
1,technician,married,secondary,no,779,yes,no,unknown,21,may,-63,-2,-14,1,unknown,0
1,retired,married,secondary,no,2625,no,no,cellular,4,aug,366,4,-10,1,unknown,0
1,admin.,married,primary,no,1602,no,no,cellular,35,nov,-195,7,11,1,unknown,0
1,management,single,tertiary,no,3440,no,no,cellular,31,nov,337,3,-3,1,unknown,0
1,technician,married,secondary,no,-1850,no,no,cellular,9,jan,-235,2,-11,1,unknown,0
1,admin.,single,secondary,no,613,yes,no,unknown,11,may,355,4,-6,1,unknown,0
1,blue-collar,single,secondary,no,-1386,no,no,cellular,41,jul,459,2,2,0,unknown,0
1,admin.,married,tertiary,no,3322,no,no,unknown,11,may,23,3,0,0,unknown,0
1,management,single,secondary,no,-1616,no,no,cellular,15,may,86,3,-11,0,unknown,0
1,retired,married,tertiary,no,1518,yes,no,cellular,26,jan,388,3,-2,1,unknown,0
1,technician,married,tertiary,no,480,yes,no,unknown,19,may,197,3,3,1,unknown,0
1,blue-collar,married,secondary,no,2801,yes,no,cellular,30,feb,432,4,-7,1,unknown,0
1,retired,married,primary,no,1517,no,no,cellular,31,aug,296,8,4,1,unknown,0
1,blue-collar,single,secondary,no,-2053,no,no,unknown,30,jan,193,5,-2,0,unknown,0
1,management,single,primary,no,-1183,yes,no,cellular,15,may,745,3,0,0,unknown,0
1,technician,single,tertiary,no,372,no,no,cellular,16,jul,347,-1,1,0,unknown,0
1,blue-collar,married,primary,no,483,yes,yes,cellular,23,aug,278,3,-2,1,unknown,0
1,management,single,tertiary,no,1819,no,no,cellular,20,jul,240,1,-7,1,unknown,0
1,blue-collar,married,primary,no,909,no,no,cellular,14,nov,320,3,4,0,unknown,0
1,blue-collar,married,primary,no,32,yes,yes,unknown,24,may,12,3,6,1,unknown,0
1,technician,married,primary,no,1969,yes,no,cellular,22,aug,440,1,-1,1,unknown,0
1,technician,single,tertiary,no,1507,yes,no,cellular,8,nov,728,1,0,1,unknown,1
1,services,married,secondary,no,826,yes,no,cellular,13,may,302,1,2,0,unknown,0
1,services,single,secondary,no,-42,yes,no,unknown,8,jun,254,3,1,1,unknown,0
1,services,single,secondary,no,470,yes,no,cellular,-2,may,-258,4,4,1,unknown,0
1,services,married,secondary,no,1093,yes,no,unknown,15,may,527,1,-2,1,unknown,0
1,technician,single,tertiary,no,1357,no,no,unknown,18,may,417,4,-2,1,unknown,0
1,technician,single,tertiary,no,1174,no,no,cellular,23,aug,136,3,3,0,unknown,0
1,blue-collar,single,primary,no,839,yes,no,cellular,22,may,-170,2,7,0,unknown,0
1,blue-collar,single,primary,no,447,no,no,cellular,12,aug,-135,4,0,1,unknown,0
1,admin.,married,secondary,no,-980,yes,yes,unknown,17,may,160,5,0,1,unknown,0
1,admin.,married,unknown,no,-51,no,no,cellular,27,may,166,3,-8,1,unknown,0
1,technician,married,tertiary,no,707,yes,no,unknown,15,aug,85,1,-47,-1,unknown,0
1,blue-collar,married,tertiary,no,4234,no,no,cellular,17,jun,929,4,82,1,failure,1
1,technician,married,secondary,no,3941,no,no,unknown,29,may,193,3,54,1,unknown,0
1,services,single,secondary,no,513,yes,no,cellular,9,aug,387,1,42,1,unknown,1
1,blue-collar,married,secondary,no,4216,yes,no,unknown,24,may,456,4,66,1,unknown,0
1,blue-collar,married,secondary,no,1632,yes,no,cellular,21,oct,892,4,126,3,failure,1
1,technician,married,secondary,no,1040,yes,no,unknown,14,may,198,3,-10,0,unknown,0
1,services,married,secondary,no,2295,yes,no,cellular,16,may,747,2,83,1,unknown,1
1,admin.,married,secondary,no,1477,yes,yes,unknown,17,may,55,3,-8,0,unknown,0
1,technician,married,tertiary,no,4098,yes,no,unknown,5,may,-12,0,108,2,failure,0
1,blue-collar,married,tertiary,no,5514,yes,no,cellular,6,may,679,5,123,3,failure,1
1,blue-collar,married,secondary,no,3057,yes,no,cellular,19,may,319,3,134,3,failure,1
1,technician,married,tertiary,no,3915,no,yes,cellular,8,oct,542,2,68,1,failure,0
1,technician,married,secondary,no,1307,yes,no,cellular,6,may,-1,4,184,4,failure,0
1,services,single,secondary,no,1714,no,no,unknown,23,aug,60,4,-21,-1,unknown,0
1,blue-collar,married,primary,no,2807,no,no,cellular,16,jun,544,4,113,2,failure,1
1,blue-collar,married,primary,no,1010,no,no,unknown,23,may,167,7,20,1,unknown,0
1,technician,single,tertiary,no,2681,no,no,cellular,0,jun,86,2,49,1,unknown,0
1,entrepreneur,married,tertiary,no,2493,yes,no,unknown,15,jun,254,2,79,2,unknown,0
1,technician,married,primary,no,1959,no,no,cellular,14,jun,274,5,51,1,unknown,0
1,technician,married,secondary,no,337,no,no,cellular,30,aug,235,6,1,1,unknown,0
1,management,married,tertiary,no,1421,yes,no,unknown,3,may,67,2,3,1,unknown,0
1,technician,married,secondary,no,908,yes,no,cellular,21,aug,237,5,2,1,unknown,0
1,services,married,primary,no,894,yes,no,unknown,13,may,34,1,-1,1,unknown,0
1,technician,married,secondary,no,-46,no,no,cellular,24,aug,221,6,3,1,unknown,0
1,management,married,secondary,no,424,no,no,cellular,19,jul,90,8,3,1,unknown,0
1,technician,married,secondary,no,1104,yes,no,cellular,22,jul,290,7,5,1,unknown,0
1,admin.,single,tertiary,no,412,no,no,cellular,13,aug,250,2,0,1,unknown,0
1,admin.,married,secondary,no,177,yes,no,unknown,22,may,198,4,5,0,unknown,0
1,services,single,secondary,no,1414,yes,yes,cellular,31,may,257,3,6,1,unknown,0
1,blue-collar,married,tertiary,no,1392,yes,no,cellular,15,jul,225,2,-2,0,unknown,0
1,management,single,secondary,no,1247,yes,no,unknown,4,may,196,2,-6,1,unknown,0
1,blue-collar,married,secondary,no,626,yes,no,cellular,5,may,163,3,-3,1,unknown,0
1,blue-collar,single,secondary,no,799,yes,no,telephone,27,jul,188,4,-1,1,unknown,0
1,management,single,secondary,no,1472,yes,no,unknown,10,jun,172,1,0,0,unknown,0
1,management,single,tertiary,no,1371,yes,no,cellular,26,jul,89,3,2,1,unknown,0
1,services,married,tertiary,no,658,yes,no,unknown,29,may,170,1,2,1,unknown,0
1,entrepreneur,married,tertiary,no,452,no,yes,cellular,23,may,258,1,-8,1,unknown,0
1,admin.,married,secondary,no,-40,no,yes,cellular,23,jul,233,4,6,1,unknown,0
1,technician,married,secondary,no,183,no,no,cellular,35,aug,65,3,8,1,unknown,0
1,technician,married,secondary,no,1019,yes,yes,cellular,21,jan,299,3,-10,1,unknown,0
1,retired,married,tertiary,no,-197,no,no,cellular,11,jun,179,3,4,1,unknown,0
1,services,single,secondary,no,21,no,yes,cellular,11,jun,274,2,-7,1,unknown,0
1,services,married,tertiary,no,140,no,yes,unknown,26,jan,306,1,0,1,unknown,0
1,blue-collar,married,primary,no,3596,yes,no,cellular,29,may,-309,4,13,1,unknown,0
1,services,single,tertiary,no,-698,yes,no,cellular,-2,jul,281,9,-2,1,unknown,0
1,blue-collar,married,secondary,no,-595,yes,no,unknown,17,jul,472,3,5,0,unknown,0
1,services,single,secondary,no,1804,no,no,cellular,16,jul,396,3,3,1,unknown,0
1,management,married,secondary,no,1956,yes,no,cellular,15,jun,61,8,16,0,unknown,0
1,management,married,secondary,no,3996,no,no,unknown,28,may,165,3,3,0,unknown,0
1,blue-collar,married,secondary,no,2887,yes,no,unknown,11,may,142,-1,5,1,unknown,0
1,management,married,tertiary,no,343,yes,no,cellular,22,jul,407,7,7,1,unknown,0
1,admin.,single,tertiary,no,2490,yes,no,cellular,24,may,348,4,1,1,unknown,0
1,management,married,secondary,no,3626,no,yes,cellular,33,jun,128,7,10,0,unknown,0
1,management,married,tertiary,no,678,yes,no,unknown,18,may,133,3,4,0,unknown,0
1,admin.,single,secondary,no,2476,no,no,cellular,21,aug,-21,5,4,0,unknown,0
1,admin.,single,secondary,no,2,yes,no,cellular,36,jul,174,4,2,1,unknown,0
1,blue-collar,married,secondary,no,1786,no,no,cellular,-9,jul,230,3,3,0,unknown,0
1,blue-collar,married,secondary,no,1383,yes,no,unknown,21,aug,34,6,13,0,unknown,0
1,services,single,secondary,no,-56,no,no,cellular,12,jul,333,3,1,1,unknown,0
1,management,married,tertiary,no,4168,no,yes,telephone,31,aug,241,7,5,1,unknown,0
1,blue-collar,married,secondary,no,-2871,yes,no,cellular,11,may,34,5,0,1,unknown,0
1,management,married,tertiary,no,2836,no,no,cellular,10,aug,334,8,1,1,unknown,0
1,management,single,primary,no,3889,no,yes,cellular,4,jun,279,0,-5,1,unknown,0
1,blue-collar,married,secondary,no,98,yes,no,cellular,10,may,95,4,7,1,unknown,0
1,services,single,secondary,no,-2746,yes,no,unknown,10,may,386,0,-1,0,unknown,0
1,blue-collar,married,secondary,no,842,yes,no,unknown,14,may,9,0,0,1,unknown,0
1,admin.,married,primary,no,1127,yes,no,cellular,5,aug,291,0,-7,1,unknown,0
1,technician,married,secondary,no,4921,no,no,cellular,11,jul,23,3,-2,0,unknown,0
1,blue-collar,married,primary,no,-2012,no,yes,telephone,25,may,217,4,-5,0,unknown,0
1,admin.,married,primary,no,1888,no,no,cellular,20,jul,163,4,6,0,unknown,0
1,blue-collar,married,secondary,no,283,no,no,unknown,22,jul,108,6,-5,1,unknown,0
1,technician,single,tertiary,no,4776,yes,no,cellular,28,may,291,4,7,0,unknown,0
1,management,married,tertiary,no,5774,yes,no,cellular,17,nov,398,4,12,0,unknown,0
1,blue-collar,married,primary,no,903,yes,no,unknown,13,jun,209,6,1,1,unknown,0
1,technician,single,secondary,no,3529,no,no,cellular,13,aug,294,7,12,0,unknown,0
1,retired,married,tertiary,no,2692,no,no,cellular,5,nov,103,4,4,0,unknown,0
1,technician,married,tertiary,no,4489,yes,no,cellular,27,aug,168,1,7,0,unknown,0
1,retired,single,primary,no,4770,yes,no,cellular,8,nov,297,0,8,0,unknown,0
1,blue-collar,married,secondary,no,8640,yes,no,cellular,20,may,141,1,10,0,unknown,0
1,blue-collar,single,secondary,no,3032,yes,no,unknown,14,may,465,3,-2,0,unknown,0
1,blue-collar,married,secondary,no,3312,yes,no,unknown,16,jun,66,6,1,0,unknown,0
1,technician,single,tertiary,no,-170,no,no,cellular,26,jul,51,6,5,1,unknown,0
1,management,married,secondary,no,2616,no,no,unknown,4,jun,209,5,3,0,unknown,0
1,self-employed,married,secondary,no,2000,no,yes,telephone,18,jul,154,9,-4,1,unknown,0
1,blue-collar,married,primary,no,57,no,no,cellular,20,aug,103,2,1,0,unknown,0
1,retired,single,tertiary,no,5629,yes,no,cellular,18,may,268,3,9,0,unknown,0
1,technician,married,primary,no,2047,no,no,cellular,9,aug,290,1,8,0,unknown,0
1,blue-collar,married,secondary,no,2087,no,no,cellular,25,jul,-50,7,2,0,unknown,0
1,admin.,single,tertiary,no,4289,yes,no,cellular,9,may,441,0,8,0,unknown,0
1,blue-collar,single,secondary,no,2602,yes,yes,unknown,23,may,248,1,-5,1,unknown,0
1,technician,married,primary,no,1772,no,no,cellular,18,aug,408,4,11,0,unknown,0
1,technician,single,secondary,no,1392,yes,yes,cellular,29,jul,104,7,-2,0,unknown,0
1,admin.,married,tertiary,no,5302,yes,no,cellular,25,nov,405,1,7,0,unknown,0
1,technician,married,secondary,no,3417,yes,no,cellular,24,jul,-39,3,8,0,unknown,0
1,blue-collar,married,primary,no,1992,no,no,cellular,13,may,217,1,8,0,unknown,0
1,management,married,secondary,no,630,no,no,cellular,22,aug,221,6,5,0,unknown,0
1,management,married,secondary,no,3848,no,no,cellular,16,aug,-50,6,-3,1,unknown,0
1,management,married,tertiary,no,2986,yes,no,cellular,9,may,104,4,1,1,unknown,0
1,blue-collar,married,secondary,no,-69,no,no,cellular,34,nov,310,8,-5,1,unknown,0
1,management,married,tertiary,no,1419,yes,yes,unknown,18,may,500,1,-7,1,unknown,0
1,technician,married,secondary,no,-1421,yes,no,unknown,2,jun,99,3,-8,1,unknown,0
1,management,single,primary,no,3712,no,no,telephone,27,jun,-98,4,-5,1,unknown,0
1,blue-collar,married,primary,no,-18,no,no,unknown,33,jun,399,4,-5,1,unknown,0
1,management,single,secondary,no,-467,no,no,unknown,17,may,371,5,-3,0,unknown,0
1,entrepreneur,married,secondary,no,12,yes,no,unknown,28,may,366,5,2,1,unknown,0
1,technician,single,tertiary,no,585,no,no,cellular,6,nov,336,7,-11,1,unknown,0
1,self-employed,single,primary,no,378,yes,no,cellular,24,may,-86,7,-1,0,unknown,0
1,entrepreneur,married,secondary,no,2829,no,no,unknown,29,jun,114,5,-8,1,unknown,0
1,management,married,tertiary,no,4752,no,no,telephone,24,may,-132,5,4,1,unknown,0
1,technician,married,secondary,no,1916,no,no,unknown,7,may,193,2,-6,1,unknown,0
1,blue-collar,married,secondary,no,-1086,no,no,cellular,22,nov,358,3,-3,0,unknown,0
1,management,married,tertiary,no,714,yes,no,cellular,5,may,515,4,-1,1,unknown,0
1,technician,married,secondary,no,-1351,yes,no,cellular,15,aug,373,7,0,0,unknown,0
1,blue-collar,single,secondary,no,776,yes,no,unknown,21,may,586,3,-3,1,unknown,0
1,blue-collar,married,secondary,no,4513,no,no,cellular,12,feb,208,1,-12,1,unknown,0
1,management,single,secondary,no,629,yes,no,cellular,5,aug,333,6,1,0,unknown,0
1,services,single,secondary,no,167,yes,no,cellular,10,may,614,1,-8,1,unknown,0
1,blue-collar,married,primary,no,-2100,yes,no,unknown,19,may,276,7,-3,1,unknown,0
1,blue-collar,married,tertiary,no,1737,yes,no,unknown,26,jun,350,5,-3,1,unknown,0
1,blue-collar,married,primary,no,3575,no,no,cellular,18,feb,278,4,-6,1,unknown,0
1,technician,single,tertiary,no,2322,yes,no,cellular,17,nov,169,5,-9,0,unknown,0
1,management,married,tertiary,no,2497,no,no,unknown,21,jun,304,5,1,1,unknown,0
1,blue-collar,single,secondary,no,-1407,yes,no,cellular,26,may,219,8,-5,1,unknown,0
1,blue-collar,married,primary,no,2104,no,no,unknown,4,jun,131,6,3,1,unknown,0
1,management,single,primary,no,-1696,yes,no,unknown,17,may,132,7,0,0,unknown,0
1,retired,married,secondary,no,-532,yes,no,unknown,5,may,157,2,-5,0,unknown,0
1,technician,married,secondary,no,1362,no,no,cellular,18,nov,511,5,0,1,unknown,0
1,technician,single,secondary,no,3656,no,no,cellular,22,sep,367,3,-1,1,unknown,0
1,blue-collar,married,secondary,no,-3544,yes,no,unknown,18,jul,-68,8,8,0,unknown,0
1,management,married,secondary,no,2122,yes,no,unknown,5,may,718,7,8,0,unknown,1
1,technician,married,secondary,no,3142,yes,no,unknown,3,may,399,4,2,1,unknown,0
1,technician,married,tertiary,no,306,yes,no,unknown,15,may,566,4,6,1,unknown,0
1,blue-collar,married,secondary,no,1465,no,no,unknown,23,may,342,5,-6,1,unknown,0
1,admin.,married,secondary,no,993,yes,no,cellular,17,jul,524,4,3,0,unknown,0
1,management,single,primary,no,7129,no,no,cellular,-9,jun,292,-2,-12,1,unknown,0
1,self-employed,married,secondary,no,1185,yes,no,cellular,29,may,432,5,7,0,unknown,0
1,technician,single,secondary,no,-1212,yes,yes,unknown,20,jul,335,6,4,0,unknown,0
1,blue-collar,single,primary,no,896,no,no,cellular,14,may,256,2,-3,1,unknown,0
1,technician,single,secondary,no,4670,no,no,unknown,30,nov,239,2,-2,1,unknown,0
1,self-employed,married,secondary,no,31,yes,no,unknown,28,may,256,2,-4,0,unknown,0
1,technician,single,primary,no,573,no,no,cellular,8,nov,-48,2,-3,1,unknown,0
1,services,married,tertiary,no,415,yes,no,unknown,7,may,505,3,0,0,unknown,1
1,blue-collar,married,secondary,no,300,yes,no,unknown,14,may,315,5,2,0,unknown,0
1,entrepreneur,married,primary,no,1463,no,no,cellular,5,jun,221,4,0,1,unknown,0
1,technician,married,primary,no,4460,yes,no,cellular,20,nov,201,4,-5,1,unknown,0
1,technician,single,secondary,no,627,no,no,cellular,18,apr,786,3,1,0,unknown,1
1,blue-collar,married,primary,no,-1404,yes,yes,unknown,18,jul,489,6,4,0,unknown,0
1,management,single,tertiary,no,1073,yes,no,unknown,23,jul,230,3,-5,1,unknown,0
1,blue-collar,married,secondary,no,1630,no,no,unknown,3,jun,194,4,-6,1,unknown,0
1,blue-collar,married,primary,no,4668,yes,no,cellular,25,may,276,3,-4,1,unknown,0
1,blue-collar,married,primary,no,2160,yes,no,unknown,21,jun,11,6,-3,1,unknown,0
1,technician,married,tertiary,no,3389,no,no,unknown,19,may,-94,4,-3,1,unknown,0
1,blue-collar,married,primary,no,-3321,no,no,unknown,8,jun,-34,5,-4,1,unknown,0
1,blue-collar,single,primary,no,-831,no,no,unknown,8,may,283,4,-3,1,unknown,0
1,blue-collar,married,secondary,no,459,yes,no,unknown,25,may,171,6,5,0,unknown,0
1,services,married,unknown,no,5006,yes,no,unknown,0,may,441,3,-2,1,unknown,0
1,student,single,primary,no,3460,yes,no,cellular,4,jun,311,5,1,1,unknown,0
1,blue-collar,married,secondary,no,-1805,no,no,unknown,19,may,59,6,2,0,unknown,0
1,technician,married,secondary,no,2292,yes,no,cellular,25,jul,315,3,-5,1,unknown,0
1,technician,married,secondary,no,1508,yes,no,unknown,20,may,184,9,5,0,unknown,0
1,blue-collar,single,tertiary,no,3146,yes,no,cellular,18,jul,261,2,-2,1,unknown,0
1,blue-collar,married,primary,no,1297,no,no,cellular,19,jul,-18,4,-1,1,unknown,0
1,technician,single,secondary,no,-1714,no,no,unknown,7,may,258,3,-3,1,unknown,0
1,blue-collar,married,tertiary,no,-747,yes,yes,cellular,29,jul,28,6,5,1,unknown,0
1,self-employed,single,tertiary,no,-445,no,no,cellular,19,apr,299,3,-5,1,unknown,0
1,technician,married,tertiary,no,-1771,yes,yes,unknown,28,may,319,4,2,1,unknown,0
1,technician,single,secondary,no,4042,no,yes,cellular,12,jul,677,1,2,1,unknown,1
1,housemaid,married,tertiary,no,322,yes,no,unknown,-10,may,-71,2,8,1,unknown,0
1,technician,married,primary,no,-411,yes,yes,cellular,11,nov,314,2,2,1,unknown,0
1,blue-collar,single,secondary,no,2102,yes,no,cellular,30,may,321,3,-4,0,unknown,0
1,blue-collar,single,secondary,no,3660,no,no,unknown,21,may,3,5,2,0,unknown,0
1,admin.,single,primary,no,-229,yes,no,cellular,17,nov,318,4,-6,0,unknown,0
1,admin.,single,secondary,no,3046,yes,no,cellular,-6,may,-84,4,2,0,unknown,0
1,technician,single,secondary,no,1561,yes,no,unknown,21,may,215,3,1,1,unknown,0
1,admin.,married,tertiary,no,2450,no,no,unknown,10,jun,244,3,14,0,unknown,0
1,blue-collar,married,secondary,no,4177,no,no,unknown,13,jun,224,2,9,1,unknown,0
1,technician,married,secondary,no,1157,yes,no,unknown,8,may,131,3,4,0,unknown,0
1,admin.,married,primary,no,296,yes,no,unknown,18,may,130,2,8,1,unknown,0
1,technician,single,tertiary,no,-349,yes,no,cellular,14,feb,355,4,-2,0,unknown,0
1,blue-collar,married,secondary,no,3560,no,no,cellular,7,nov,225,4,2,0,unknown,0
1,services,single,secondary,no,-2311,yes,no,unknown,3,may,196,3,1,0,unknown,0
1,retired,married,primary,no,-2356,yes,no,unknown,17,may,317,3,3,1,unknown,0
1,technician,single,secondary,no,-365,yes,no,unknown,5,may,13,4,-3,0,unknown,0
1,blue-collar,single,secondary,no,2942,yes,no,unknown,16,jun,143,3,6,0,unknown,0
1,blue-collar,married,secondary,no,4482,no,no,cellular,23,nov,428,4,3,1,unknown,0
1,management,single,secondary,no,567,yes,no,unknown,-4,may,293,3,2,0,unknown,0
1,technician,married,primary,no,-286,no,no,unknown,35,may,290,3,0,1,unknown,0
1,blue-collar,married,secondary,no,900,yes,no,cellular,4,may,278,3,-2,0,unknown,0
1,entrepreneur,single,secondary,no,-575,yes,no,unknown,1,may,412,3,-4,0,unknown,0
1,blue-collar,married,secondary,no,4521,no,no,telephone,36,nov,55,4,2,1,unknown,0
1,blue-collar,married,secondary,no,5281,yes,no,unknown,27,may,-93,4,11,1,unknown,0
1,management,married,secondary,no,4006,no,no,cellular,9,jun,291,3,5,1,unknown,0
1,technician,married,secondary,no,-402,yes,no,unknown,4,jun,326,3,3,0,unknown,0
1,technician,single,secondary,no,4973,yes,no,cellular,8,nov,98,7,-15,0,unknown,0
1,blue-collar,married,secondary,no,5642,yes,no,telephone,26,jun,145,3,2,0,unknown,0
1,blue-collar,single,secondary,no,683,yes,no,unknown,0,may,155,2,-4,1,unknown,0
1,technician,married,secondary,no,1351,yes,yes,unknown,8,jun,120,3,4,0,unknown,0
1,blue-collar,married,primary,no,3324,no,no,unknown,19,jun,203,3,9,1,unknown,0
1,blue-collar,single,secondary,no,3045,yes,no,cellular,20,may,313,2,6,0,unknown,0
1,admin.,married,secondary,no,4341,no,no,cellular,16,aug,405,5,3,1,unknown,0
1,admin.,married,secondary,no,5093,no,no,telephone,33,aug,176,5,-5,1,unknown,0
