LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
20000.0,2,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,186249.72,94791.15,140864.69,82814.63,75193.68,22969.0,5000.0,4494.394,3944.643,3000.0,3200.0,5348.2036,0
10000.0,1,1.0,3.0,26.0,2.0,2.0,0.0,0.0,-1.0,-1.0,16867.957,13247.975,-25443.0,3761.5732,-81334.0,-150953.0,162.24078,0.0,326.0,0.0,0.0,0.0,0
400000.0,1,1.0,1.0,33.0,-2.0,-2.0,-1.0,0.0,-2.0,0.0,10734.887,7723.936,8042.268,13034.562,19130.496,15822.352,8000.0,5304.5127,3100.0,432130.0,330982.0,422000.0,1
140000.0,2,1.0,2.0,41.0,0.0,0.0,2.0,0.0,0.0,0.0,133472.11,743970.0,89416.67,891586.0,927171.0,177472.08,10000.0,7117.803,8124.1816,15198.348,4000.0,37250.953,0
60000.0,1,2.0,1.0,44.0,0.0,-1.0,0.0,0.0,0.0,0.0,20880.076,30383.95,18438.947,31954.438,47162.23,38386.613,4400.0,1500.0,3000.0,2000.0,2299.9517,2000.0,1
70000.0,2,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,89054.125,93719.9,76771.59,138920.89,73471.32,38510.805,2656.3865,4000.0,3008.622,2707.889,1862.8606,4148.385,0
60000.0,2,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,38069.46,29235.043,25422.074,59101.43,26428.322,24205.791,263.94238,1300.0,754.33636,1671.1144,0.0,0.0,0
240000.0,2,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,30339.436,47186.18,97378.664,67311.375,13125.147,9924.356,2000.0,3381.8132,2878.0662,660.16254,1989.1276,0.0,0
500000.0,2,1.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,177016.9,125981.7,132397.97,354884.56,30443.953,26143.191,6127.4287,76224.88,15000.0,2233.761,3000.0,2000.0,0
140000.0,1,3.0,1.0,32.0,0.0,0.0,0.0,2.0,0.0,2.0,45583.64,110151.35,90853.2,313578.6,38956.277,25454.717,5000.0,2338.2754,2375.7473,326.0174,0.0,0.0,1
270000.0,1,2.0,2.0,29.0,0.0,0.0,2.0,0.0,0.0,7.0,81310.49,254843.55,76456.05,53387.71,100755.48,120929.734,5100.042,0.0,1400.0,3606.393,1492.0024,10049.994,0
120000.0,2,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.5021,13373.749,382.44128,1144.8936,0.0,0.0,4524.659,0.0,1000.0,1300.0,1
150000.0,1,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,48675.8,47267.598,55572.707,97778.2,25830.275,6693.733,2109.9739,2000.0,0.0,1728.3695,60.20141,0.0,1
170000.0,2,6.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,50108.55,33384.227,58776.46,62069.74,49040.367,97051.914,2800.0,3983.918,2000.0,15266.692,4377.689,1000.0,0
20000.0,2,2.0,1.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,19038.154,18653.447,23437.398,10951.398,16616.947,20158.777,0.0,2124.5618,449.1191,5000.0,0.0,0.0,0
10000.0,2,2.0,2.0,35.543236,2.0,4.2343936,8.0,2.0,0.0,0.0,49204.9,90063.555,35421.82,31957.627,30391.404,60891.87,4599.919,0.0,7592.7285,0.0,1755.4613,2000.0,1
800000.0,2,2.0,2.0,46.0,0.0,0.0,0.0,0.0,-2.0,0.0,48405.22,40187.582,-25443.0,11513.655,257.27573,-150953.0,2232.906,0.0,0.0,432130.0,0.0,422000.0,1
140000.0,2,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,75537.63,99584.58,42987.586,112986.38,107831.58,134630.97,5864.7495,8604.521,5702.009,6392.6724,1804.1545,4223.6484,0
160000.0,2,3.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,127368.72,110827.375,224307.08,69005.42,105073.49,63063.273,7000.6914,3059.7231,3000.0,5500.102,330982.0,49289.527,0
800000.0,1,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,204048.5,186901.78,578971.0,312277.72,185344.31,65410.086,368199.0,9858.152,10075.549,11133.184,14568.307,422000.0,0
60000.0,2,1.0,2.0,25.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-165580.0,-33350.0,14329.557,0.0,0.0,1339.4498,0.0,9259.273,0.0,0.0,2100.0,0.0,0
10000.0,2,2.0,2.0,32.0,8.0,0.0,-1.0,-2.0,0.0,-2.0,0.0,155.20316,754.9592,989.14716,294.2697,10183.741,0.0,1038.1683,1879.4869,0.0,0.0,0.0,1
800000.0,1,2.0,0.0,79.0,1.0,0.0,-1.0,0.0,0.0,0.0,99982.08,81702.41,96481.016,193878.3,109331.28,45022.17,3000.0,7027.6816,2137.047,4000.0,2200.8232,0.0,0
800000.0,2,1.0,2.0,26.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2500.0,1701.3083,-25443.0,2674.6875,149.67598,-150953.0,0.0,0.0,0.0,4000.0,0.0,2472.8965,0
100000.0,2,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,28625.361,27424.094,26828.488,39151.348,28999.082,72142.25,1600.0,2205.6653,2000.0,3011.1997,835.00854,537.0479,0
350000.0,1,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,87123.74,99484.82,59392.566,45274.27,125966.76,73670.09,25773.432,4279.707,3000.0,432130.0,5880.4854,10000.0,0
140000.0,1,0.0,3.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,35808.63,51076.754,92444.234,48676.848,29556.0,73748.62,124542.7,4358.4736,400972.0,1600.0,330982.0,3013.8691,0
40000.0,2,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,49610.15,87252.08,147412.06,88331.73,42663.58,40750.273,4000.0,4880.628,45068.383,700.0,5000.0,5001.179,1
290572.78,1,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,46782.41,69410.71,77013.25,68513.27,22753.07,16131.428,2000.0,0.0,1406.37,1027.9073,600.0,1901.2671,1
360000.0,2,1.0,1.0,26.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,4931.447,5599.339,-25443.0,5052.1885,0.0,-150953.0,2205.6147,0.0,12.759184,674.9064,0.0,2603.3826,0
140000.0,1,2.0,0.0,40.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1170.0,1228.3665,390.0,9254.876,1500.0,2500.0,1894.1342,0.0,1500.0,0.0,0
60000.0,2,3.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,74768.93,52634.24,578971.0,174453.27,25618.555,8581.769,1556.6993,415552.0,1500.0,1000.0,603.26605,0.0,1
110000.0,1,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7821.5596,16969.857,780.0,18735.812,7604.0425,1635.1722,953.60785,0.0,1200.0,2000.0,0.0,10000.598,1
800000.0,1,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,746814.0,743970.0,578971.0,891586.0,927171.0,961664.0,368199.0,415552.0,44662.79,432130.0,330982.0,422000.0,0
800000.0,2,2.0,1.0,79.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,17520.463,8164.287,27507.225,3288.993,0.0,150.0,15000.0,415552.0,400972.0,146.10196,4000.0,0.0,0
450000.0,1,1.0,2.0,38.0,-1.5860182,-2.0,-2.0,-2.0,-2.0,-1.0,4466.6543,7073.8213,8018.038,18678.426,14586.18,18127.648,3756.0212,3000.0,400972.0,1500.0,6076.3364,7022.372,0
110000.0,2,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30556.58,32132.5,23411.797,77683.77,21915.54,13657.35,1499.7355,2000.0,4000.0,0.0,600.0,3000.0,1
10000.0,2,2.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,5323.089,7441.2627,41787.684,18097.805,21261.078,97910.34,1000.0,1567.1683,1775.4224,0.0,4403.0005,0.0,1
230000.0,1,2.0,1.0,34.0,1.0,-1.0,0.0,0.0,0.0,0.0,58123.582,153163.02,113887.1,62773.41,137501.19,52070.855,2961.3904,3503.6428,3031.956,2000.0,1963.9324,3000.0,0
120000.0,2,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82123.69,75887.66,156042.2,60132.016,33866.84,10148.485,4796.584,3000.0,2000.0,2009.3949,5422.068,5100.0,0
260000.0,1,2.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,103812.04,84264.266,89064.63,95980.41,52961.82,41163.0,6000.0,5000.0,8917.41,2791.931,1700.0,5499.0166,0
240000.0,1,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,167969.98,175138.23,226058.95,125982.88,165551.47,61954.664,10000.0,4325.837,5507.2676,5257.955,5000.0,15000.0,0
150000.0,1,3.0,1.0,31.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1961.0857,0.0,0.0,19062.543,2403.3462,2038.3179,2896.0498,2520.4739,3513.234,5028.799,0.0,1403.4958,0
80000.0,2,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,38340.754,26901.492,39517.992,29029.834,2072.8242,1359.0914,2096.9827,23.17862,0.0,0.0,0.0,0.0,0
50000.0,1,2.0,2.0,42.0,8.0,0.0,-1.0,0.0,0.0,-1.0,5094.5986,2333.815,5737.906,15876.28,8047.954,6682.6733,0.0,5023.419,2772.1265,5000.0,3000.0,1400.0,1
30000.0,2,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23537.89,12864.841,18013.926,28392.22,24594.111,29583.512,1695.8595,2149.1357,2000.0,741.5841,1001.706,1600.0,1
180000.0,1,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,30760.826,51469.62,72453.51,68330.57,35148.555,31121.787,1315.7749,2341.8596,3500.0,1144.2415,1024.1906,548.0342,0
90000.0,2,2.0,2.0,21.0,-2.0,0.0,0.0,0.0,0.0,0.0,2503.5437,2950.772,1160.9584,2865.2322,0.0,-200.0,6691.389,2200.0,1146.7366,0.0,0.0,1878.8546,0
140000.0,2,0.0,2.0,21.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-165580.0,-33350.0,137.23767,7701.936,405.3528,563.7773,0.0,0.0,0.0,0.0,0.0,0.0,0
370000.0,2,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,145081.53,167578.0,578971.0,891586.0,104069.03,129190.05,9843.921,8097.9937,6000.0,32472.688,330982.0,4688.3804,0
100000.0,2,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,61516.297,53326.617,57496.316,64938.992,39330.12,17903.203,3000.0,4200.3394,3976.4004,1944.225,2300.6443,4600.117,0
300000.0,2,2.0,1.0,21.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,4035.9292,379.46948,17835.438,27374.195,9993.74,774.94226,1597.7888,12000.0,2037.4784,432130.0,3000.0,396.98883,0
50000.0,2,2.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,74992.56,71272.234,16470.85,40380.887,95611.06,98498.984,6378.529,2627.5693,3596.4558,21621.9,1099.8647,5448.1963,0
110000.0,2,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,115130.805,82878.86,151441.05,57120.72,45822.605,54982.656,6543.968,3186.0498,4601.0303,3000.0,5000.0,4384.501,0
210000.0,2,2.0,1.0,50.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,390.0,0.0,-4.4678717,7734.9673,8951.752,1448.7307,1271.4658,1500.0,3000.0,7000.0,3000.0,3434.0996,0
280000.0,2,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,91164.54,66299.195,198101.92,83593.62,27649.676,8347.12,2051.4397,4257.1016,2340.417,1673.5996,3500.0,866.0376,0
260000.0,2,1.0,1.0,33.05165,0.0,0.0,2.0,0.0,0.0,0.0,746814.0,743970.0,105045.56,134921.84,927171.0,121013.33,6600.0254,0.0,0.0,432130.0,2902.4927,422000.0,1
10000.0,1,2.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,18669.123,44323.105,18466.436,15936.851,20678.088,33589.36,1521.75,0.0,1300.0,0.0,317.90753,400.0,0
220000.0,2,1.0,2.0,27.93156,0.0,0.0,0.0,0.0,0.0,0.0,54251.758,113361.02,57951.4,110883.81,49818.69,36209.324,6789.202,5000.0,4000.0,3171.4192,1500.0,7463.463,0
210000.0,1,1.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,114900.38,155331.36,169678.16,891586.0,97155.06,60107.562,6300.326,18613.914,18551.895,4499.248,2000.0,422000.0,0
100000.0,1,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,17587.707,23451.771,28159.66,15709.002,35805.96,48043.74,2200.0,2720.4856,2100.1912,606.62775,6000.0,4199.2393,0
800000.0,2,1.0,1.0,47.0,0.0,0.0,0.0,-1.0,-1.0,0.0,17235.264,8274.257,388.40112,8542.132,3616.8994,1401.1196,3000.0,1007.5297,11827.32,6000.0,900.0,3000.0,0
80000.0,2,1.0,2.0,27.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,21883.643,27710.646,8546.283,21383.012,5903.3555,7253.991,368199.0,4084.1753,400972.0,1399.9067,1440.8115,5283.414,0
360000.0,1,2.0,1.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-165580.0,-33350.0,0.0,1574.3832,-562.4174,-150953.0,0.0,1938.2708,0.0,0.0,0.0,2003.0419,0
200000.0,2,1.0,1.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-165580.0,-33350.0,-25443.0,192.87344,-81334.0,-150953.0,0.0,0.0,0.0,0.0,0.0,0.0,0
800000.0,2,2.0,1.0,35.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,2790.656,567.30914,0.0,1168.6416,9234.352,2577.272,0.0,0.0,0.0,6368.396,0.9342225,2930.9998,0
20000.0,2,3.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23256.531,24483.105,52137.508,163631.25,19642.576,10712.904,1259.8462,1607.6182,2000.0,243.42433,55.947613,1000.0,1
155620.1,2,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,78302.21,115756.89,92817.03,93769.6,75678.3,85176.32,8006.6924,5000.0,5000.0,4000.0,3000.0,16314.805,0
50000.0,2,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18860.902,47914.746,31437.738,28419.879,30577.75,90030.76,3000.0,4097.237,9273.656,1000.0,3000.0,2703.236,0
50000.0,2,2.0,2.0,30.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,68.25712,-8.186832,-25443.0,1168.5428,1390.8683,0.0,0.0,0.0,0.0,1200.0,0.0,1101.8608,0
10000.0,1,2.0,3.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,16769.887,24733.371,6320.1787,26039.96,22049.783,37130.547,1283.329,0.0,1011.62616,2655.706,380.0,2218.236,1
240000.0,2,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,44212.55,24894.262,47933.08,39701.95,19087.488,23322.85,1924.3859,1630.2007,1418.544,2500.0,1000.1429,0.0,0
130000.0,1,2.0,2.0,26.1761,0.0,0.0,0.0,0.0,0.0,0.0,47179.777,90773.61,87942.18,49364.676,60910.49,48919.52,2000.0,201685.12,1000.0,7193.664,1741.3138,9797.607,0
180000.0,2,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,48050.2,106379.83,35370.402,49538.78,79950.9,154259.75,10136.309,6998.8174,7000.0,5000.0,3897.9585,3000.0,0
80000.0,2,0.0,2.0,25.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-165580.0,0.0,17115.986,0.0,428.35098,5695.578,0.0,8788.115,0.0,0.0,2365.5198,1800.0,0
60000.0,2,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,35376.973,44483.984,27177.121,44007.438,45931.715,97482.14,2000.0,2000.0,2000.0,2284.2754,0.0,2984.4026,0
70000.0,2,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,45533.098,29264.281,56275.99,53996.973,29825.594,34633.844,1000.0,1500.0,1006.3588,2000.0,2000.0,28.56336,0
30000.0,2,2.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6286.761,9395.505,17865.78,10034.92,13315.472,9871.631,0.0,0.0,0.0,99.30098,528.73,0.0,0
400000.0,2,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,156445.94,743970.0,232645.17,891586.0,155990.1,122073.7,368199.0,415552.0,400972.0,11101.002,5000.0,422000.0,0
800000.0,1,1.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,746814.0,743970.0,578971.0,61128.33,77085.63,117699.555,368199.0,6100.0903,27523.137,2281.2896,330982.0,3885.9802,0
594855.1,1,1.0,2.0,32.0,-1.0,-2.0,-2.0,-1.0,-2.0,-2.0,292.28604,1362.3594,5240.079,236.73862,-81334.0,401.24854,10390.428,415552.0,904.1764,0.0,2000.0,1078.2789,0
150000.0,2,2.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,94744.85,110001.695,86307.44,118985.43,927171.0,961664.0,6103.311,5251.9087,6011.131,432130.0,7000.0,3586.8481,0
60000.0,1,2.0,2.0,36.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,390.0,1022.5155,-25443.0,2117.6743,1861.3549,4553.2183,1851.94,0.0,0.0,962.84247,306.73474,226.21173,0
50000.0,2,2.0,1.0,37.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,404.37347,1047.0239,10606.041,5219.072,10712.132,1551.5166,430.67944,0.0,0.0,0.0,0.0,1
50000.0,2,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,81080.18,87588.555,87381.46,42579.37,28274.037,16032.891,5000.0,1873.4457,2007.3613,1016.92914,3003.5525,4852.9395,0
220000.0,2,1.0,2.0,51.0,0.0,0.0,0.0,7.0,0.0,2.0,126318.64,203885.47,17275.83,102094.086,182166.53,122014.82,5431.102,0.0,0.0,192210.72,1500.0,2000.0,0
50000.0,1,1.0,2.0,44.0,3.0,7.0,0.0,-2.0,-1.0,0.0,8767.142,0.0,687.1723,6922.9746,851.4111,2688.7246,0.0,1504.1105,5500.0,5000.0,1676.4836,2272.0334,0
80000.0,2,2.0,2.0,41.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,581.089,0.0,0.0,236.6249,39.89534,0.0,1800.0,1568.4054,600.0,0.0,0.0,1000.0,0
460000.0,1,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,126526.266,203507.89,111130.84,201092.67,171226.56,105511.664,4401.746,6442.681,5003.4395,3500.0,3100.0,15965.581,0
80000.0,2,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,24080.334,21444.393,23587.494,23944.568,29401.846,36259.69,1707.3788,3000.0,3313.0198,0.0,1325.22,2706.475,0
180000.0,2,2.0,1.0,39.0,-2.0,-2.0,-2.0,0.0,0.0,-1.0,-165580.0,-33350.0,-25443.0,0.0,390.0,-150953.0,0.0,0.0,0.0,0.0,0.0,822.47546,1
83163.01,2,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45485.926,38874.387,25412.623,41338.816,33174.938,30188.402,4000.0,4808.453,4001.481,2619.0002,2000.0,1500.0,0
270000.0,2,2.0,2.0,30.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,9164.157,3390.1133,13861.875,15382.032,4319.89,5276.514,0.0,3012.778,2634.093,432130.0,1500.0,1000.0,0
140000.0,1,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,19795.465,41753.375,48491.96,44070.78,48633.062,45636.566,1998.3595,2000.0,4631.9307,0.0,2000.0,3023.6396,1
180000.0,2,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,143299.25,743970.0,155015.48,72937.336,231650.84,155377.34,15336.388,6000.0,14010.267,4455.909,5000.0,12058.827,0
50000.0,1,2.0,2.0,35.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-33350.0,2464.271,0.0,0.0,856.9465,35.592075,17.503456,1202.1879,0.0,1800.0,0.0,0
50000.0,2,2.0,2.0,21.0,0.0,0.0,-1.0,0.0,0.0,0.0,3090.334,3182.2031,19639.127,18745.166,0.0,0.0,1000.0,1615.6638,178.53868,0.0,0.0,0.0,0
50000.0,2,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36596.438,47455.04,30788.225,29557.234,29906.994,35620.46,2000.0,1320.7793,1204.6416,1737.3093,990.47455,1467.1859,0
230000.0,2,2.0,1.0,27.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,4579.991,4096.0103,0.0,10262.42,-81334.0,-13.546389,1360.3411,0.0,2000.0,0.0,0.0,0.0,0
500000.0,2,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,113299.39,154906.72,168829.94,891586.0,734712.0,155864.45,7081.404,415552.0,14134.046,432130.0,330982.0,1025.9678,0
50000.0,2,1.0,1.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,19427.924,20991.863,47514.58,12736.865,4905.373,1434.3414,0.0,2000.0,0.0,0.0,396.11807,0.0,0
10000.0,2,2.0,2.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,14782.421,24614.037,24938.11,29386.15,19966.63,29064.37,3000.0,3712.1587,5000.0,0.0,581.5742,1700.0,1
90000.0,2,1.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48141.273,47941.938,21670.877,20727.848,32773.066,28926.852,2708.4126,2196.6895,20851.053,1000.0,2616.3232,2200.0,0
210000.0,2,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,44568.668,49178.55,57167.82,32663.406,20583.543,18378.977,3000.0,2123.3748,3669.9617,146.187,1314.4702,2000.0,0
210000.0,2,1.0,2.0,21.0,0.0,0.0,-1.0,0.0,0.0,0.0,15898.475,19868.771,30023.516,35755.098,18257.576,23406.291,1745.2882,2258.3328,1400.0,2500.0,1291.0538,0.0,0
50000.0,2,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.8375,434.22766,9714.628,1416.0295,3381.611,2907.7463,0.0,3500.0,0.0,600.0,900.48047,264.0,0
110000.0,2,2.0,2.0,21.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,2705.9302,3365.5571,9943.375,12750.721,14349.516,12709.991,4362.8623,2215.5825,2000.0,45605.574,5214.128,3000.0,0
50000.0,2,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,33308.93,30695.271,40154.613,71491.75,19365.178,9280.628,862.6592,1900.0,1400.0,690.3492,300.0,2000.0,0
50000.0,2,2.0,0.0,30.97631,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,550.28516,0.0,1941.1884,1453.7393,0.0,0.0,0.0,0.0,4000.0,199.52518,0
140000.0,1,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,78351.73,76368.02,75350.03,891586.0,79090.734,45140.47,3600.0,2966.8901,3200.0,4300.0,2000.0,2000.0,0
500000.0,2,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,102530.73,210630.78,81787.29,891586.0,95153.33,78604.77,8204.209,20000.0,7012.4077,5001.842,3483.6003,422000.0,0
170000.0,1,2.0,1.0,47.0,0.0,-2.0,-1.0,0.0,0.0,0.0,321.03696,0.0,2059.8665,3998.6008,15710.128,21251.785,1622.0951,2500.0,3046.2776,0.0,13640.056,1327.3693,0
350000.0,2,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,81451.73,63922.65,578971.0,891586.0,105297.52,98298.984,2300.0,5383.5596,1501.4297,432130.0,330982.0,0.0,0
60000.0,1,3.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,23309.984,21055.04,27921.582,20155.895,15258.045,9499.405,1500.0,1273.5293,1100.0,500.0,1048.0806,2183.6274,0
30000.0,1,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,17163.193,27551.373,16603.467,19469.701,28615.17,39206.688,1478.9039,0.0,1397.6458,3628.5916,2000.0,2500.0,1
130000.0,2,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,58200.867,131297.4,75903.055,49766.285,74067.02,43041.133,5000.0,3287.9485,3440.4165,2700.3684,3000.0,5000.0,0
