checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
>= 200 DM ,22,delay in paying off,others,3033,no savings account,<1 years,3,none,3,unknown / no property,31,none,rent,2,unemployed/ unskilled  - non-resident,2,none,no,male,married/widowed,0
no account,25,no credits taken,car (used),2532,no savings account,<1 years,4,none,3,unknown / no property,40,none,own,2,unskilled - resident,2,yes,yes,male,married/widowed,1
0 <= <200 DM,20,no credits taken,car (new),3587,100 <= <500 DM,4<= <7 years,4,guarantor,4,savings agreement/life insurance,29,store,own,2,unskilled - resident,2,none,no,male,divorced/separated,0
no account,24,all credits at this bank paid back duly,domestic appliances,3205,500 <= < 1000 DM,4<= <7 years,4,guarantor,3,unknown / no property,36,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,female,divorced/separated,0
>= 200 DM ,19,no credits taken,car (used),2710,no savings account,<1 years,3,guarantor,3,car or other,35,none,own,2,unskilled - resident,2,yes,no,female,married/widowed,1
<0 DM,17,no credits taken,others,2974,500 <= < 1000 DM,<1 years,3,co-applicant,3,savings agreement/life insurance,36,store,rent,2,management/ highly qualified employee,2,none,no,female,married/widowed,1
<0 DM,24,critical account,business,4222,no savings account,unemployed,3,co-applicant,3,savings agreement/life insurance,38,bank,for free,2,skilled employee / official,2,none,yes,male,married/widowed,1
>= 200 DM ,25,critical account,others,4816,>= 1000 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,40,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,17,all credits at this bank paid back duly,retraining,3950,<100 DM,>=7 years,3,co-applicant,3,car or other,34,bank,for free,2,unskilled - resident,2,none,no,female,married/widowed,0
0 <= <200 DM,24,existing credits paid back duly till now,retraining,2852,500 <= < 1000 DM,4<= <7 years,3,guarantor,3,car or other,34,none,for free,2,management/ highly qualified employee,2,yes,no,male,divorced/separated,1
no account,29,no credits taken,others,3417,500 <= < 1000 DM,<1 years,3,none,3,unknown / no property,36,store,own,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,0
<0 DM,19,delay in paying off,car (used),2309,no savings account,4<= <7 years,3,co-applicant,3,unknown / no property,35,bank,rent,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,0
>= 200 DM ,18,delay in paying off,car (used),3088,no savings account,1<= < 4 years,4,none,3,car or other,37,bank,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,1
0 <= <200 DM,20,delay in paying off,retraining,2251,no savings account,unemployed,4,co-applicant,3,savings agreement/life insurance,34,bank,for free,2,skilled employee / official,2,yes,no,male,married/widowed,1
0 <= <200 DM,22,existing credits paid back duly till now,repairs,3035,no savings account,1<= < 4 years,4,co-applicant,3,unknown / no property,30,bank,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,25,no credits taken,others,4440,100 <= <500 DM,>=7 years,3,co-applicant,3,car or other,39,none,for free,2,unemployed/ unskilled  - non-resident,2,none,no,male,divorced/separated,1
<0 DM,21,critical account,car (new),4121,100 <= <500 DM,>=7 years,3,co-applicant,3,unknown / no property,33,store,own,2,skilled employee / official,2,yes,yes,female,married/widowed,0
>= 200 DM ,24,no credits taken,others,1851,100 <= <500 DM,<1 years,3,co-applicant,4,savings agreement/life insurance,33,none,for free,1,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
no account,19,all credits at this bank paid back duly,others,2843,no savings account,4<= <7 years,4,co-applicant,3,car or other,32,bank,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,27,delay in paying off,furniture/equipment,2647,no savings account,1<= < 4 years,3,none,3,real estate,36,bank,rent,2,management/ highly qualified employee,1,none,yes,female,divorced/separated,0
no account,25,existing credits paid back duly till now,business,2238,<100 DM,>=7 years,3,guarantor,3,car or other,39,none,rent,2,unskilled - resident,1,yes,yes,male,divorced/separated,0
no account,22,delay in paying off,car (used),2122,no savings account,1<= < 4 years,4,guarantor,3,car or other,36,none,rent,2,skilled employee / official,2,none,yes,female,married/widowed,0
no account,30,existing credits paid back duly till now,furniture/equipment,2801,>= 1000 DM,unemployed,3,none,3,real estate,39,bank,own,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
no account,18,delay in paying off,business,4937,>= 1000 DM,4<= <7 years,3,co-applicant,3,savings agreement/life insurance,34,store,rent,2,unemployed/ unskilled  - non-resident,2,none,no,female,married/widowed,1
0 <= <200 DM,28,existing credits paid back duly till now,retraining,5125,500 <= < 1000 DM,unemployed,3,co-applicant,3,car or other,35,bank,own,2,management/ highly qualified employee,2,none,no,male,divorced/separated,0
<0 DM,16,delay in paying off,furniture/equipment,1873,no savings account,<1 years,3,none,3,unknown / no property,35,bank,rent,2,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,16,all credits at this bank paid back duly,repairs,3413,no savings account,4<= <7 years,3,co-applicant,3,car or other,36,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
<0 DM,19,existing credits paid back duly till now,repairs,3175,>= 1000 DM,>=7 years,4,co-applicant,3,car or other,30,bank,rent,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,1
<0 DM,19,existing credits paid back duly till now,car (used),2486,>= 1000 DM,<1 years,3,co-applicant,3,car or other,33,store,for free,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,19,existing credits paid back duly till now,car (used),2830,500 <= < 1000 DM,>=7 years,3,guarantor,3,savings agreement/life insurance,38,store,for free,2,management/ highly qualified employee,2,none,yes,female,divorced/separated,0
no account,22,existing credits paid back duly till now,furniture/equipment,2569,>= 1000 DM,4<= <7 years,3,guarantor,3,real estate,36,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,car (new),4760,<100 DM,>=7 years,3,guarantor,3,car or other,35,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,23,delay in paying off,furniture/equipment,3399,500 <= < 1000 DM,>=7 years,3,none,3,car or other,32,bank,rent,2,skilled employee / official,2,yes,no,male,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,others,2951,no savings account,>=7 years,3,none,3,car or other,34,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,31,existing credits paid back duly till now,repairs,4301,>= 1000 DM,>=7 years,3,none,3,car or other,38,none,rent,2,unskilled - resident,2,none,yes,male,divorced/separated,0
<0 DM,20,existing credits paid back duly till now,education,4118,<100 DM,1<= < 4 years,4,co-applicant,3,car or other,36,bank,rent,2,unskilled - resident,2,yes,yes,male,married/widowed,0
<0 DM,16,no credits taken,education,3765,>= 1000 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,36,none,rent,2,unskilled - resident,2,none,yes,female,divorced/separated,0
no account,26,existing credits paid back duly till now,radio/television,3524,100 <= <500 DM,<1 years,3,co-applicant,4,savings agreement/life insurance,34,store,for free,2,unskilled - resident,2,none,no,male,divorced/separated,1
0 <= <200 DM,18,critical account,car (new),3251,500 <= < 1000 DM,>=7 years,3,co-applicant,3,car or other,36,none,own,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,0
no account,23,existing credits paid back duly till now,education,2376,no savings account,1<= < 4 years,3,none,3,car or other,31,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,23,no credits taken,car (new),2357,no savings account,4<= <7 years,4,none,4,savings agreement/life insurance,35,none,own,1,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,24,no credits taken,car (used),2889,no savings account,4<= <7 years,3,none,3,savings agreement/life insurance,39,bank,own,2,unskilled - resident,1,yes,no,male,divorced/separated,1
<0 DM,13,existing credits paid back duly till now,repairs,1956,no savings account,>=7 years,3,co-applicant,3,car or other,34,none,rent,2,skilled employee / official,2,yes,no,female,divorced/separated,0
<0 DM,16,delay in paying off,car (used),2780,>= 1000 DM,>=7 years,3,co-applicant,3,savings agreement/life insurance,34,none,own,2,skilled employee / official,2,none,yes,female,married/widowed,0
no account,19,existing credits paid back duly till now,car (used),2791,no savings account,>=7 years,4,none,3,car or other,41,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,27,existing credits paid back duly till now,furniture/equipment,4691,<100 DM,4<= <7 years,4,none,3,car or other,34,bank,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,20,existing credits paid back duly till now,education,3558,<100 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,36,none,rent,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,furniture/equipment,2692,no savings account,1<= < 4 years,3,none,3,car or other,35,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,15,all credits at this bank paid back duly,radio/television,2732,no savings account,<1 years,4,co-applicant,4,savings agreement/life insurance,37,store,rent,2,unskilled - resident,2,none,no,male,divorced/separated,1
0 <= <200 DM,17,delay in paying off,repairs,2501,500 <= < 1000 DM,<1 years,3,none,3,car or other,29,store,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,24,critical account,radio/television,3990,<100 DM,<1 years,2,none,3,savings agreement/life insurance,38,bank,rent,2,unemployed/ unskilled  - non-resident,2,yes,no,male,married/widowed,1
<0 DM,16,existing credits paid back duly till now,repairs,3922,<100 DM,>=7 years,4,co-applicant,3,car or other,35,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,female,divorced/separated,0
<0 DM,21,existing credits paid back duly till now,furniture/equipment,4525,>= 1000 DM,1<= < 4 years,3,none,2,real estate,33,none,for free,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
0 <= <200 DM,14,critical account,retraining,4549,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,36,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,female,divorced/separated,0
no account,21,critical account,domestic appliances,1788,no savings account,4<= <7 years,3,co-applicant,4,car or other,36,store,own,2,management/ highly qualified employee,2,yes,yes,female,married/widowed,1
<0 DM,19,existing credits paid back duly till now,education,2001,<100 DM,>=7 years,4,none,3,car or other,32,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,15,critical account,car (used),3732,<100 DM,<1 years,4,none,4,car or other,36,bank,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
no account,27,critical account,others,3386,>= 1000 DM,4<= <7 years,4,none,4,real estate,42,bank,own,1,unemployed/ unskilled  - non-resident,2,yes,no,male,married/widowed,1
<0 DM,30,existing credits paid back duly till now,others,3502,100 <= <500 DM,>=7 years,3,guarantor,3,real estate,37,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,female,married/widowed,1
<0 DM,25,existing credits paid back duly till now,education,3287,no savings account,unemployed,4,none,3,real estate,39,bank,for free,2,management/ highly qualified employee,2,yes,no,male,divorced/separated,1
>= 200 DM ,32,critical account,car (new),4711,100 <= <500 DM,>=7 years,3,none,4,car or other,38,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,16,critical account,car (used),856,<100 DM,<1 years,4,guarantor,4,savings agreement/life insurance,44,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,16,no credits taken,radio/television,1247,no savings account,4<= <7 years,3,guarantor,3,car or other,38,store,rent,2,skilled employee / official,2,yes,yes,female,divorced/separated,0
0 <= <200 DM,24,all credits at this bank paid back duly,radio/television,5634,<100 DM,>=7 years,3,guarantor,2,car or other,39,none,rent,2,skilled employee / official,2,none,yes,female,divorced/separated,0
no account,20,critical account,retraining,3712,>= 1000 DM,<1 years,3,none,3,savings agreement/life insurance,37,none,own,2,unskilled - resident,2,yes,yes,male,married/widowed,1
no account,26,critical account,furniture/equipment,3606,<100 DM,<1 years,3,none,3,savings agreement/life insurance,37,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,26,no credits taken,car (new),2927,<100 DM,1<= < 4 years,4,none,3,car or other,36,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,24,all credits at this bank paid back duly,radio/television,2969,<100 DM,4<= <7 years,4,guarantor,3,real estate,41,none,own,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,0
no account,24,existing credits paid back duly till now,radio/television,4094,<100 DM,<1 years,4,guarantor,3,car or other,31,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,0
<0 DM,21,existing credits paid back duly till now,furniture/equipment,2304,100 <= <500 DM,1<= < 4 years,4,none,3,real estate,40,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,17,critical account,radio/television,3705,>= 1000 DM,1<= < 4 years,4,none,3,real estate,37,bank,rent,2,skilled employee / official,1,none,yes,female,married/widowed,1
no account,24,existing credits paid back duly till now,radio/television,3521,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,50,bank,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,28,all credits at this bank paid back duly,retraining,5161,<100 DM,<1 years,3,co-applicant,4,car or other,38,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
0 <= <200 DM,16,existing credits paid back duly till now,radio/television,5534,100 <= <500 DM,<1 years,3,co-applicant,3,savings agreement/life insurance,31,none,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,17,existing credits paid back duly till now,education,4110,<100 DM,1<= < 4 years,4,none,3,car or other,42,store,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
no account,27,existing credits paid back duly till now,radio/television,2753,100 <= <500 DM,>=7 years,4,guarantor,4,car or other,37,store,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,car (new),4102,100 <= <500 DM,1<= < 4 years,4,co-applicant,3,car or other,32,none,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,education,2274,100 <= <500 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,41,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,22,existing credits paid back duly till now,car (new),4914,<100 DM,>=7 years,3,none,3,savings agreement/life insurance,43,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,13,all credits at this bank paid back duly,radio/television,4622,100 <= <500 DM,unemployed,4,guarantor,3,car or other,24,store,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,0
0 <= <200 DM,29,existing credits paid back duly till now,car (new),4455,100 <= <500 DM,>=7 years,3,guarantor,3,real estate,34,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,26,existing credits paid back duly till now,radio/television,4938,100 <= <500 DM,>=7 years,3,guarantor,3,real estate,32,none,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,female,divorced/separated,1
<0 DM,21,no credits taken,car (used),4894,100 <= <500 DM,unemployed,4,none,3,real estate,30,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
0 <= <200 DM,23,all credits at this bank paid back duly,radio/television,3886,<100 DM,<1 years,3,guarantor,3,savings agreement/life insurance,33,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
no account,24,existing credits paid back duly till now,car (new),2370,100 <= <500 DM,<1 years,4,none,4,car or other,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,domestic appliances,4500,<100 DM,4<= <7 years,3,none,3,car or other,43,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
<0 DM,17,existing credits paid back duly till now,furniture/equipment,3155,<100 DM,1<= < 4 years,4,none,2,unknown / no property,31,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,27,existing credits paid back duly till now,domestic appliances,4405,<100 DM,1<= < 4 years,4,none,3,unknown / no property,45,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,16,existing credits paid back duly till now,radio/television,3405,100 <= <500 DM,<1 years,3,none,4,car or other,37,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,32,critical account,education,3732,100 <= <500 DM,<1 years,4,none,4,car or other,43,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,18,existing credits paid back duly till now,radio/television,5256,100 <= <500 DM,>=7 years,3,guarantor,4,unknown / no property,40,store,rent,2,skilled employee / official,2,none,yes,female,married/widowed,0
no account,12,existing credits paid back duly till now,domestic appliances,1684,<100 DM,<1 years,4,none,3,savings agreement/life insurance,41,store,own,2,skilled employee / official,2,yes,yes,female,married/widowed,1
no account,20,existing credits paid back duly till now,retraining,2241,<100 DM,1<= < 4 years,4,none,3,real estate,37,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
no account,25,existing credits paid back duly till now,retraining,3142,<100 DM,1<= < 4 years,3,none,4,unknown / no property,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,20,no credits taken,car (new),2938,100 <= <500 DM,1<= < 4 years,4,none,4,real estate,36,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,31,existing credits paid back duly till now,furniture/equipment,2544,<100 DM,1<= < 4 years,4,none,3,real estate,42,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,26,existing credits paid back duly till now,retraining,4169,100 <= <500 DM,unemployed,3,co-applicant,4,car or other,41,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,20,existing credits paid back duly till now,education,4552,<100 DM,1<= < 4 years,3,none,3,car or other,42,none,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
0 <= <200 DM,28,all credits at this bank paid back duly,radio/television,4082,100 <= <500 DM,4<= <7 years,4,none,4,car or other,38,store,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,furniture/equipment,4175,<100 DM,1<= < 4 years,3,none,3,unknown / no property,31,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,20,existing credits paid back duly till now,retraining,2228,<100 DM,<1 years,4,none,4,savings agreement/life insurance,29,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,car (new),2505,<100 DM,4<= <7 years,4,none,4,car or other,32,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,30,no credits taken,radio/television,3309,100 <= <500 DM,1<= < 4 years,4,guarantor,3,real estate,32,store,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
<0 DM,16,existing credits paid back duly till now,education,2331,<100 DM,4<= <7 years,4,none,3,unknown / no property,32,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,retraining,4925,<100 DM,<1 years,3,none,3,unknown / no property,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,25,existing credits paid back duly till now,retraining,2875,<100 DM,1<= < 4 years,4,none,3,car or other,34,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,30,existing credits paid back duly till now,car (new),3028,<100 DM,1<= < 4 years,4,none,4,real estate,32,none,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,28,existing credits paid back duly till now,retraining,3565,<100 DM,1<= < 4 years,4,none,4,unknown / no property,41,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,20,no credits taken,others,2589,<100 DM,1<= < 4 years,4,none,3,car or other,40,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,23,no credits taken,business,2410,<100 DM,1<= < 4 years,3,none,3,real estate,41,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
no account,14,critical account,radio/television,2006,100 <= <500 DM,unemployed,4,none,4,real estate,42,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,19,existing credits paid back duly till now,education,4154,>= 1000 DM,4<= <7 years,4,none,4,real estate,43,none,own,1,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
0 <= <200 DM,27,existing credits paid back duly till now,retraining,5696,<100 DM,<1 years,2,none,4,savings agreement/life insurance,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,16,existing credits paid back duly till now,business,1932,no savings account,1<= < 4 years,3,none,3,real estate,35,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,29,critical account,domestic appliances,6120,<100 DM,4<= <7 years,3,none,3,unknown / no property,46,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
no account,14,critical account,education,4921,100 <= <500 DM,1<= < 4 years,4,none,4,car or other,35,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,furniture/equipment,3678,100 <= <500 DM,1<= < 4 years,4,none,3,real estate,35,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,22,existing credits paid back duly till now,business,3863,<100 DM,unemployed,3,none,3,unknown / no property,30,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,26,existing credits paid back duly till now,car (new),6513,<100 DM,1<= < 4 years,3,none,3,real estate,30,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,1
no account,12,critical account,radio/television,4708,500 <= < 1000 DM,unemployed,3,none,3,real estate,45,none,rent,2,unskilled - resident,1,none,no,male,married/widowed,0
>= 200 DM ,19,existing credits paid back duly till now,car (used),2801,<100 DM,<1 years,3,none,4,savings agreement/life insurance,34,none,own,1,unskilled - resident,2,none,yes,male,divorced/separated,1
>= 200 DM ,20,existing credits paid back duly till now,radio/television,5768,<100 DM,<1 years,2,none,4,savings agreement/life insurance,34,none,for free,2,unskilled - resident,2,none,yes,male,divorced/separated,1
0 <= <200 DM,27,existing credits paid back duly till now,business,3901,no savings account,4<= <7 years,3,none,4,car or other,29,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,retraining,1185,no savings account,4<= <7 years,4,none,4,savings agreement/life insurance,33,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,retraining,4770,<100 DM,4<= <7 years,3,none,4,savings agreement/life insurance,30,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,furniture/equipment,3933,<100 DM,1<= < 4 years,3,none,3,real estate,43,none,own,2,unskilled - resident,1,yes,yes,male,divorced/separated,1
<0 DM,8,existing credits paid back duly till now,furniture/equipment,2086,no savings account,4<= <7 years,3,none,4,savings agreement/life insurance,32,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,furniture/equipment,5654,no savings account,4<= <7 years,4,none,3,unknown / no property,31,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,13,existing credits paid back duly till now,furniture/equipment,2250,no savings account,1<= < 4 years,4,none,3,savings agreement/life insurance,25,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,30,critical account,radio/television,6455,100 <= <500 DM,<1 years,3,none,4,savings agreement/life insurance,35,none,own,2,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
<0 DM,33,existing credits paid back duly till now,furniture/equipment,8994,100 <= <500 DM,>=7 years,3,none,2,real estate,26,none,for free,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
>= 200 DM ,26,critical account,radio/television,4627,<100 DM,<1 years,2,none,4,savings agreement/life insurance,38,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
>= 200 DM ,26,no credits taken,others,3029,100 <= <500 DM,4<= <7 years,3,none,4,savings agreement/life insurance,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,business,4318,no savings account,1<= < 4 years,3,none,3,savings agreement/life insurance,25,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,28,existing credits paid back duly till now,others,5416,>= 1000 DM,>=7 years,3,none,3,savings agreement/life insurance,33,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,1
>= 200 DM ,22,critical account,radio/television,4582,<100 DM,<1 years,2,none,4,car or other,39,store,rent,2,management/ highly qualified employee,2,none,yes,female,divorced/separated,1
0 <= <200 DM,18,all credits at this bank paid back duly,furniture/equipment,2665,<100 DM,1<= < 4 years,3,none,4,car or other,33,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
>= 200 DM ,18,existing credits paid back duly till now,others,1468,<100 DM,<1 years,3,none,4,car or other,35,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,17,existing credits paid back duly till now,furniture/equipment,4947,<100 DM,>=7 years,3,none,2,real estate,38,none,rent,1,unskilled - resident,1,yes,yes,male,married/widowed,1
>= 200 DM ,30,critical account,radio/television,6568,100 <= <500 DM,>=7 years,3,none,4,savings agreement/life insurance,45,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,6,existing credits paid back duly till now,furniture/equipment,3865,no savings account,1<= < 4 years,4,none,2,real estate,28,store,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,male,divorced/separated,0
>= 200 DM ,15,existing credits paid back duly till now,furniture/equipment,1452,<100 DM,<1 years,3,none,4,savings agreement/life insurance,31,none,rent,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
