checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,4.0,existing credits paid back duly till now,furniture/equipment,3997.5583,<100 DM,>=7 years,4.0,none,2.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,15.0,delay in paying off,car (new),1158.83,<100 DM,>=7 years,3.0,none,1.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,6.0,existing credits paid back duly till now,furniture/equipment,2811.266,<100 DM,>=7 years,1.0,none,1.0,car or other,1,bank,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,36.0,existing credits paid back duly till now,radio/television,2389.463,no savings account,>=7 years,2.0,none,2.0,car or other,1,bank,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
>= 200 DM ,6.0,critical account,furniture/equipment,889.44434,no savings account,<1 years,2.0,none,2.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,3577.3892,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,10204.046,<100 DM,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,0,none,own,1.0,unskilled - resident,1.0,yes,yes,1,married/widowed,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,2389.6702,<100 DM,>=7 years,3.0,none,4.0,car or other,1,bank,own,1.0,unskilled - resident,1.0,yes,yes,1,married/widowed,1
<0 DM,8.0,existing credits paid back duly till now,car (new),1518.3589,<100 DM,<1 years,2.0,none,2.0,unknown / no property,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,car (used),780.0167,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,72.0,critical account,car (new),2762.9644,<100 DM,1<= < 4 years,1.0,none,1.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,60.0,critical account,radio/television,250.0,no savings account,>=7 years,2.0,none,1.0,savings agreement/life insurance,0,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,12.0,critical account,business,3972.3508,<100 DM,4<= <7 years,2.0,none,2.0,car or other,0,none,rent,1.0,skilled employee / official,1.0,none,no,1,divorced/separated,0
<0 DM,24.0,all credits at this bank paid back duly,radio/television,3567.3538,no savings account,unemployed,2.0,none,4.0,car or other,1,bank,rent,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,radio/television,3239.268,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,720.856,<100 DM,<1 years,1.0,none,3.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),1476.5013,<100 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,15.0,critical account,car (new),915.3593,no savings account,4<= <7 years,4.0,none,4.0,car or other,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),1382.7413,100 <= <500 DM,>=7 years,4.0,none,2.0,unknown / no property,0,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,married/widowed,1
no account,12.0,all credits at this bank paid back duly,car (used),884.01843,500 <= < 1000 DM,4<= <7 years,4.0,none,4.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,6.0,critical account,radio/television,2066.4243,<100 DM,4<= <7 years,2.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,20.0,no credits taken,radio/television,2291.8047,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,15.0,critical account,furniture/equipment,2675.7593,<100 DM,<1 years,3.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,car (new),3911.1143,<100 DM,>=7 years,3.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,4.0,critical account,furniture/equipment,3183.9514,<100 DM,1<= < 4 years,1.0,none,4.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,married/widowed,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,2121.8975,<100 DM,>=7 years,1.0,none,1.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,24.0,existing credits paid back duly till now,others,3657.9836,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),1053.1718,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,21.0,no credits taken,car (new),18424.0,no savings account,4<= <7 years,2.0,none,1.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,48.0,existing credits paid back duly till now,education,3123.9463,<100 DM,unemployed,4.0,none,4.0,savings agreement/life insurance,0,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,54.0,critical account,car (new),1525.1665,<100 DM,unemployed,4.0,none,4.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,6.0,existing credits paid back duly till now,car (new),250.0,<100 DM,4<= <7 years,1.0,none,1.0,car or other,0,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,18.0,no credits taken,furniture/equipment,2869.8374,no savings account,1<= < 4 years,4.0,none,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,9.0,existing credits paid back duly till now,radio/television,2607.767,<100 DM,<1 years,4.0,none,2.0,real estate,1,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,48.0,existing credits paid back duly till now,radio/television,1311.2001,100 <= <500 DM,4<= <7 years,2.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,1523.0023,<100 DM,<1 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),1048.5482,no savings account,1<= < 4 years,4.0,none,3.0,car or other,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,critical account,car (new),5527.269,<100 DM,>=7 years,4.0,none,3.0,real estate,0,none,own,2.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,11.536513,existing credits paid back duly till now,car (new),2118.6743,<100 DM,4<= <7 years,1.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,business,2469.4539,100 <= <500 DM,>=7 years,4.0,co-applicant,4.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,36.0,existing credits paid back duly till now,business,1568.9204,<100 DM,1<= < 4 years,3.0,none,2.0,savings agreement/life insurance,0,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,1.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),1310.7495,<100 DM,unemployed,2.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,repairs,2676.4944,<100 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,72.0,all credits at this bank paid back duly,car (new),4608.9624,500 <= < 1000 DM,>=7 years,3.0,none,3.0,real estate,1,none,own,2.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,0
no account,18.4039,existing credits paid back duly till now,car (used),1866.0562,100 <= <500 DM,<1 years,3.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,radio/television,1186.677,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,married/widowed,1
<0 DM,21.0,existing credits paid back duly till now,car (new),2284.8918,<100 DM,<1 years,1.0,none,3.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,car (new),250.0,no savings account,1<= < 4 years,4.0,none,4.0,real estate,1,store,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,24.0,all credits at this bank paid back duly,radio/television,2010.373,<100 DM,4<= <7 years,4.0,none,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,72.0,critical account,business,18424.0,<100 DM,<1 years,4.0,none,3.0,savings agreement/life insurance,0,none,own,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,36.0,existing credits paid back duly till now,furniture/equipment,8993.924,<100 DM,>=7 years,3.0,none,4.0,real estate,1,none,own,2.0,skilled employee / official,1.0,none,yes,1,married/widowed,1
0 <= <200 DM,36.0,existing credits paid back duly till now,car (new),3913.9949,<100 DM,4<= <7 years,2.0,none,1.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,24.0,critical account,radio/television,4743.8657,<100 DM,>=7 years,1.0,none,2.0,car or other,1,none,own,2.0,skilled employee / official,1.0,yes,yes,0,married/widowed,1
no account,10.0,existing credits paid back duly till now,car (new),1200.1003,no savings account,1<= < 4 years,2.0,co-applicant,4.0,unknown / no property,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,36.0,existing credits paid back duly till now,car (new),2236.494,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,critical account,car (used),1346.7914,<100 DM,unemployed,2.0,none,2.0,real estate,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,6.0,critical account,furniture/equipment,1239.9285,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
>= 200 DM ,30.0,existing credits paid back duly till now,business,2794.9307,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,car or other,1,bank,own,1.0,skilled employee / official,1.0,none,yes,0,married/widowed,1
no account,10.0,existing credits paid back duly till now,car (new),1153.073,500 <= < 1000 DM,>=7 years,1.0,none,2.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,15.0,critical account,car (new),950.8973,100 <= <500 DM,4<= <7 years,3.0,none,2.0,unknown / no property,1,bank,rent,1.0,skilled employee / official,1.0,yes,yes,0,married/widowed,1
0 <= <200 DM,4.0,critical account,furniture/equipment,1883.8961,<100 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),1533.0,<100 DM,>=7 years,1.0,none,2.0,savings agreement/life insurance,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,married/widowed,1
no account,15.0,critical account,radio/television,4795.3486,<100 DM,4<= <7 years,2.0,none,4.0,savings agreement/life insurance,1,bank,for free,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,>=7 years,4.0,none,4.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,72.0,critical account,radio/television,4820.0684,500 <= < 1000 DM,>=7 years,1.0,co-applicant,1.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,48.0,critical account,radio/television,5027.051,<100 DM,unemployed,4.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
<0 DM,30.0,existing credits paid back duly till now,car (new),1453.583,no savings account,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,30.0,critical account,others,1856.2607,<100 DM,4<= <7 years,4.0,guarantor,4.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
no account,24.0,critical account,furniture/equipment,1842.3475,<100 DM,>=7 years,4.0,none,3.0,real estate,0,none,own,1.0,unskilled - resident,2.0,none,yes,1,divorced/separated,1
<0 DM,24.0,all credits at this bank paid back duly,car (new),18424.0,<100 DM,4<= <7 years,1.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,22.0,all credits at this bank paid back duly,furniture/equipment,2054.9658,<100 DM,1<= < 4 years,2.0,none,2.0,unknown / no property,1,bank,rent,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),4261.711,>= 1000 DM,>=7 years,1.0,none,1.0,car or other,0,bank,for free,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,1
no account,15.0,no credits taken,car (new),2296.1206,<100 DM,>=7 years,4.0,guarantor,2.0,unknown / no property,1,none,for free,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,36.0,existing credits paid back duly till now,radio/television,250.0,no savings account,<1 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,2121.3105,100 <= <500 DM,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,1,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,0
>= 200 DM ,36.0,existing credits paid back duly till now,radio/television,1101.7028,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,2.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
no account,22.0,existing credits paid back duly till now,car (new),4272.0,100 <= <500 DM,<1 years,4.0,none,4.0,real estate,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),8475.604,<100 DM,>=7 years,4.0,co-applicant,4.0,car or other,1,bank,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),1422.9059,500 <= < 1000 DM,1<= < 4 years,2.0,none,3.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,married/widowed,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,>=7 years,2.0,guarantor,2.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,21.0,existing credits paid back duly till now,radio/television,1381.4534,no savings account,1<= < 4 years,4.0,none,1.0,real estate,0,none,own,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),1513.3248,<100 DM,>=7 years,1.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,12.0,delay in paying off,car (used),250.0,<100 DM,1<= < 4 years,2.0,none,2.0,unknown / no property,1,bank,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),1438.0153,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,0,store,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,24.0,critical account,radio/television,2338.5562,<100 DM,1<= < 4 years,1.0,none,3.0,unknown / no property,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,72.0,critical account,furniture/equipment,5069.4624,no savings account,<1 years,3.0,none,2.0,unknown / no property,0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
no account,12.0,critical account,radio/television,14413.113,<100 DM,1<= < 4 years,2.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,3078.0417,<100 DM,4<= <7 years,3.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,1344.0,<100 DM,unemployed,1.0,none,1.0,car or other,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,0
no account,20.609768,existing credits paid back duly till now,radio/television,2133.371,<100 DM,>=7 years,4.0,none,4.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),1116.7197,no savings account,1<= < 4 years,4.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
