checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,16,existing credits paid back duly till now,business,3709,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,39,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
<0 DM,22,all credits at this bank paid back duly,furniture/equipment,2440,<100 DM,<1 years,3,none,4,savings agreement/life insurance,39,store,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,0
<0 DM,20,no credits taken,education,2987,100 <= <500 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,female,married/widowed,0
<0 DM,22,no credits taken,business,3612,no savings account,1<= < 4 years,3,none,3,savings agreement/life insurance,32,bank,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,male,divorced/separated,0
no account,24,all credits at this bank paid back duly,furniture/equipment,1785,>= 1000 DM,>=7 years,3,none,3,car or other,37,none,rent,2,unskilled - resident,2,yes,yes,female,divorced/separated,0
0 <= <200 DM,23,all credits at this bank paid back duly,car (new),3398,100 <= <500 DM,>=7 years,4,none,4,savings agreement/life insurance,33,none,rent,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,0
<0 DM,14,all credits at this bank paid back duly,car (new),2897,>= 1000 DM,unemployed,4,none,3,real estate,33,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
<0 DM,22,critical account,others,4298,>= 1000 DM,4<= <7 years,3,guarantor,3,unknown / no property,37,store,for free,1,unemployed/ unskilled  - non-resident,1,yes,no,male,married/widowed,1
<0 DM,17,delay in paying off,education,2025,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,27,none,rent,2,skilled employee / official,1,yes,yes,male,married/widowed,0
<0 DM,15,all credits at this bank paid back duly,retraining,4028,<100 DM,>=7 years,4,none,3,savings agreement/life insurance,34,none,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,0
no account,22,existing credits paid back duly till now,education,1381,no savings account,1<= < 4 years,4,none,3,car or other,32,none,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
no account,32,all credits at this bank paid back duly,furniture/equipment,4304,100 <= <500 DM,unemployed,3,none,3,unknown / no property,33,store,own,2,skilled employee / official,2,yes,no,female,divorced/separated,0
0 <= <200 DM,18,delay in paying off,car (new),3476,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,35,bank,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,15,all credits at this bank paid back duly,domestic appliances,3102,<100 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,33,bank,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,24,critical account,repairs,1384,100 <= <500 DM,>=7 years,3,none,3,real estate,44,none,rent,2,management/ highly qualified employee,2,none,yes,male,married/widowed,1
no account,17,delay in paying off,furniture/equipment,2898,>= 1000 DM,<1 years,3,guarantor,3,unknown / no property,40,bank,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
>= 200 DM ,27,critical account,car (new),3438,500 <= < 1000 DM,4<= <7 years,3,guarantor,4,unknown / no property,41,bank,for free,2,skilled employee / official,1,none,no,male,married/widowed,1
<0 DM,24,existing credits paid back duly till now,furniture/equipment,3406,<100 DM,4<= <7 years,4,none,4,real estate,34,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,26,critical account,others,3858,500 <= < 1000 DM,>=7 years,4,guarantor,3,unknown / no property,31,bank,for free,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
<0 DM,13,existing credits paid back duly till now,car (new),2997,>= 1000 DM,<1 years,4,co-applicant,4,real estate,36,none,own,2,skilled employee / official,1,none,no,male,divorced/separated,1
no account,23,all credits at this bank paid back duly,furniture/equipment,3412,100 <= <500 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,30,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,1
0 <= <200 DM,20,delay in paying off,car (new),2929,500 <= < 1000 DM,<1 years,4,none,4,car or other,36,none,rent,2,unskilled - resident,2,none,no,male,divorced/separated,1
no account,28,no credits taken,car (new),5617,no savings account,4<= <7 years,4,none,4,savings agreement/life insurance,37,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,17,existing credits paid back duly till now,car (new),2798,<100 DM,1<= < 4 years,4,none,3,real estate,40,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,19,all credits at this bank paid back duly,car (new),5334,<100 DM,4<= <7 years,3,none,3,car or other,35,none,rent,2,skilled employee / official,2,none,yes,female,divorced/separated,0
no account,17,all credits at this bank paid back duly,education,2068,<100 DM,1<= < 4 years,3,none,3,real estate,35,none,for free,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,22,existing credits paid back duly till now,radio/television,3021,<100 DM,<1 years,3,none,4,savings agreement/life insurance,34,bank,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,17,delay in paying off,furniture/equipment,2252,<100 DM,1<= < 4 years,3,none,3,real estate,34,bank,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,30,critical account,repairs,4074,500 <= < 1000 DM,1<= < 4 years,3,none,3,car or other,31,bank,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,female,married/widowed,0
no account,27,existing credits paid back duly till now,retraining,3936,<100 DM,<1 years,3,none,3,car or other,28,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,22,all credits at this bank paid back duly,others,1620,100 <= <500 DM,>=7 years,3,guarantor,3,real estate,30,none,own,2,management/ highly qualified employee,2,none,no,male,divorced/separated,0
no account,27,existing credits paid back duly till now,others,3607,500 <= < 1000 DM,1<= < 4 years,3,guarantor,4,unknown / no property,28,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,male,divorced/separated,1
no account,23,no credits taken,others,5466,<100 DM,4<= <7 years,4,none,2,car or other,29,none,own,1,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,16,critical account,car (new),3953,>= 1000 DM,1<= < 4 years,4,co-applicant,3,car or other,35,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,male,divorced/separated,0
<0 DM,20,delay in paying off,car (new),4505,<100 DM,<1 years,4,none,3,car or other,44,bank,own,2,unskilled - resident,2,none,yes,female,divorced/separated,1
0 <= <200 DM,31,all credits at this bank paid back duly,retraining,5608,<100 DM,unemployed,3,none,3,car or other,31,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,19,existing credits paid back duly till now,repairs,1586,<100 DM,>=7 years,3,guarantor,3,car or other,21,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,others,7812,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,42,none,for free,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,19,critical account,radio/television,2367,<100 DM,1<= < 4 years,4,none,4,car or other,32,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,31,existing credits paid back duly till now,car (used),4892,<100 DM,unemployed,4,none,2,unknown / no property,22,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,others,2519,<100 DM,unemployed,4,none,3,real estate,43,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,19,all credits at this bank paid back duly,repairs,3132,>= 1000 DM,1<= < 4 years,3,co-applicant,4,real estate,42,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,19,all credits at this bank paid back duly,business,2504,<100 DM,<1 years,2,none,3,car or other,31,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,42,all credits at this bank paid back duly,education,5877,<100 DM,unemployed,3,none,2,savings agreement/life insurance,24,none,rent,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,retraining,3882,<100 DM,4<= <7 years,4,none,3,car or other,35,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,31,delay in paying off,car (new),3166,100 <= <500 DM,<1 years,3,none,3,car or other,20,none,own,3,management/ highly qualified employee,2,none,yes,female,divorced/separated,1
0 <= <200 DM,22,critical account,repairs,1493,<100 DM,unemployed,2,none,4,car or other,44,bank,own,3,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,16,critical account,domestic appliances,2476,<100 DM,>=7 years,3,none,3,unknown / no property,40,none,own,3,management/ highly qualified employee,2,none,yes,male,divorced/separated,1
>= 200 DM ,27,critical account,car (used),4542,500 <= < 1000 DM,1<= < 4 years,3,guarantor,3,unknown / no property,35,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
no account,14,critical account,business,3439,<100 DM,4<= <7 years,3,none,2,unknown / no property,53,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,31,critical account,others,4811,500 <= < 1000 DM,unemployed,3,none,3,unknown / no property,44,bank,for free,2,management/ highly qualified employee,2,yes,yes,female,divorced/separated,1
no account,11,critical account,business,704,<100 DM,>=7 years,4,none,3,real estate,49,none,for free,3,management/ highly qualified employee,2,none,yes,male,married/widowed,1
>= 200 DM ,21,critical account,business,2264,<100 DM,>=7 years,3,none,2,unknown / no property,40,none,for free,3,management/ highly qualified employee,2,none,no,male,married/widowed,0
<0 DM,30,existing credits paid back duly till now,retraining,5615,<100 DM,1<= < 4 years,4,none,3,real estate,33,bank,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,23,delay in paying off,car (new),5361,<100 DM,1<= < 4 years,4,none,3,car or other,47,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,23,critical account,furniture/equipment,3986,no savings account,unemployed,2,none,3,real estate,54,none,for free,2,unemployed/ unskilled  - non-resident,1,none,yes,male,divorced/separated,1
>= 200 DM ,9,existing credits paid back duly till now,others,2394,<100 DM,1<= < 4 years,4,guarantor,3,real estate,44,none,for free,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,26,existing credits paid back duly till now,retraining,3954,no savings account,1<= < 4 years,4,none,4,car or other,29,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,50,delay in paying off,car (used),8517,100 <= <500 DM,1<= < 4 years,3,guarantor,2,unknown / no property,20,bank,for free,2,unemployed/ unskilled  - non-resident,1,yes,yes,female,divorced/separated,0
no account,21,critical account,retraining,2667,<100 DM,>=7 years,4,none,3,real estate,37,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
>= 200 DM ,29,critical account,car (used),6008,100 <= <500 DM,4<= <7 years,3,guarantor,3,unknown / no property,44,store,for free,2,skilled employee / official,2,none,no,male,married/widowed,1
0 <= <200 DM,24,delay in paying off,radio/television,3635,<100 DM,unemployed,4,none,3,unknown / no property,28,none,own,3,skilled employee / official,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,15,critical account,radio/television,3486,<100 DM,1<= < 4 years,4,none,4,car or other,31,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,10,critical account,domestic appliances,2023,<100 DM,>=7 years,4,none,2,unknown / no property,51,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= <200 DM,28,critical account,car (new),7230,>= 1000 DM,4<= <7 years,4,guarantor,3,unknown / no property,43,bank,for free,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,car (new),2858,<100 DM,4<= <7 years,4,none,4,car or other,45,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
0 <= <200 DM,25,existing credits paid back duly till now,education,4084,<100 DM,1<= < 4 years,3,none,3,car or other,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,0
0 <= <200 DM,12,existing credits paid back duly till now,car (new),1876,no savings account,1<= < 4 years,3,co-applicant,4,real estate,43,store,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,36,existing credits paid back duly till now,education,5775,<100 DM,1<= < 4 years,4,guarantor,2,unknown / no property,32,none,own,2,unemployed/ unskilled  - non-resident,1,yes,yes,female,divorced/separated,0
0 <= <200 DM,23,existing credits paid back duly till now,car (new),4122,>= 1000 DM,4<= <7 years,4,none,4,car or other,40,none,for free,1,unemployed/ unskilled  - non-resident,2,none,yes,female,married/widowed,0
>= 200 DM ,35,critical account,domestic appliances,4527,>= 1000 DM,unemployed,4,co-applicant,3,unknown / no property,43,bank,for free,3,management/ highly qualified employee,2,none,yes,male,married/widowed,1
<0 DM,32,all credits at this bank paid back duly,car (used),5622,<100 DM,unemployed,4,none,3,savings agreement/life insurance,40,none,own,3,skilled employee / official,2,none,yes,male,divorced/separated,0
>= 200 DM ,42,critical account,car (used),9401,100 <= <500 DM,1<= < 4 years,4,guarantor,3,unknown / no property,24,bank,for free,1,unemployed/ unskilled  - non-resident,1,none,yes,female,married/widowed,0
0 <= <200 DM,23,existing credits paid back duly till now,domestic appliances,2087,<100 DM,4<= <7 years,3,none,4,unknown / no property,43,store,own,2,skilled employee / official,2,none,yes,female,divorced/separated,1
>= 200 DM ,29,existing credits paid back duly till now,car (used),7605,100 <= <500 DM,1<= < 4 years,4,guarantor,3,unknown / no property,38,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated,0
<0 DM,14,existing credits paid back duly till now,car (new),4176,<100 DM,4<= <7 years,4,none,3,unknown / no property,48,none,for free,2,skilled employee / official,2,none,yes,female,divorced/separated,1
no account,31,existing credits paid back duly till now,car (new),5578,>= 1000 DM,>=7 years,4,guarantor,3,unknown / no property,40,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
<0 DM,8,existing credits paid back duly till now,radio/television,1241,<100 DM,>=7 years,4,none,4,real estate,36,none,own,1,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,28,critical account,car (used),6535,<100 DM,unemployed,4,co-applicant,4,unknown / no property,43,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,0
>= 200 DM ,37,critical account,car (used),7998,100 <= <500 DM,1<= < 4 years,4,guarantor,3,unknown / no property,35,none,for free,2,unemployed/ unskilled  - non-resident,1,none,yes,female,divorced/separated,0
>= 200 DM ,30,existing credits paid back duly till now,car (used),8193,>= 1000 DM,4<= <7 years,4,guarantor,3,unknown / no property,50,none,for free,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,22,delay in paying off,car (new),2743,100 <= <500 DM,1<= < 4 years,4,none,3,unknown / no property,34,none,own,1,unskilled - resident,2,none,yes,female,divorced/separated,0
0 <= <200 DM,31,existing credits paid back duly till now,car (new),5644,<100 DM,unemployed,4,none,4,unknown / no property,52,none,own,1,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,40,existing credits paid back duly till now,car (new),4958,100 <= <500 DM,1<= < 4 years,3,guarantor,4,unknown / no property,23,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated,0
<0 DM,26,existing credits paid back duly till now,radio/television,779,no savings account,unemployed,4,none,4,car or other,22,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,27,critical account,education,5131,>= 1000 DM,1<= < 4 years,4,co-applicant,3,unknown / no property,38,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,male,divorced/separated,0
>= 200 DM ,34,all credits at this bank paid back duly,car (new),3808,100 <= <500 DM,unemployed,4,none,4,unknown / no property,25,none,own,2,skilled employee / official,2,yes,yes,female,divorced/separated,0
>= 200 DM ,28,critical account,car (used),3936,100 <= <500 DM,unemployed,4,none,3,unknown / no property,27,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,female,divorced/separated,0
>= 200 DM ,20,all credits at this bank paid back duly,car (used),3573,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,36,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,40,existing credits paid back duly till now,car (used),6674,<100 DM,unemployed,4,none,3,unknown / no property,37,none,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,1
>= 200 DM ,27,all credits at this bank paid back duly,car (used),2929,100 <= <500 DM,>=7 years,3,guarantor,3,unknown / no property,36,store,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
<0 DM,28,existing credits paid back duly till now,car (used),3329,100 <= <500 DM,unemployed,4,none,3,savings agreement/life insurance,35,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,25,no credits taken,furniture/equipment,6228,>= 1000 DM,4<= <7 years,4,none,3,unknown / no property,41,none,own,2,unskilled - resident,2,none,yes,female,divorced/separated,0
>= 200 DM ,38,all credits at this bank paid back duly,education,6384,<100 DM,unemployed,3,none,3,real estate,23,none,rent,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
no account,19,no credits taken,car (new),3362,>= 1000 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,35,none,own,1,unskilled - resident,2,none,yes,male,divorced/separated,1
>= 200 DM ,35,no credits taken,radio/television,5154,<100 DM,unemployed,3,guarantor,4,savings agreement/life insurance,31,store,own,2,skilled employee / official,1,none,no,female,divorced/separated,1
>= 200 DM ,42,existing credits paid back duly till now,repairs,4953,100 <= <500 DM,unemployed,2,none,4,savings agreement/life insurance,23,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated,0
>= 200 DM ,24,existing credits paid back duly till now,radio/television,1729,500 <= < 1000 DM,<1 years,3,none,4,car or other,41,none,own,2,unskilled - resident,2,none,no,male,divorced/separated,1
no account,21,no credits taken,car (new),6486,<100 DM,4<= <7 years,4,none,3,unknown / no property,36,none,own,2,unskilled - resident,2,none,yes,female,divorced/separated,0
no account,35,existing credits paid back duly till now,furniture/equipment,2850,500 <= < 1000 DM,4<= <7 years,3,none,3,real estate,26,none,own,2,unskilled - resident,1,yes,yes,male,divorced/separated,1
no account,43,critical account,car (used),8118,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,42,bank,for free,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,27,existing credits paid back duly till now,retraining,2862,>= 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,43,bank,own,1,unskilled - resident,2,none,yes,female,married/widowed,1
no account,14,critical account,business,1216,>= 1000 DM,1<= < 4 years,4,none,3,real estate,42,none,own,2,unskilled - resident,2,yes,yes,male,divorced/separated,1
