checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,41.15229,existing credits paid back duly till now,furniture/equipment,2335.4731,<100 DM,1<= < 4 years,3.0,guarantor,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,31.942661,existing credits paid back duly till now,furniture/equipment,4786.441,500 <= < 1000 DM,>=7 years,3.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,10.885557,critical account,car (used),2719.2815,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,0,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,0
no account,4.0,critical account,radio/television,1378.0443,<100 DM,>=7 years,1.0,none,3.0356233,car or other,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,education,1941.6675,no savings account,1<= < 4 years,1.0,none,3.0,real estate,0,none,for free,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,22.07363,critical account,car (new),1164.2295,<100 DM,4<= <7 years,4.0,none,2.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
<0 DM,24.0,critical account,car (new),2286.7615,100 <= <500 DM,>=7 years,4.0,none,4.0,car or other,1,store,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,business,2723.093,no savings account,1<= < 4 years,1.0,none,1.0,savings agreement/life insurance,0,none,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
>= 200 DM ,4.0,existing credits paid back duly till now,domestic appliances,2315.7417,no savings account,<1 years,3.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,married/widowed,1
no account,9.987427,critical account,car (new),2221.924,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,21.0,critical account,radio/television,3566.3093,<100 DM,1<= < 4 years,4.0,co-applicant,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,car (new),13332.962,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,rent,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,30.0,critical account,car (used),18424.0,100 <= <500 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,business,3778.5493,<100 DM,4<= <7 years,2.0,none,3.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,4.0,critical account,furniture/equipment,4718.116,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,36.0,critical account,car (new),2942.318,no savings account,>=7 years,2.0,co-applicant,4.0,car or other,0,none,own,1.9853058,unskilled - resident,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,29.005865,existing credits paid back duly till now,radio/television,3667.6143,no savings account,>=7 years,2.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,11.848645,existing credits paid back duly till now,radio/television,6315.077,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,12.0,critical account,furniture/equipment,250.0,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,1
<0 DM,12.5797,existing credits paid back duly till now,furniture/equipment,2702.1501,no savings account,<1 years,1.5252752,co-applicant,3.0,savings agreement/life insurance,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,all credits at this bank paid back duly,car (new),2152.5972,no savings account,1<= < 4 years,3.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,16.372025,critical account,car (new),5388.132,no savings account,<1 years,3.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,42.98691,existing credits paid back duly till now,business,1514.8364,100 <= <500 DM,4<= <7 years,2.0,none,4.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,1
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,4.0,guarantor,1.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,0
no account,41.05278,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,6.7005367,all credits at this bank paid back duly,radio/television,2834.8984,no savings account,>=7 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,12.018044,existing credits paid back duly till now,car (new),1525.8961,100 <= <500 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,bank,for free,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,21.0,critical account,radio/television,2332.187,<100 DM,4<= <7 years,4.0,none,2.0,car or other,0,bank,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,6372.6353,<100 DM,4<= <7 years,3.0,none,2.0,car or other,1,none,rent,2.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),1149.3721,<100 DM,1<= < 4 years,4.0,none,3.0,real estate,1,none,rent,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,72.0,delay in paying off,furniture/equipment,3387.779,<100 DM,>=7 years,1.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
<0 DM,21.0,existing credits paid back duly till now,furniture/equipment,3948.0186,<100 DM,>=7 years,1.0,none,1.0,savings agreement/life insurance,1,bank,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,4749.2964,<100 DM,>=7 years,3.974213,none,1.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),4599.3306,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
0 <= <200 DM,12.0,critical account,business,6810.8877,<100 DM,<1 years,2.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,48.0,critical account,radio/television,250.0,<100 DM,<1 years,3.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,4.0,delay in paying off,business,1378.8428,no savings account,>=7 years,1.0,none,4.0,savings agreement/life insurance,0,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,11.510892,existing credits paid back duly till now,radio/television,250.0,<100 DM,unemployed,4.0,none,4.0,car or other,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,30.0,existing credits paid back duly till now,education,2733.1333,no savings account,<1 years,4.0,none,2.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,others,3295.89,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,0,none,own,1.0,management/ highly qualified employee,1.0,none,no,1,divorced/separated,0
no account,12.0,critical account,car (new),609.6642,<100 DM,<1 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,married/widowed,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,7852.1294,no savings account,1<= < 4 years,4.0,none,4.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,12.0,no credits taken,radio/television,1607.6875,100 <= <500 DM,unemployed,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,72.0,critical account,car (new),6687.2734,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,4883.4146,no savings account,>=7 years,4.0,none,3.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,4.0,all credits at this bank paid back duly,radio/television,2255.1125,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,16.834408,delay in paying off,furniture/equipment,8242.837,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,23.931002,existing credits paid back duly till now,radio/television,1875.8555,no savings account,1<= < 4 years,4.0,none,2.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,48.0,existing credits paid back duly till now,radio/television,2224.247,<100 DM,>=7 years,3.0,none,4.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,3400.5059,<100 DM,4<= <7 years,2.0,none,2.0,savings agreement/life insurance,0,none,rent,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
<0 DM,23.867968,existing credits paid back duly till now,business,5606.7144,<100 DM,1<= < 4 years,3.0,none,2.0,car or other,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,3776.5186,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,1391.5991,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
>= 200 DM ,9.0,existing credits paid back duly till now,business,2445.51,<100 DM,<1 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,radio/television,2100.2788,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,7035.248,<100 DM,>=7 years,2.0,none,2.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
<0 DM,12.0,critical account,furniture/equipment,1615.1512,no savings account,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,domestic appliances,1383.655,<100 DM,<1 years,4.0,none,2.0,unknown / no property,1,none,for free,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,29.906713,existing credits paid back duly till now,radio/television,1563.3483,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,15.0,critical account,car (new),8645.005,no savings account,4<= <7 years,4.0,none,4.0,real estate,1,store,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,1<= < 4 years,4.0,none,3.0,real estate,1,none,rent,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,100 <= <500 DM,1<= < 4 years,2.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,24.0,critical account,furniture/equipment,3484.608,no savings account,<1 years,4.0,none,4.0,real estate,0,none,rent,1.0,skilled employee / official,1.0,yes,yes,0,married/widowed,1
<0 DM,10.069675,delay in paying off,car (new),2556.1038,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,radio/television,677.2168,<100 DM,<1 years,4.0,none,2.0,car or other,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,7.0651774,existing credits paid back duly till now,business,1329.7423,<100 DM,1<= < 4 years,3.0,none,1.0,car or other,1,store,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,>=7 years,3.0,none,2.2311685,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,6.0,existing credits paid back duly till now,car (new),9731.167,<100 DM,>=7 years,4.0,co-applicant,3.43579,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,1.0,none,3.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,5172.847,<100 DM,>=7 years,1.0,none,3.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
>= 200 DM ,13.856441,delay in paying off,radio/television,1805.4838,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,9.112224,critical account,business,250.0,<100 DM,<1 years,1.0,co-applicant,4.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,4.0,critical account,business,2569.309,<100 DM,>=7 years,3.0,none,4.0,unknown / no property,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,1,divorced/separated,0
no account,5.075806,existing credits paid back duly till now,car (used),3177.4153,100 <= <500 DM,unemployed,4.0,none,4.0,real estate,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,8427.773,<100 DM,1<= < 4 years,4.0,none,1.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,radio/television,891.88947,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,1821.5548,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,retraining,774.1289,<100 DM,>=7 years,1.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,7946.6006,<100 DM,>=7 years,4.0,none,3.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
<0 DM,72.0,critical account,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,1,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,21.0,delay in paying off,retraining,1249.394,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,4<= <7 years,4.0,none,2.0,car or other,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,car (new),2828.9602,<100 DM,>=7 years,2.0,co-applicant,1.0,savings agreement/life insurance,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,married/widowed,1
<0 DM,24.0,critical account,radio/television,2911.0784,no savings account,>=7 years,4.0,none,1.0,real estate,0,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,24.0,all credits at this bank paid back duly,car (used),250.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,critical account,car (new),2604.7576,>= 1000 DM,<1 years,4.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,3821.6555,<100 DM,1<= < 4 years,4.0,co-applicant,4.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
<0 DM,12.0,critical account,car (new),5933.4688,no savings account,<1 years,3.0,none,2.0,real estate,1,none,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,0
no account,37.986458,existing credits paid back duly till now,radio/television,5225.156,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,18.0,critical account,radio/television,5566.483,<100 DM,1<= < 4 years,3.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
<0 DM,45.543766,critical account,education,2438.6016,<100 DM,4<= <7 years,3.0,none,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,24.0,delay in paying off,business,18424.0,<100 DM,<1 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,36.0,existing credits paid back duly till now,retraining,3988.1099,no savings account,unemployed,4.0,none,4.0,real estate,1,store,own,1.0,skilled employee / official,2.0,yes,yes,1,divorced/separated,1
no account,9.0,existing credits paid back duly till now,car (new),2495.874,<100 DM,<1 years,4.0,none,3.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,critical account,others,1838.3127,<100 DM,4<= <7 years,2.0,none,4.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,15.0,existing credits paid back duly till now,radio/television,2926.046,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,bank,rent,2.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,radio/television,1939.4365,no savings account,4<= <7 years,2.0,none,1.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,18.392984,critical account,furniture/equipment,11086.4375,no savings account,1<= < 4 years,4.0,none,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,15.0,critical account,business,1409.8479,<100 DM,<1 years,1.0,co-applicant,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,6.510305,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,store,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,24.0,critical account,furniture/equipment,18424.0,<100 DM,>=7 years,1.0,none,4.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
<0 DM,12.0,critical account,retraining,250.0,>= 1000 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,1,none,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,24.0,critical account,furniture/equipment,2299.7205,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,11.791962,critical account,car (new),250.0,no savings account,<1 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,1895.9874,no savings account,1<= < 4 years,4.0,none,4.0,car or other,1,bank,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,8.764516,delay in paying off,car (used),1219.4022,500 <= < 1000 DM,4<= <7 years,4.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,36.0,critical account,car (new),958.84485,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,18.0,critical account,radio/television,1987.1174,<100 DM,>=7 years,4.0,none,4.0,real estate,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,0
<0 DM,4.0,existing credits paid back duly till now,car (new),2993.3433,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,12.0,critical account,car (new),6420.2812,<100 DM,<1 years,3.0,none,2.0,car or other,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
