checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,28,all credits at this bank paid back duly,car (used),3138,no savings account,<1 years,4,none,3,savings agreement/life insurance,1,bank,own,2,skilled employee / official,2,none,no,1,divorced/separated,1
0 <= <200 DM,17,critical account,furniture/equipment,2973,>= 1000 DM,<1 years,4,guarantor,3,savings agreement/life insurance,0,none,rent,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
no account,22,all credits at this bank paid back duly,car (new),2659,100 <= <500 DM,1<= < 4 years,3,guarantor,3,unknown / no property,0,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,1
0 <= <200 DM,19,critical account,domestic appliances,2253,<100 DM,<1 years,3,none,3,unknown / no property,0,none,own,2,unskilled - resident,2,none,no,1,married/widowed,0
>= 200 DM ,20,existing credits paid back duly till now,retraining,3244,>= 1000 DM,unemployed,4,guarantor,3,savings agreement/life insurance,1,store,own,2,unskilled - resident,2,yes,yes,1,married/widowed,0
0 <= <200 DM,18,critical account,car (used),2735,500 <= < 1000 DM,>=7 years,3,none,3,savings agreement/life insurance,1,store,rent,2,unskilled - resident,2,none,yes,1,married/widowed,0
no account,28,delay in paying off,radio/television,4333,500 <= < 1000 DM,<1 years,3,none,4,savings agreement/life insurance,0,bank,rent,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
<0 DM,27,existing credits paid back duly till now,car (used),4198,>= 1000 DM,unemployed,3,none,3,savings agreement/life insurance,1,bank,own,2,skilled employee / official,2,yes,yes,1,married/widowed,1
0 <= <200 DM,29,critical account,repairs,1978,500 <= < 1000 DM,>=7 years,3,none,4,real estate,0,none,rent,2,unskilled - resident,2,yes,yes,0,married/widowed,0
0 <= <200 DM,21,all credits at this bank paid back duly,retraining,3749,500 <= < 1000 DM,1<= < 4 years,4,co-applicant,3,unknown / no property,1,store,own,2,unskilled - resident,2,none,yes,1,divorced/separated,0
>= 200 DM ,24,all credits at this bank paid back duly,business,1902,100 <= <500 DM,<1 years,4,co-applicant,3,unknown / no property,1,store,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,business,2138,500 <= < 1000 DM,1<= < 4 years,4,none,3,unknown / no property,1,store,for free,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,22,all credits at this bank paid back duly,radio/television,2274,no savings account,unemployed,4,guarantor,3,savings agreement/life insurance,1,store,for free,2,unskilled - resident,2,yes,no,0,divorced/separated,0
<0 DM,17,existing credits paid back duly till now,domestic appliances,3898,100 <= <500 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,bank,own,2,unskilled - resident,2,none,no,0,divorced/separated,1
>= 200 DM ,19,critical account,repairs,2404,100 <= <500 DM,>=7 years,3,none,3,savings agreement/life insurance,1,none,for free,2,unskilled - resident,2,yes,yes,0,married/widowed,1
<0 DM,19,delay in paying off,education,3437,no savings account,>=7 years,4,co-applicant,3,car or other,1,store,own,2,unemployed/ unskilled  - non-resident,2,yes,no,0,divorced/separated,1
no account,20,delay in paying off,car (new),3395,no savings account,unemployed,3,none,3,car or other,0,bank,rent,2,unskilled - resident,2,yes,no,1,divorced/separated,1
no account,27,critical account,furniture/equipment,3245,500 <= < 1000 DM,<1 years,4,guarantor,4,real estate,0,store,own,2,skilled employee / official,2,none,no,1,divorced/separated,1
0 <= <200 DM,24,delay in paying off,car (new),2434,500 <= < 1000 DM,<1 years,4,guarantor,3,real estate,0,store,for free,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,0
<0 DM,27,delay in paying off,repairs,2880,no savings account,unemployed,3,guarantor,3,car or other,0,store,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,26,no credits taken,repairs,2634,>= 1000 DM,1<= < 4 years,4,guarantor,3,real estate,0,store,for free,2,unskilled - resident,2,none,no,0,divorced/separated,0
<0 DM,19,existing credits paid back duly till now,car (new),3589,<100 DM,unemployed,3,none,3,real estate,1,bank,own,2,management/ highly qualified employee,2,none,no,0,divorced/separated,1
0 <= <200 DM,22,critical account,radio/television,3009,500 <= < 1000 DM,>=7 years,3,guarantor,3,car or other,1,bank,own,2,skilled employee / official,2,none,no,1,married/widowed,0
0 <= <200 DM,22,no credits taken,car (used),3405,100 <= <500 DM,4<= <7 years,4,guarantor,4,real estate,0,bank,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,0
>= 200 DM ,25,delay in paying off,radio/television,2394,100 <= <500 DM,>=7 years,4,none,3,savings agreement/life insurance,0,none,own,2,management/ highly qualified employee,2,none,no,1,married/widowed,1
no account,25,critical account,retraining,3305,no savings account,1<= < 4 years,3,co-applicant,3,unknown / no property,0,none,own,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,1
<0 DM,25,no credits taken,repairs,3203,500 <= < 1000 DM,4<= <7 years,4,none,4,unknown / no property,1,bank,rent,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,0
<0 DM,15,no credits taken,domestic appliances,2857,no savings account,>=7 years,4,guarantor,3,real estate,1,bank,own,2,unskilled - resident,2,yes,yes,0,married/widowed,0
0 <= <200 DM,15,no credits taken,retraining,3084,<100 DM,>=7 years,4,none,4,unknown / no property,1,none,rent,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,24,all credits at this bank paid back duly,retraining,3403,500 <= < 1000 DM,4<= <7 years,3,guarantor,4,car or other,1,none,for free,2,management/ highly qualified employee,2,yes,no,0,married/widowed,0
no account,26,no credits taken,retraining,3505,no savings account,>=7 years,3,none,3,real estate,0,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
0 <= <200 DM,20,all credits at this bank paid back duly,car (used),2306,>= 1000 DM,unemployed,3,co-applicant,3,savings agreement/life insurance,1,store,rent,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,0
0 <= <200 DM,22,all credits at this bank paid back duly,education,3787,no savings account,1<= < 4 years,4,guarantor,3,car or other,1,store,for free,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,20,critical account,furniture/equipment,3127,>= 1000 DM,1<= < 4 years,4,guarantor,3,unknown / no property,1,store,own,2,unskilled - resident,2,yes,yes,1,married/widowed,0
no account,24,existing credits paid back duly till now,domestic appliances,2821,100 <= <500 DM,unemployed,3,guarantor,3,savings agreement/life insurance,1,store,rent,2,unskilled - resident,2,yes,yes,1,married/widowed,0
>= 200 DM ,24,delay in paying off,radio/television,3471,100 <= <500 DM,1<= < 4 years,4,none,3,car or other,0,none,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,1
>= 200 DM ,25,all credits at this bank paid back duly,business,3612,<100 DM,1<= < 4 years,3,none,3,real estate,0,none,for free,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,1
<0 DM,20,all credits at this bank paid back duly,radio/television,2097,no savings account,1<= < 4 years,4,co-applicant,3,savings agreement/life insurance,1,store,rent,2,unskilled - resident,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,24,critical account,retraining,3606,<100 DM,1<= < 4 years,3,co-applicant,3,real estate,1,store,for free,2,unskilled - resident,2,yes,yes,0,divorced/separated,1
>= 200 DM ,17,existing credits paid back duly till now,car (used),2400,<100 DM,1<= < 4 years,3,co-applicant,3,savings agreement/life insurance,0,store,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,26,delay in paying off,car (new),3271,no savings account,unemployed,4,guarantor,3,car or other,1,bank,for free,2,skilled employee / official,2,none,no,0,married/widowed,0
0 <= <200 DM,21,critical account,radio/television,2261,<100 DM,<1 years,3,co-applicant,4,real estate,1,bank,own,2,unskilled - resident,2,none,no,0,divorced/separated,1
no account,22,all credits at this bank paid back duly,radio/television,2855,>= 1000 DM,>=7 years,4,none,3,savings agreement/life insurance,1,store,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,25,critical account,furniture/equipment,1729,500 <= < 1000 DM,4<= <7 years,3,none,4,unknown / no property,1,store,rent,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
<0 DM,21,existing credits paid back duly till now,repairs,3705,no savings account,>=7 years,4,guarantor,4,real estate,1,bank,for free,2,skilled employee / official,2,yes,yes,1,married/widowed,1
no account,18,no credits taken,radio/television,2575,100 <= <500 DM,4<= <7 years,3,guarantor,3,real estate,1,store,for free,2,management/ highly qualified employee,2,none,no,0,divorced/separated,1
<0 DM,30,critical account,retraining,3355,no savings account,>=7 years,3,co-applicant,4,unknown / no property,0,store,rent,2,unskilled - resident,2,yes,no,0,divorced/separated,0
<0 DM,19,critical account,car (new),2175,no savings account,<1 years,3,none,3,car or other,0,store,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,0
<0 DM,21,critical account,furniture/equipment,2828,no savings account,>=7 years,3,none,3,car or other,0,none,rent,2,management/ highly qualified employee,2,none,yes,1,married/widowed,1
>= 200 DM ,26,all credits at this bank paid back duly,car (new),2102,100 <= <500 DM,<1 years,3,none,4,real estate,1,store,own,2,unskilled - resident,2,none,yes,0,divorced/separated,1
<0 DM,27,critical account,others,3041,>= 1000 DM,>=7 years,3,co-applicant,3,unknown / no property,1,store,own,2,unskilled - resident,2,yes,no,1,divorced/separated,0
0 <= <200 DM,19,critical account,others,4648,100 <= <500 DM,>=7 years,4,co-applicant,3,real estate,0,store,rent,2,skilled employee / official,2,yes,no,1,divorced/separated,1
0 <= <200 DM,28,all credits at this bank paid back duly,radio/television,3208,>= 1000 DM,1<= < 4 years,3,co-applicant,3,real estate,1,bank,rent,2,unskilled - resident,2,none,no,1,divorced/separated,1
<0 DM,17,delay in paying off,furniture/equipment,3365,no savings account,<1 years,4,none,3,car or other,0,bank,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
<0 DM,22,all credits at this bank paid back duly,others,2375,<100 DM,unemployed,3,none,3,savings agreement/life insurance,0,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,0
<0 DM,21,critical account,repairs,4108,<100 DM,unemployed,4,none,4,real estate,1,bank,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
<0 DM,25,all credits at this bank paid back duly,furniture/equipment,3250,>= 1000 DM,>=7 years,4,co-applicant,3,savings agreement/life insurance,0,store,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,0
>= 200 DM ,21,delay in paying off,business,3986,>= 1000 DM,<1 years,4,co-applicant,3,savings agreement/life insurance,1,store,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,26,delay in paying off,education,4296,100 <= <500 DM,<1 years,3,guarantor,3,savings agreement/life insurance,1,none,rent,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
0 <= <200 DM,18,delay in paying off,furniture/equipment,1909,<100 DM,>=7 years,3,co-applicant,3,car or other,1,store,for free,2,management/ highly qualified employee,2,none,yes,1,married/widowed,0
<0 DM,24,existing credits paid back duly till now,car (used),5393,<100 DM,>=7 years,3,co-applicant,3,real estate,0,none,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
<0 DM,29,existing credits paid back duly till now,furniture/equipment,3944,no savings account,4<= <7 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,0,married/widowed,1
0 <= <200 DM,21,all credits at this bank paid back duly,repairs,3498,500 <= < 1000 DM,>=7 years,3,none,4,savings agreement/life insurance,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,no,1,married/widowed,1
no account,22,existing credits paid back duly till now,repairs,3819,no savings account,>=7 years,3,none,4,car or other,1,bank,own,2,skilled employee / official,2,none,yes,0,married/widowed,1
0 <= <200 DM,22,no credits taken,furniture/equipment,3380,no savings account,>=7 years,3,co-applicant,4,real estate,1,store,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,26,critical account,business,4034,500 <= < 1000 DM,<1 years,3,none,4,savings agreement/life insurance,0,none,rent,2,skilled employee / official,2,yes,yes,0,married/widowed,0
0 <= <200 DM,20,no credits taken,education,3723,>= 1000 DM,1<= < 4 years,3,none,3,car or other,0,bank,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,17,existing credits paid back duly till now,repairs,1702,500 <= < 1000 DM,1<= < 4 years,3,co-applicant,3,car or other,0,bank,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,0
no account,22,all credits at this bank paid back duly,car (new),3910,<100 DM,unemployed,4,none,3,car or other,0,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,0,married/widowed,0
<0 DM,21,no credits taken,others,1519,>= 1000 DM,4<= <7 years,3,co-applicant,3,car or other,0,bank,rent,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
no account,19,existing credits paid back duly till now,furniture/equipment,2337,500 <= < 1000 DM,unemployed,4,none,4,car or other,1,bank,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,30,existing credits paid back duly till now,business,2501,>= 1000 DM,4<= <7 years,3,co-applicant,4,savings agreement/life insurance,1,none,own,2,management/ highly qualified employee,2,none,yes,1,married/widowed,1
<0 DM,24,critical account,others,3008,>= 1000 DM,<1 years,4,guarantor,4,car or other,1,none,own,2,management/ highly qualified employee,2,yes,no,1,divorced/separated,1
>= 200 DM ,25,existing credits paid back duly till now,car (new),3464,no savings account,1<= < 4 years,4,guarantor,4,unknown / no property,1,bank,own,2,skilled employee / official,2,none,yes,0,married/widowed,1
<0 DM,19,existing credits paid back duly till now,domestic appliances,2020,no savings account,4<= <7 years,3,co-applicant,3,real estate,1,store,for free,2,unskilled - resident,2,yes,no,1,divorced/separated,1
no account,17,critical account,domestic appliances,2599,100 <= <500 DM,unemployed,3,none,3,unknown / no property,1,none,rent,2,skilled employee / official,2,none,yes,1,married/widowed,0
no account,19,critical account,car (used),4491,>= 1000 DM,4<= <7 years,3,none,3,savings agreement/life insurance,1,store,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,22,critical account,domestic appliances,3350,>= 1000 DM,unemployed,3,none,3,car or other,1,none,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
<0 DM,21,critical account,car (new),3096,>= 1000 DM,>=7 years,4,none,3,real estate,1,none,for free,2,unskilled - resident,2,yes,no,1,divorced/separated,1
<0 DM,17,critical account,business,1986,no savings account,4<= <7 years,3,co-applicant,3,real estate,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,0
>= 200 DM ,18,delay in paying off,repairs,2481,>= 1000 DM,<1 years,4,none,3,car or other,1,store,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,0
0 <= <200 DM,32,all credits at this bank paid back duly,radio/television,3722,500 <= < 1000 DM,4<= <7 years,3,none,4,car or other,1,none,for free,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,education,2837,no savings account,4<= <7 years,4,none,3,unknown / no property,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,0
0 <= <200 DM,17,critical account,repairs,3090,<100 DM,1<= < 4 years,4,guarantor,3,real estate,1,store,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,married/widowed,1
no account,23,all credits at this bank paid back duly,education,3241,no savings account,4<= <7 years,3,none,3,car or other,0,none,own,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
>= 200 DM ,24,critical account,repairs,2214,no savings account,>=7 years,4,none,3,real estate,0,bank,rent,2,skilled employee / official,2,none,yes,1,divorced/separated,0
<0 DM,19,delay in paying off,domestic appliances,3553,100 <= <500 DM,unemployed,3,none,3,car or other,1,none,for free,2,skilled employee / official,2,none,no,1,divorced/separated,0
0 <= <200 DM,13,no credits taken,furniture/equipment,2812,>= 1000 DM,4<= <7 years,4,none,4,savings agreement/life insurance,0,none,rent,2,skilled employee / official,2,none,no,1,divorced/separated,1
<0 DM,17,delay in paying off,repairs,3219,no savings account,unemployed,3,co-applicant,3,savings agreement/life insurance,1,bank,rent,2,skilled employee / official,2,yes,yes,0,married/widowed,1
<0 DM,15,delay in paying off,car (used),2684,no savings account,<1 years,4,co-applicant,3,real estate,0,bank,rent,2,skilled employee / official,2,yes,no,1,married/widowed,1
0 <= <200 DM,23,critical account,car (new),2738,>= 1000 DM,1<= < 4 years,4,guarantor,3,savings agreement/life insurance,1,bank,rent,2,skilled employee / official,2,none,no,1,divorced/separated,1
<0 DM,16,no credits taken,domestic appliances,2738,100 <= <500 DM,unemployed,4,guarantor,3,real estate,1,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,1
>= 200 DM ,17,existing credits paid back duly till now,education,2441,500 <= < 1000 DM,<1 years,4,none,3,savings agreement/life insurance,1,store,own,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
no account,19,critical account,furniture/equipment,2961,100 <= <500 DM,unemployed,3,none,3,car or other,1,bank,rent,2,skilled employee / official,2,none,yes,1,married/widowed,0
<0 DM,16,all credits at this bank paid back duly,radio/television,4711,100 <= <500 DM,1<= < 4 years,4,none,3,car or other,1,none,own,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
0 <= <200 DM,20,critical account,furniture/equipment,1330,500 <= < 1000 DM,>=7 years,3,none,3,real estate,0,none,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,0
no account,28,critical account,retraining,3435,<100 DM,4<= <7 years,3,none,3,savings agreement/life insurance,0,none,rent,2,unemployed/ unskilled  - non-resident,1,none,no,0,married/widowed,0
0 <= <200 DM,19,delay in paying off,retraining,2505,<100 DM,unemployed,3,none,3,savings agreement/life insurance,0,none,rent,2,unskilled - resident,2,none,yes,0,divorced/separated,0
<0 DM,20,critical account,others,3418,no savings account,>=7 years,3,co-applicant,4,unknown / no property,0,none,rent,1,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,0
no account,21,no credits taken,retraining,3410,<100 DM,unemployed,3,co-applicant,4,real estate,1,store,for free,2,unemployed/ unskilled  - non-resident,2,none,yes,0,divorced/separated,1
<0 DM,28,critical account,radio/television,4737,<100 DM,unemployed,3,none,4,real estate,0,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,0
no account,23,existing credits paid back duly till now,education,3743,500 <= < 1000 DM,1<= < 4 years,4,co-applicant,3,savings agreement/life insurance,1,none,own,2,management/ highly qualified employee,2,none,yes,1,married/widowed,0
>= 200 DM ,21,delay in paying off,education,1978,<100 DM,<1 years,4,none,4,unknown / no property,0,bank,own,2,unskilled - resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,14,existing credits paid back duly till now,business,4006,no savings account,<1 years,4,none,4,savings agreement/life insurance,1,bank,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,31,critical account,car (new),4676,<100 DM,unemployed,3,none,3,savings agreement/life insurance,1,none,for free,2,management/ highly qualified employee,2,none,no,1,divorced/separated,0
no account,20,no credits taken,education,3043,500 <= < 1000 DM,1<= < 4 years,4,none,3,car or other,1,store,rent,2,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
<0 DM,22,critical account,radio/television,4290,<100 DM,>=7 years,4,guarantor,3,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,0
