checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,21,no credits taken,radio/television,3321,100 <= <500 DM,>=7 years,4,guarantor,3,unknown / no property,0,none,rent,2,skilled employee / official,2,yes,no,1,married/widowed,1
no account,26,all credits at this bank paid back duly,education,3970,<100 DM,>=7 years,3,guarantor,4,car or other,0,none,for free,2,skilled employee / official,2,none,yes,0,married/widowed,0
0 <= <200 DM,23,delay in paying off,business,3579,<100 DM,4<= <7 years,4,none,3,unknown / no property,0,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,married/widowed,0
no account,19,all credits at this bank paid back duly,radio/television,2735,no savings account,unemployed,4,none,3,real estate,1,store,rent,2,skilled employee / official,2,none,yes,1,married/widowed,0
>= 200 DM ,25,no credits taken,retraining,4352,100 <= <500 DM,>=7 years,4,guarantor,4,savings agreement/life insurance,0,store,for free,2,management/ highly qualified employee,2,yes,no,1,divorced/separated,0
<0 DM,21,critical account,repairs,2937,500 <= < 1000 DM,4<= <7 years,4,co-applicant,4,real estate,1,bank,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,married/widowed,1
no account,22,critical account,others,2584,no savings account,>=7 years,4,guarantor,4,unknown / no property,0,none,rent,2,skilled employee / official,2,yes,no,1,married/widowed,0
<0 DM,21,delay in paying off,repairs,3343,100 <= <500 DM,>=7 years,4,guarantor,4,unknown / no property,1,bank,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,1
<0 DM,25,critical account,car (used),1431,500 <= < 1000 DM,>=7 years,4,none,4,unknown / no property,1,bank,for free,2,management/ highly qualified employee,2,none,no,1,married/widowed,0
<0 DM,26,critical account,furniture/equipment,2815,500 <= < 1000 DM,<1 years,3,co-applicant,4,unknown / no property,1,none,for free,2,unskilled - resident,2,none,yes,1,married/widowed,0
<0 DM,24,existing credits paid back duly till now,radio/television,4171,<100 DM,unemployed,4,none,3,unknown / no property,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,no,0,divorced/separated,1
0 <= <200 DM,18,critical account,education,4454,100 <= <500 DM,4<= <7 years,3,none,3,car or other,1,store,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,27,critical account,domestic appliances,4840,no savings account,1<= < 4 years,3,guarantor,4,real estate,0,store,for free,2,management/ highly qualified employee,2,yes,no,1,married/widowed,1
0 <= <200 DM,23,critical account,radio/television,3739,<100 DM,1<= < 4 years,3,co-applicant,3,real estate,1,none,rent,2,skilled employee / official,2,yes,no,0,divorced/separated,1
<0 DM,28,existing credits paid back duly till now,domestic appliances,4706,<100 DM,4<= <7 years,3,co-applicant,4,unknown / no property,1,store,own,2,management/ highly qualified employee,2,yes,no,0,divorced/separated,1
0 <= <200 DM,21,critical account,radio/television,4431,no savings account,>=7 years,3,guarantor,4,unknown / no property,1,none,rent,2,skilled employee / official,2,yes,no,1,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,radio/television,2421,<100 DM,4<= <7 years,3,guarantor,3,savings agreement/life insurance,1,none,for free,2,unemployed/ unskilled  - non-resident,2,none,no,1,divorced/separated,0
no account,24,existing credits paid back duly till now,furniture/equipment,2835,<100 DM,unemployed,4,none,3,unknown / no property,0,none,for free,2,skilled employee / official,2,yes,yes,1,married/widowed,0
no account,24,delay in paying off,car (new),3169,no savings account,1<= < 4 years,4,guarantor,3,unknown / no property,0,none,rent,2,unemployed/ unskilled  - non-resident,1,none,no,1,married/widowed,1
<0 DM,30,critical account,furniture/equipment,2366,>= 1000 DM,>=7 years,3,guarantor,4,unknown / no property,0,bank,rent,2,management/ highly qualified employee,2,yes,yes,1,married/widowed,1
no account,22,delay in paying off,business,3074,no savings account,>=7 years,3,co-applicant,4,unknown / no property,0,none,own,2,management/ highly qualified employee,2,none,yes,1,married/widowed,0
0 <= <200 DM,24,no credits taken,repairs,3369,<100 DM,4<= <7 years,3,guarantor,3,car or other,1,store,for free,2,unemployed/ unskilled  - non-resident,2,none,no,0,divorced/separated,1
<0 DM,26,critical account,others,4759,no savings account,4<= <7 years,4,guarantor,4,car or other,1,none,own,2,management/ highly qualified employee,2,none,no,0,divorced/separated,1
<0 DM,23,delay in paying off,radio/television,4297,<100 DM,4<= <7 years,3,co-applicant,3,unknown / no property,0,none,own,1,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,16,no credits taken,furniture/equipment,3332,100 <= <500 DM,4<= <7 years,4,none,3,car or other,0,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,30,critical account,car (new),4644,no savings account,1<= < 4 years,3,none,4,unknown / no property,1,none,rent,2,skilled employee / official,2,yes,yes,0,married/widowed,0
no account,27,critical account,retraining,2876,500 <= < 1000 DM,>=7 years,3,none,4,unknown / no property,0,none,own,2,skilled employee / official,2,yes,yes,0,married/widowed,1
>= 200 DM ,25,critical account,business,2143,no savings account,>=7 years,3,none,4,unknown / no property,0,none,own,2,management/ highly qualified employee,2,none,yes,1,married/widowed,1
<0 DM,27,critical account,car (new),3541,<100 DM,4<= <7 years,4,none,4,real estate,0,none,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,0
0 <= <200 DM,21,existing credits paid back duly till now,business,2159,100 <= <500 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,0,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,25,critical account,retraining,1859,no savings account,1<= < 4 years,3,none,3,unknown / no property,1,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,no,1,divorced/separated,0
>= 200 DM ,22,critical account,retraining,3196,no savings account,4<= <7 years,4,co-applicant,4,car or other,1,bank,for free,2,skilled employee / official,2,none,no,1,divorced/separated,0
0 <= <200 DM,20,existing credits paid back duly till now,radio/television,2310,<100 DM,unemployed,3,none,3,car or other,0,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,0
>= 200 DM ,26,critical account,retraining,3265,100 <= <500 DM,>=7 years,4,co-applicant,4,car or other,0,none,for free,2,unskilled - resident,2,none,no,1,divorced/separated,0
<0 DM,22,critical account,radio/television,4467,100 <= <500 DM,4<= <7 years,3,none,3,savings agreement/life insurance,1,none,own,2,unskilled - resident,2,yes,yes,0,divorced/separated,0
0 <= <200 DM,22,existing credits paid back duly till now,radio/television,3769,<100 DM,>=7 years,3,none,4,unknown / no property,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,22,existing credits paid back duly till now,retraining,3789,no savings account,>=7 years,4,none,4,unknown / no property,1,none,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,0
0 <= <200 DM,22,no credits taken,radio/television,3482,>= 1000 DM,>=7 years,3,guarantor,3,unknown / no property,1,store,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,20,critical account,radio/television,3786,no savings account,4<= <7 years,4,none,3,real estate,0,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,0
no account,19,critical account,business,3197,no savings account,1<= < 4 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,20,delay in paying off,radio/television,3874,<100 DM,>=7 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,none,no,1,divorced/separated,1
no account,18,delay in paying off,radio/television,4360,<100 DM,1<= < 4 years,3,none,3,unknown / no property,0,none,own,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,0
>= 200 DM ,27,critical account,others,1792,no savings account,4<= <7 years,4,co-applicant,3,car or other,1,none,own,2,unemployed/ unskilled  - non-resident,1,none,no,1,divorced/separated,0
no account,24,existing credits paid back duly till now,furniture/equipment,4344,no savings account,>=7 years,4,guarantor,3,unknown / no property,1,store,rent,2,skilled employee / official,2,none,yes,1,married/widowed,1
<0 DM,20,existing credits paid back duly till now,furniture/equipment,3558,<100 DM,unemployed,4,guarantor,3,unknown / no property,1,none,own,3,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,33,all credits at this bank paid back duly,others,4457,<100 DM,1<= < 4 years,3,none,3,car or other,1,none,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,28,existing credits paid back duly till now,domestic appliances,4087,<100 DM,>=7 years,3,guarantor,3,real estate,1,store,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,28,critical account,education,5399,no savings account,4<= <7 years,3,none,3,unknown / no property,1,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,21,all credits at this bank paid back duly,radio/television,3527,<100 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,0,none,own,2,unskilled - resident,2,yes,yes,0,married/widowed,1
>= 200 DM ,28,delay in paying off,radio/television,2976,<100 DM,unemployed,3,none,3,unknown / no property,0,none,own,2,unskilled - resident,2,yes,no,0,divorced/separated,1
<0 DM,23,critical account,radio/television,1938,<100 DM,>=7 years,3,co-applicant,4,car or other,1,bank,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,17,critical account,retraining,4026,no savings account,1<= < 4 years,3,none,4,real estate,1,none,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,20,existing credits paid back duly till now,radio/television,4086,<100 DM,1<= < 4 years,3,none,3,unknown / no property,0,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
>= 200 DM ,29,existing credits paid back duly till now,car (used),3790,<100 DM,<1 years,3,none,3,car or other,0,none,rent,2,skilled employee / official,2,none,yes,1,married/widowed,1
<0 DM,14,existing credits paid back duly till now,education,4494,<100 DM,4<= <7 years,4,none,3,car or other,1,bank,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
>= 200 DM ,30,existing credits paid back duly till now,furniture/equipment,3204,>= 1000 DM,<1 years,3,none,4,car or other,0,none,own,2,unskilled - resident,2,none,yes,1,married/widowed,1
>= 200 DM ,24,delay in paying off,radio/television,3235,<100 DM,<1 years,4,none,4,car or other,1,none,own,2,skilled employee / official,2,yes,no,0,divorced/separated,1
<0 DM,17,critical account,radio/television,1468,100 <= <500 DM,1<= < 4 years,3,none,4,unknown / no property,0,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,21,critical account,furniture/equipment,2817,<100 DM,1<= < 4 years,3,none,3,unknown / no property,1,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,0
>= 200 DM ,14,critical account,car (new),2301,<100 DM,<1 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
>= 200 DM ,22,critical account,business,4233,100 <= <500 DM,4<= <7 years,4,co-applicant,3,savings agreement/life insurance,1,none,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,0
>= 200 DM ,24,existing credits paid back duly till now,radio/television,2005,<100 DM,unemployed,3,none,3,unknown / no property,0,none,rent,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,education,3058,<100 DM,1<= < 4 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,20,existing credits paid back duly till now,others,3638,<100 DM,4<= <7 years,3,none,3,real estate,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,education,4038,100 <= <500 DM,4<= <7 years,3,none,3,car or other,0,none,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,0
0 <= <200 DM,26,critical account,furniture/equipment,2117,<100 DM,<1 years,3,none,3,unknown / no property,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
>= 200 DM ,18,delay in paying off,car (used),2661,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,1,store,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,radio/television,3120,<100 DM,<1 years,3,none,3,savings agreement/life insurance,0,none,for free,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,21,critical account,radio/television,3931,<100 DM,>=7 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
no account,30,critical account,radio/television,2885,<100 DM,1<= < 4 years,3,none,4,real estate,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,12,critical account,car (new),4966,<100 DM,1<= < 4 years,3,none,3,car or other,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
>= 200 DM ,25,delay in paying off,radio/television,4695,100 <= <500 DM,<1 years,2,none,4,car or other,1,none,own,1,unskilled - resident,2,none,yes,0,divorced/separated,0
no account,32,critical account,radio/television,2049,<100 DM,<1 years,3,none,4,real estate,0,none,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
no account,15,critical account,education,3430,<100 DM,unemployed,3,none,3,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,9,existing credits paid back duly till now,education,2244,<100 DM,>=7 years,4,none,3,real estate,1,store,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
>= 200 DM ,15,existing credits paid back duly till now,furniture/equipment,3786,<100 DM,>=7 years,4,guarantor,4,car or other,0,store,rent,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,19,critical account,education,1691,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,24,critical account,car (used),4550,<100 DM,4<= <7 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,21,all credits at this bank paid back duly,others,5221,no savings account,1<= < 4 years,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,1,none,yes,0,married/widowed,1
>= 200 DM ,20,existing credits paid back duly till now,furniture/equipment,2248,100 <= <500 DM,<1 years,3,none,3,car or other,1,none,for free,2,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,15,existing credits paid back duly till now,others,2105,no savings account,>=7 years,3,none,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
no account,22,all credits at this bank paid back duly,furniture/equipment,3281,<100 DM,1<= < 4 years,3,none,3,real estate,1,none,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,26,critical account,car (new),3121,<100 DM,<1 years,3,none,3,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,27,critical account,others,4767,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,10,existing credits paid back duly till now,car (new),3360,<100 DM,<1 years,3,none,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,car (new),1932,<100 DM,4<= <7 years,3,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,32,delay in paying off,business,4460,<100 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,1,none,own,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,18,existing credits paid back duly till now,repairs,795,no savings account,4<= <7 years,4,none,2,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,16,no credits taken,car (new),2664,100 <= <500 DM,<1 years,2,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
>= 200 DM ,20,delay in paying off,car (new),3208,<100 DM,1<= < 4 years,3,none,3,real estate,0,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
>= 200 DM ,24,no credits taken,car (new),453,<100 DM,unemployed,3,none,3,real estate,0,none,own,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,0
no account,13,existing credits paid back duly till now,car (new),4599,<100 DM,1<= < 4 years,4,none,3,real estate,1,store,for free,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,14,existing credits paid back duly till now,furniture/equipment,2894,100 <= <500 DM,1<= < 4 years,4,none,3,real estate,1,bank,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
<0 DM,23,no credits taken,retraining,2602,100 <= <500 DM,4<= <7 years,3,guarantor,4,real estate,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,17,existing credits paid back duly till now,car (new),2421,100 <= <500 DM,unemployed,4,none,3,savings agreement/life insurance,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
no account,29,no credits taken,domestic appliances,2732,<100 DM,1<= < 4 years,3,guarantor,4,real estate,0,none,own,2,skilled employee / official,2,none,yes,1,married/widowed,1
0 <= <200 DM,25,no credits taken,education,2247,<100 DM,>=7 years,4,none,3,car or other,1,store,own,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,15,existing credits paid back duly till now,others,3976,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,1,none,own,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
no account,26,all credits at this bank paid back duly,repairs,1588,<100 DM,unemployed,4,none,4,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,20,existing credits paid back duly till now,domestic appliances,1077,no savings account,4<= <7 years,3,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,23,critical account,business,1969,no savings account,4<= <7 years,4,guarantor,4,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,others,4735,500 <= < 1000 DM,>=7 years,4,none,4,unknown / no property,0,none,own,1,skilled employee / official,2,none,yes,1,married/widowed,0
0 <= <200 DM,23,delay in paying off,car (new),5001,100 <= <500 DM,<1 years,3,co-applicant,2,car or other,1,bank,own,2,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
no account,17,existing credits paid back duly till now,repairs,1450,<100 DM,unemployed,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,13,existing credits paid back duly till now,repairs,3350,no savings account,4<= <7 years,3,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,26,delay in paying off,car (used),4196,>= 1000 DM,<1 years,3,none,3,savings agreement/life insurance,0,none,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
no account,24,critical account,retraining,4532,no savings account,1<= < 4 years,5,none,4,real estate,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,17,all credits at this bank paid back duly,business,4669,500 <= < 1000 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
0 <= <200 DM,24,existing credits paid back duly till now,business,3643,<100 DM,1<= < 4 years,4,none,4,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,0
0 <= <200 DM,21,existing credits paid back duly till now,business,3862,100 <= <500 DM,1<= < 4 years,4,none,4,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,32,no credits taken,business,4577,<100 DM,4<= <7 years,3,none,4,real estate,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,repairs,1129,<100 DM,4<= <7 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,car (new),3516,<100 DM,unemployed,4,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,27,existing credits paid back duly till now,car (used),4171,no savings account,>=7 years,4,none,4,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,10,existing credits paid back duly till now,business,3350,<100 DM,>=7 years,5,none,3,car or other,1,store,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,0
no account,34,all credits at this bank paid back duly,business,6193,<100 DM,1<= < 4 years,4,none,3,real estate,1,none,for free,2,skilled employee / official,2,yes,yes,1,divorced/separated,0
no account,22,critical account,business,2997,no savings account,1<= < 4 years,4,none,4,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,married/widowed,1
no account,27,no credits taken,furniture/equipment,4927,no savings account,1<= < 4 years,4,none,3,car or other,1,none,own,2,skilled employee / official,1,yes,yes,1,married/widowed,0
0 <= <200 DM,23,existing credits paid back duly till now,repairs,3782,<100 DM,unemployed,4,none,2,savings agreement/life insurance,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,0
0 <= <200 DM,23,existing credits paid back duly till now,business,3842,no savings account,1<= < 4 years,4,none,3,real estate,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,30,critical account,radio/television,2531,<100 DM,1<= < 4 years,4,none,3,real estate,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,21,all credits at this bank paid back duly,retraining,3825,no savings account,4<= <7 years,4,none,4,savings agreement/life insurance,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,education,2161,<100 DM,>=7 years,4,none,3,real estate,1,store,own,2,management/ highly qualified employee,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,no credits taken,radio/television,1276,<100 DM,unemployed,4,none,3,real estate,1,bank,own,3,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,17,critical account,car (new),4111,100 <= <500 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,29,existing credits paid back duly till now,car (new),5200,<100 DM,4<= <7 years,3,guarantor,3,car or other,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,35,no credits taken,furniture/equipment,3910,no savings account,>=7 years,4,none,4,real estate,0,none,own,1,unskilled - resident,1,yes,yes,0,married/widowed,0
0 <= <200 DM,25,existing credits paid back duly till now,retraining,4515,no savings account,4<= <7 years,4,guarantor,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,critical account,education,4169,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,0,divorced/separated,1
<0 DM,29,no credits taken,repairs,4792,<100 DM,4<= <7 years,4,none,2,car or other,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
0 <= <200 DM,19,existing credits paid back duly till now,car (new),5183,100 <= <500 DM,1<= < 4 years,4,none,3,real estate,1,store,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
<0 DM,18,existing credits paid back duly till now,retraining,2187,no savings account,>=7 years,4,none,4,real estate,1,bank,rent,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,10,existing credits paid back duly till now,repairs,3185,100 <= <500 DM,4<= <7 years,4,none,2,real estate,1,bank,own,2,skilled employee / official,2,none,yes,1,divorced/separated,0
no account,21,critical account,repairs,438,<100 DM,1<= < 4 years,5,none,3,real estate,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,32,no credits taken,radio/television,2976,<100 DM,unemployed,4,none,4,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,25,existing credits paid back duly till now,retraining,3479,100 <= <500 DM,>=7 years,3,none,4,real estate,1,none,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,19,no credits taken,car (new),3387,100 <= <500 DM,unemployed,2,none,3,car or other,1,none,own,3,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,9,existing credits paid back duly till now,education,4366,<100 DM,1<= < 4 years,4,none,3,real estate,1,store,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,21,existing credits paid back duly till now,radio/television,2431,100 <= <500 DM,unemployed,3,none,4,real estate,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,17,existing credits paid back duly till now,furniture/equipment,4263,>= 1000 DM,>=7 years,3,none,3,real estate,1,none,own,2,unemployed/ unskilled  - non-resident,2,yes,yes,1,divorced/separated,1
<0 DM,17,delay in paying off,education,2808,no savings account,1<= < 4 years,3,none,4,savings agreement/life insurance,1,none,own,2,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,education,3248,<100 DM,1<= < 4 years,4,none,4,real estate,0,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,16,existing credits paid back duly till now,others,3905,100 <= <500 DM,4<= <7 years,5,none,3,savings agreement/life insurance,1,none,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,0
