,PAYMENT-DAY,QUANT-ADDITIONAL-CARDS,POSTAL-ADDRESS-TYPE,SEX,MARITAL-STATUS,QUANT-DEPENDANTS,EDUCATION-LEVEL,FLAG-RESIDENCIAL-PHONE,RESIDENCE-TYPE,MONTHS-IN-RESIDENCE,FLAG-MOBILE-PHONE,FLAG-EMAIL,PERSONAL-MONTHLY-INCOME,OTHER-INCOMES,FLAG-VISA,FLAG-MASTERCARD,FLAG-DINERS,FLAG-AMERICAN-EXPRESS,FLAG-OTHER-CARDS,QUANT-BANKING-ACCOUNTS,QUANT-SPECIAL-BANKING-ACCOUNTS,PERSONAL-ASSETS-VALUE,QUANT-CARS,COMPANY,FLAG-PROFESSIONAL-PHONE,MONTHS-IN-THE-JOB,OCCUPATION-TYPE,FLAG-HOME-ADDRESS-DOCUMENT,FLAG-RG,FLAG-CPF,FLAG-INCOME-PROOF,PRODUCT,FLAG-ACSP-RECORD,AGE,class-label
25,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,9.0,N,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
26,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,8.0,N,1.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,1,0
27,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,200.0,N,1.0,647.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
28,15.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,10.0,N,0.0,1001.14685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
29,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,5.0,N,0.0,342.94995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500000.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
30,20.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,0,0
31,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,408.02072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
32,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,15.0,N,1.0,190786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,1,0
33,1.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,16.0,N,0.0,443.08905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
34,5.0,0.0,1.0,1,1.0,14.0,0.0,Y,1.0,5.0,N,0.0,630.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
35,20.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
36,1.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,200.0,N,1.0,751.5386,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
37,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,12.0,N,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
38,10.0,0.0,1.0,0,1.0,14.0,0.0,Y,1.0,0.0,N,1.0,430.84384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,1
39,10.0,0.0,1.0,1,1.0,0.0,0.0,N,1.0,2.0,N,1.0,959.6964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,1
40,20.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,20.0,N,1.0,575.3191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,1
41,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,1.0,N,0.0,469.24112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
42,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,10.0,N,1.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,7.0,N,1,0
43,1.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,502.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,1
44,1.0,0.0,1.0,0,7.0,0.0,0.0,Y,1.0,8.0,N,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
45,1.0,0.0,1.0,0,1.0,5.0,0.0,Y,2.0,18.0,N,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
46,15.0,0.0,1.0,0,1.0,0.0,0.0,Y,5.0,2.0,N,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
47,15.0,0.0,1.0,0,1.0,14.0,0.0,Y,1.0,10.0,N,1.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
48,1.0,0.0,1.0,0,2.0,14.0,0.0,Y,1.0,1.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
49,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,0,0
50,10.0,0.0,1.0,0,1.0,2.0,0.0,Y,1.0,1.0,N,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,1
51,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,5.0,0.0,N,1.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
52,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,9.0,N,1.0,1496.2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
53,10.0,0.0,1.0,0,6.0,0.0,0.0,Y,1.0,6.0,N,1.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
54,10.0,0.0,1.0,1,2.0,0.0,0.0,N,5.0,0.0,N,1.0,424.9221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,0,0
55,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,0.0,N,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,1,0
56,20.0,0.0,1.0,0,1.0,0.0,0.0,Y,5.0,0.0,N,1.0,239.99306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,2.0,N,1,0
57,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,5.0,N,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,0,1
58,1.0,0.0,1.0,1,2.0,4.0,0.0,Y,1.0,3.0,N,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
59,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,200.0,N,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,0
60,1.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,5.0,N,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
61,10.0,0.0,1.0,0,2.0,3.0,0.0,Y,1.0,15.0,N,0.0,610.25037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
62,1.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,20.0,N,1.0,1000.1906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,2.0,N,1,0
63,25.0,0.0,1.0,1,2.0,14.0,0.0,Y,2.0,0.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,1
64,20.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,1.0,N,1.0,303.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
65,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,4.0,N,0.0,653.3789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
66,10.0,0.0,1.0,0,1.0,2.0,0.0,Y,1.0,200.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,1
67,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,16.0,N,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500000.0,1.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
68,1.0,0.0,1.0,0,1.0,0.0,0.0,N,1.0,4.0,N,1.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
69,5.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,1
70,1.0,0.0,1.0,0,1.0,14.0,0.0,Y,1.0,1.0,N,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
71,1.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,2.0,N,1.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
72,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,8.0,N,0.0,324.87686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,1,0
73,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,31.280956,N,1.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500000.0,1.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
74,5.0,0.0,1.0,0,7.0,0.0,0.0,Y,1.0,15.0,N,0.0,456.2279,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,0,0
75,5.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,558.3692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
76,25.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,6.0,N,1.0,646.3033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,1
77,15.0,0.0,1.0,1,2.0,1.0,0.0,N,1.0,11.0,N,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
78,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,200.0,N,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
79,25.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,6.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,2.0,N,1,0
80,20.0,0.0,1.0,0,7.0,0.0,0.0,N,1.0,0.0,N,1.0,442.89642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,0,0
81,10.0,0.0,1.0,1,2.0,3.0,0.0,N,1.0,0.0,N,1.0,668.67456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,1
82,25.0,0.0,1.0,0,1.0,0.0,0.0,N,1.0,5.0,N,1.0,573.13605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,0,0
83,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,2.0,0.0,N,1.0,504.03653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
84,10.0,0.0,1.0,0,7.0,0.0,0.0,Y,1.0,35.0,N,1.0,604.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
85,15.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,2.0,N,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,2.0,N,1,0
86,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
87,25.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,0.0,N,0.0,434.09555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
88,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,2.0,N,0.0,460.80957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
89,10.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,2.0,N,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,1
90,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,15.0,N,1.0,1202.4623,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
91,10.0,0.0,1.0,0,3.0,0.0,0.0,Y,1.0,4.0,N,0.0,190786.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
92,5.0,0.0,1.0,0,2.0,3.0,0.0,Y,1.0,5.0,N,1.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
93,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,20.0,N,1.0,1910.3009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
94,10.0,0.0,1.0,0,2.0,3.0,0.0,Y,1.0,0.0,N,1.0,190786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
95,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,10.0,N,1.0,190786.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
96,15.0,0.0,1.0,1,2.0,14.0,0.0,N,1.0,3.0,N,1.0,266.08853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
97,10.0,0.0,1.0,0,7.0,14.0,0.0,Y,1.0,2.0,N,0.0,190786.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
98,5.0,0.0,1.0,1,2.0,0.0,0.0,Y,2.0,0.0,N,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
99,10.0,0.0,1.0,0,2.0,1.0,0.0,Y,1.0,0.0,N,1.0,442.0819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
100,5.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,4.0,N,0.0,1002.0219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,0,0
