checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,12.0,critical account,business,18424.0,<100 DM,<1 years,2.0,none,4.0,unknown / no property,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),3351.8184,no savings account,1<= < 4 years,4.0,none,2.0,car or other,0,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
<0 DM,10.0,existing credits paid back duly till now,radio/television,1272.5785,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,9.0,delay in paying off,car (new),883.3836,<100 DM,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,12.0,critical account,radio/television,15664.148,<100 DM,4<= <7 years,4.0,none,2.0,real estate,0,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,car (new),1438.5647,<100 DM,<1 years,4.0,none,2.0,car or other,0,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,<1 years,1.0,none,4.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,4.0,critical account,car (used),2118.0046,no savings account,1<= < 4 years,3.0,guarantor,2.0,real estate,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,1<= < 4 years,4.0,none,3.0,car or other,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,domestic appliances,2520.0222,<100 DM,1<= < 4 years,4.0,co-applicant,1.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,6.0,existing credits paid back duly till now,furniture/equipment,2578.0,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,24.0,critical account,furniture/equipment,18424.0,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,10.655385,critical account,car (new),425.79886,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,15.0,critical account,radio/television,2475.759,>= 1000 DM,>=7 years,3.0,none,2.0,car or other,0,bank,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),2238.7173,<100 DM,<1 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,business,18424.0,<100 DM,1<= < 4 years,2.0,none,4.0,real estate,0,none,for free,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
<0 DM,4.0,critical account,domestic appliances,6438.986,no savings account,>=7 years,3.0,guarantor,3.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
<0 DM,12.0,critical account,furniture/equipment,4351.0693,no savings account,1<= < 4 years,2.0,none,1.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,18.0,existing credits paid back duly till now,retraining,2859.277,500 <= < 1000 DM,<1 years,4.0,guarantor,1.0,savings agreement/life insurance,0,none,own,1.0,unskilled - resident,1.0,none,yes,1,married/widowed,1
>= 200 DM ,30.0,existing credits paid back duly till now,furniture/equipment,1380.8212,no savings account,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,10.0,critical account,radio/television,2039.0,<100 DM,1<= < 4 years,2.0,co-applicant,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,2948.2312,no savings account,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,1,none,own,2.0,unskilled - resident,1.0,none,no,0,divorced/separated,1
no account,12.0,existing credits paid back duly till now,domestic appliances,1881.1373,<100 DM,4<= <7 years,4.0,none,2.0,car or other,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,2764.4983,no savings account,4<= <7 years,4.0,none,2.0,real estate,0,bank,rent,2.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),2141.897,<100 DM,<1 years,4.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,18.0,critical account,car (used),1289.9033,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,0,none,own,2.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,4.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,1.0,none,4.0,car or other,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (new),3017.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,0,none,own,2.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
no account,11.0,existing credits paid back duly till now,car (new),1954.8276,<100 DM,<1 years,3.0,none,4.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,21.0,delay in paying off,radio/television,250.0,<100 DM,>=7 years,4.0,none,3.0,car or other,1,none,own,3.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,10.000271,existing credits paid back duly till now,repairs,12602.49,>= 1000 DM,1<= < 4 years,2.0,none,3.0,real estate,0,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,critical account,furniture/equipment,250.0,<100 DM,4<= <7 years,4.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,critical account,domestic appliances,250.0,no savings account,1<= < 4 years,4.0,none,3.0,car or other,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,72.0,critical account,domestic appliances,2368.7625,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,business,2516.2952,<100 DM,>=7 years,3.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,4<= <7 years,4.0,none,2.0,car or other,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,24.0,critical account,car (new),1524.9761,no savings account,>=7 years,4.0,none,2.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,radio/television,250.0,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,1,bank,rent,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,2325.3552,<100 DM,4<= <7 years,2.0,none,4.0,car or other,1,bank,rent,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
no account,60.0,delay in paying off,furniture/equipment,1132.0347,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,0,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,furniture/equipment,250.0,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,0,none,rent,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,18.0,existing credits paid back duly till now,repairs,1239.3451,<100 DM,<1 years,2.0,none,4.0,unknown / no property,0,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,18.0,critical account,education,18424.0,<100 DM,1<= < 4 years,1.0,none,4.0,unknown / no property,1,bank,for free,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
no account,21.0,critical account,furniture/equipment,3575.6296,<100 DM,4<= <7 years,1.0,none,3.0,car or other,0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,0
no account,4.0,critical account,radio/television,886.10297,<100 DM,1<= < 4 years,3.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,unemployed,2.0,none,4.0,unknown / no property,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,car (new),18424.0,no savings account,>=7 years,1.0,none,4.0,car or other,0,bank,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,2063.754,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,932.0,no savings account,1<= < 4 years,4.0,none,4.0,real estate,0,bank,rent,2.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,6.0,critical account,furniture/equipment,7249.2915,<100 DM,4<= <7 years,2.0,none,4.0,savings agreement/life insurance,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,repairs,7306.5376,<100 DM,<1 years,4.0,none,1.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,3.0,none,4.0,car or other,0,none,own,2.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,business,1835.5796,100 <= <500 DM,unemployed,3.0,none,3.0,car or other,1,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,18.0,critical account,radio/television,938.3545,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,car (used),1389.5398,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,2224.9226,500 <= < 1000 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,1,none,for free,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
no account,7.0,delay in paying off,car (new),250.0,no savings account,>=7 years,4.0,none,2.0,real estate,0,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,0,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,radio/television,2277.6443,no savings account,1<= < 4 years,3.0,none,2.0,unknown / no property,0,bank,own,1.0,unskilled - resident,1.0,none,yes,0,married/widowed,0
0 <= <200 DM,18.0,critical account,car (new),2220.3467,<100 DM,>=7 years,1.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,12.0,existing credits paid back duly till now,furniture/equipment,1844.791,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,0,none,rent,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,1<= < 4 years,4.0,none,3.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,business,1426.7179,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,0,bank,own,1.0,skilled employee / official,1.0,none,yes,0,married/widowed,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,no savings account,>=7 years,4.0,none,4.0,real estate,1,none,rent,4.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),2389.4138,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,furniture/equipment,962.54706,no savings account,1<= < 4 years,4.0,none,2.0,car or other,0,none,for free,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,624.18774,<100 DM,>=7 years,2.0,none,4.0,real estate,0,none,own,4.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
>= 200 DM ,18.0,existing credits paid back duly till now,radio/television,1340.4108,<100 DM,<1 years,2.0,none,3.0,car or other,1,none,own,2.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,no credits taken,business,2252.1377,<100 DM,unemployed,4.0,none,3.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,6.0,critical account,car (used),1643.7363,no savings account,1<= < 4 years,3.0,co-applicant,3.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,2654.473,<100 DM,<1 years,4.0,guarantor,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (new),250.0,<100 DM,1<= < 4 years,1.0,none,4.0,unknown / no property,0,none,own,4.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,18.0,critical account,furniture/equipment,682.77014,<100 DM,4<= <7 years,4.0,none,1.0,car or other,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),2762.625,100 <= <500 DM,4<= <7 years,1.0,none,3.0,car or other,1,store,rent,1.0,skilled employee / official,1.0,none,no,0,divorced/separated,1
0 <= <200 DM,11.0,critical account,repairs,18424.0,<100 DM,1<= < 4 years,2.0,none,2.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,72.0,critical account,car (new),250.0,no savings account,<1 years,4.0,none,3.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,15.355108,all credits at this bank paid back duly,business,2523.5957,no savings account,<1 years,3.0,none,2.0,car or other,0,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,radio/television,1262.0,no savings account,1<= < 4 years,4.0,none,4.0,car or other,0,none,rent,4.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,critical account,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,2.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
