checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,12.0,critical account,repairs,1247.1367,<100 DM,>=7 years,4.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,7.0,existing credits paid back duly till now,radio/television,463.61563,no savings account,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,18.0,critical account,furniture/equipment,250.0,no savings account,1<= < 4 years,1.0,none,4.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),1919.0,<100 DM,<1 years,4.0,none,4.0,car or other,1,bank,for free,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,5012.658,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,3.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,furniture/equipment,1829.5442,<100 DM,1<= < 4 years,2.0,none,3.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,delay in paying off,radio/television,250.0,100 <= <500 DM,<1 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
<0 DM,72.0,critical account,radio/television,520.5249,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,9.0,delay in paying off,others,1927.2778,<100 DM,<1 years,4.0,none,3.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,12.0,critical account,others,18424.0,<100 DM,4<= <7 years,4.0,none,1.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,6614.155,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,15.0,delay in paying off,car (used),3016.668,<100 DM,>=7 years,1.0,none,4.0,savings agreement/life insurance,1,bank,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),1476.8369,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),2330.1458,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,1,none,rent,2.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,1
no account,6.0,critical account,furniture/equipment,1883.0624,500 <= < 1000 DM,4<= <7 years,2.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
no account,6.0,existing credits paid back duly till now,radio/television,3654.549,<100 DM,<1 years,2.0,none,4.0,savings agreement/life insurance,1,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,0,divorced/separated,1
no account,11.0,existing credits paid back duly till now,car (new),7474.0396,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,rent,2.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
>= 200 DM ,15.0,critical account,radio/television,2437.4163,<100 DM,4<= <7 years,1.0,none,4.0,savings agreement/life insurance,1,none,rent,4.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
<0 DM,4.0,delay in paying off,retraining,250.0,<100 DM,1<= < 4 years,2.0,none,4.0,real estate,0,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,delay in paying off,business,9510.292,<100 DM,<1 years,1.0,none,2.0,car or other,1,store,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,48.0,critical account,car (new),1428.6073,no savings account,<1 years,4.0,none,3.0,car or other,1,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,18.0,existing credits paid back duly till now,radio/television,3939.7852,no savings account,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,12.0,critical account,business,250.0,>= 1000 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,education,2907.411,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,18.0,critical account,business,250.0,<100 DM,1<= < 4 years,2.0,none,4.0,car or other,1,store,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,3398.8965,no savings account,4<= <7 years,4.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,no credits taken,car (new),1601.7665,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,0,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,24.0,delay in paying off,car (new),3384.4648,<100 DM,>=7 years,2.0,none,4.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,0
>= 200 DM ,14.0,existing credits paid back duly till now,car (new),1816.947,100 <= <500 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,critical account,education,3192.7449,no savings account,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,car (used),4014.6892,<100 DM,<1 years,1.0,none,4.0,real estate,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,12.0,critical account,furniture/equipment,1504.8124,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,250.0,no savings account,4<= <7 years,4.0,none,3.0,unknown / no property,1,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,0,divorced/separated,1
no account,15.0,existing credits paid back duly till now,car (used),2391.9827,no savings account,4<= <7 years,3.0,none,1.0,savings agreement/life insurance,1,none,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,40.419292,all credits at this bank paid back duly,furniture/equipment,250.0,500 <= < 1000 DM,<1 years,4.0,none,3.0,car or other,1,store,rent,1.0,management/ highly qualified employee,1.0,yes,no,1,divorced/separated,1
no account,15.0,no credits taken,car (new),2033.4574,no savings account,1<= < 4 years,1.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,12.0,critical account,furniture/equipment,1387.6443,no savings account,>=7 years,1.0,none,3.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,21.0,delay in paying off,business,795.3743,no savings account,1<= < 4 years,4.0,none,3.0,real estate,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,72.0,all credits at this bank paid back duly,business,1395.8967,<100 DM,<1 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,business,250.0,no savings account,1<= < 4 years,4.0,none,4.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,repairs,1525.0801,<100 DM,>=7 years,2.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
no account,10.0,existing credits paid back duly till now,furniture/equipment,1258.0,500 <= < 1000 DM,1<= < 4 years,4.0,none,4.0,real estate,1,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,2223.5059,no savings account,4<= <7 years,1.0,none,3.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
no account,36.0,existing credits paid back duly till now,others,2122.4856,no savings account,unemployed,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
no account,12.0,critical account,radio/television,18424.0,<100 DM,4<= <7 years,1.0,none,3.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,15.0,existing credits paid back duly till now,furniture/equipment,2608.461,<100 DM,1<= < 4 years,1.0,none,3.0,savings agreement/life insurance,0,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,7.0,critical account,car (used),1366.8777,<100 DM,4<= <7 years,4.0,none,4.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,12.0,critical account,furniture/equipment,6596.219,no savings account,4<= <7 years,1.0,none,4.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,2104.103,<100 DM,1<= < 4 years,1.0,none,2.0,real estate,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,business,719.719,<100 DM,1<= < 4 years,3.0,none,4.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
<0 DM,18.0,critical account,car (used),2543.0718,<100 DM,>=7 years,4.0,none,2.0,real estate,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,radio/television,11724.33,<100 DM,1<= < 4 years,1.0,none,4.0,car or other,1,none,own,4.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,4.0,delay in paying off,business,250.0,<100 DM,4<= <7 years,3.0,none,2.0,savings agreement/life insurance,1,store,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
no account,72.0,critical account,radio/television,3446.7969,<100 DM,1<= < 4 years,2.0,none,4.0,car or other,0,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,24.0,critical account,furniture/equipment,250.0,no savings account,>=7 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,critical account,furniture/equipment,18424.0,500 <= < 1000 DM,4<= <7 years,3.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,2000.4235,<100 DM,>=7 years,4.0,none,2.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,repairs,2301.5825,>= 1000 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,12.0,all credits at this bank paid back duly,car (used),1551.186,>= 1000 DM,<1 years,4.0,none,4.0,real estate,1,store,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,2160.996,<100 DM,4<= <7 years,2.0,none,4.0,car or other,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,4.0,critical account,repairs,7235.0195,no savings account,<1 years,2.0,none,2.0,real estate,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,4.0,critical account,business,2899.7563,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,1,none,own,2.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,car (new),1552.2805,500 <= < 1000 DM,<1 years,4.0,none,4.0,car or other,0,none,own,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,36.0,existing credits paid back duly till now,education,3622.7246,<100 DM,>=7 years,1.0,none,2.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,furniture/equipment,1880.7401,no savings account,<1 years,4.0,none,2.0,car or other,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,4.0,no credits taken,car (new),2339.8381,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,car (new),1107.651,no savings account,>=7 years,4.0,none,3.0,car or other,1,bank,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,15.0,existing credits paid back duly till now,furniture/equipment,979.7672,no savings account,1<= < 4 years,1.0,none,2.0,unknown / no property,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,250.0,no savings account,1<= < 4 years,2.0,none,1.0,unknown / no property,0,none,own,2.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,4.0,existing credits paid back duly till now,education,2798.146,<100 DM,>=7 years,1.0,none,2.0,unknown / no property,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,2423.2683,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,none,yes,1,married/widowed,1
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,2249.8645,<100 DM,1<= < 4 years,2.0,none,2.0,car or other,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),3017.0,no savings account,>=7 years,3.0,none,4.0,real estate,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,critical account,business,18424.0,<100 DM,<1 years,3.0,none,2.0,real estate,0,none,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
0 <= <200 DM,18.0,no credits taken,car (used),6418.7466,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,4<= <7 years,1.0,none,3.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,car (new),754.548,no savings account,<1 years,1.0,none,1.0,real estate,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (new),1275.0,100 <= <500 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,1357.0967,<100 DM,>=7 years,4.0,none,4.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
<0 DM,12.0,critical account,radio/television,3165.6987,no savings account,>=7 years,1.0,none,4.0,real estate,0,store,for free,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,72.0,critical account,radio/television,250.0,no savings account,1<= < 4 years,4.0,none,4.0,real estate,0,none,for free,1.0,management/ highly qualified employee,1.0,none,yes,0,divorced/separated,0
no account,21.0,existing credits paid back duly till now,radio/television,2476.1274,<100 DM,>=7 years,3.0,none,4.0,savings agreement/life insurance,1,none,own,3.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,18.0,delay in paying off,radio/television,250.0,no savings account,<1 years,1.0,none,4.0,real estate,1,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
no account,12.0,existing credits paid back duly till now,business,7167.799,>= 1000 DM,>=7 years,2.0,none,2.0,savings agreement/life insurance,0,store,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,car (new),3244.305,500 <= < 1000 DM,<1 years,2.0,none,2.0,car or other,1,store,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
>= 200 DM ,36.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,4<= <7 years,4.0,none,4.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,0
no account,24.0,critical account,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,1,none,for free,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,1656.0898,500 <= < 1000 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,furniture/equipment,250.0,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,4.0,no credits taken,car (new),6468.0,<100 DM,>=7 years,3.0,none,4.0,savings agreement/life insurance,0,bank,for free,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
no account,10.0,existing credits paid back duly till now,radio/television,5694.13,500 <= < 1000 DM,>=7 years,1.0,none,1.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
no account,7.0,delay in paying off,car (new),3174.8914,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,car or other,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,0
no account,18.0,existing credits paid back duly till now,car (new),3414.6228,no savings account,>=7 years,2.0,none,1.0,real estate,1,none,own,1.0,management/ highly qualified employee,1.0,none,yes,1,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,4.0,none,4.0,car or other,0,none,rent,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,4.0,delay in paying off,car (new),1818.671,100 <= <500 DM,>=7 years,4.0,none,4.0,car or other,1,none,rent,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,0
no account,36.0,existing credits paid back duly till now,furniture/equipment,1307.1995,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,1,none,own,4.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,0
<0 DM,72.0,critical account,furniture/equipment,4210.584,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,1,bank,rent,2.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,9.0,no credits taken,radio/television,18424.0,<100 DM,4<= <7 years,2.0,none,4.0,real estate,1,bank,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,furniture/equipment,1241.1439,<100 DM,4<= <7 years,4.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,1552.5416,no savings account,1<= < 4 years,4.0,none,4.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,none,no,1,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),883.23773,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,1
0 <= <200 DM,72.0,critical account,business,250.0,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
no account,24.0,critical account,car (new),6614.736,<100 DM,unemployed,1.0,none,3.0,car or other,1,none,own,1.0,unskilled - resident,1.0,none,yes,0,divorced/separated,0
no account,72.0,existing credits paid back duly till now,furniture/equipment,1262.4553,<100 DM,4<= <7 years,4.0,none,4.0,car or other,1,none,own,4.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,18.0,critical account,car (used),250.0,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,1,none,rent,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,car (new),6870.309,<100 DM,unemployed,2.0,none,2.0,savings agreement/life insurance,1,none,rent,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,48.0,existing credits paid back duly till now,radio/television,1720.8154,<100 DM,>=7 years,2.0,none,3.0,unknown / no property,1,none,own,1.0,skilled employee / official,1.0,yes,yes,0,divorced/separated,1
0 <= <200 DM,30.0,no credits taken,furniture/equipment,250.0,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,1,bank,own,1.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
no account,10.0,existing credits paid back duly till now,furniture/equipment,2509.3809,<100 DM,>=7 years,2.0,none,2.0,savings agreement/life insurance,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,car (used),250.0,<100 DM,1<= < 4 years,3.0,none,3.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
<0 DM,24.0,delay in paying off,business,6578.317,<100 DM,>=7 years,1.0,none,4.0,real estate,1,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,0
0 <= <200 DM,12.0,critical account,business,250.0,500 <= < 1000 DM,<1 years,2.0,none,2.0,savings agreement/life insurance,0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,furniture/equipment,1002.72217,<100 DM,1<= < 4 years,3.0,none,4.0,real estate,1,none,rent,1.0,unskilled - resident,1.0,none,yes,1,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,2685.248,no savings account,<1 years,3.0,none,1.0,car or other,1,none,own,1.0,skilled employee / official,1.0,none,yes,0,divorced/separated,1
>= 200 DM ,9.0,existing credits paid back duly till now,education,4669.807,no savings account,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,1,none,own,1.0,skilled employee / official,1.0,yes,yes,1,divorced/separated,1
<0 DM,72.0,critical account,radio/television,250.0,<100 DM,>=7 years,3.0,none,3.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,12.0,critical account,radio/television,18424.0,500 <= < 1000 DM,4<= <7 years,4.0,none,1.0,real estate,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,0,divorced/separated,1
no account,17.496805,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,4<= <7 years,4.0,none,1.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,1,divorced/separated,1
0 <= <200 DM,10.0,existing credits paid back duly till now,furniture/equipment,1224.4263,no savings account,<1 years,3.0,none,1.0,car or other,1,none,own,1.0,unskilled - resident,1.0,yes,yes,0,divorced/separated,1
<0 DM,24.0,delay in paying off,radio/television,2777.925,<100 DM,4<= <7 years,1.0,none,2.0,real estate,1,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,0
no account,46.58588,existing credits paid back duly till now,radio/television,1293.3784,<100 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,0,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,250.0,no savings account,4<= <7 years,4.0,none,4.0,real estate,1,none,rent,1.0,skilled employee / official,1.0,yes,no,1,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),5739.633,no savings account,4<= <7 years,1.0,none,2.0,savings agreement/life insurance,1,none,own,2.0,unskilled - resident,1.0,none,yes,1,divorced/separated,0
no account,4.0,critical account,radio/television,2631.0,<100 DM,<1 years,2.0,none,4.0,unknown / no property,1,none,own,2.0,skilled employee / official,1.0,none,yes,1,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,radio/television,3397.97,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,1,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,1,divorced/separated,0
