age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,admin.,single,primary,no,356,yes,no,unknown,19,jul,211,2,3,0,unknown,0
1,admin.,single,secondary,no,657,yes,no,cellular,25,may,335,2,2,0,unknown,0
1,admin.,married,tertiary,no,449,no,yes,cellular,13,aug,354,2,4,0,unknown,0
1,blue-collar,married,secondary,no,685,yes,no,cellular,11,may,430,3,-1,1,unknown,0
1,blue-collar,married,primary,no,421,no,no,cellular,13,aug,363,3,-1,1,unknown,0
1,blue-collar,married,primary,no,748,yes,yes,unknown,24,may,241,4,0,0,unknown,0
1,blue-collar,married,tertiary,no,458,no,no,cellular,17,may,371,4,2,1,unknown,0
1,services,married,unknown,no,298,no,no,cellular,11,apr,501,2,15,1,unknown,0
1,technician,married,tertiary,no,437,no,no,cellular,18,aug,208,2,14,1,unknown,0
1,retired,married,tertiary,no,610,yes,no,unknown,13,may,292,3,39,1,unknown,0
0,retired,single,secondary,no,516,no,yes,unknown,14,may,597,3,33,0,unknown,0
1,technician,married,tertiary,no,558,no,no,cellular,20,may,355,2,15,1,unknown,0
1,services,married,primary,no,677,yes,no,unknown,16,jun,542,4,16,1,unknown,0
1,admin.,single,tertiary,no,715,no,no,cellular,18,may,172,2,12,0,unknown,0
1,admin.,married,tertiary,no,556,yes,no,unknown,13,may,166,2,27,1,unknown,0
1,technician,married,secondary,no,648,yes,no,cellular,31,aug,182,3,11,1,unknown,0
1,technician,single,secondary,no,674,yes,no,cellular,22,jun,153,3,9,1,unknown,0
1,management,single,secondary,no,311,no,no,cellular,12,may,164,3,18,0,unknown,0
1,management,married,unknown,no,560,yes,yes,unknown,5,jun,693,4,20,1,unknown,0
1,admin.,single,secondary,no,896,no,no,unknown,13,jun,75,6,11,1,unknown,0
1,admin.,married,primary,no,596,yes,no,cellular,21,may,273,5,15,1,unknown,0
1,management,single,tertiary,no,809,yes,no,cellular,20,may,378,4,30,0,unknown,0
0,services,married,secondary,no,287,yes,no,unknown,19,may,144,4,9,1,unknown,0
0,blue-collar,married,unknown,no,509,yes,no,cellular,21,may,552,4,1,1,unknown,0
1,blue-collar,single,tertiary,no,283,no,no,cellular,17,may,301,4,12,1,unknown,0
1,management,married,secondary,no,281,yes,no,cellular,25,may,220,3,3,1,unknown,0
1,admin.,married,tertiary,no,362,no,no,telephone,4,may,196,2,13,1,unknown,0
1,retired,married,secondary,no,476,yes,no,cellular,16,may,301,2,2,0,unknown,0
1,retired,married,secondary,no,433,no,no,unknown,9,jun,105,3,8,0,unknown,0
1,blue-collar,married,secondary,no,1047,yes,no,cellular,23,may,76,4,5,0,unknown,0
1,entrepreneur,single,tertiary,no,486,no,no,cellular,19,aug,215,2,-1,0,unknown,0
1,management,single,secondary,no,845,no,no,cellular,7,jun,318,3,6,0,unknown,0
1,admin.,married,secondary,no,366,no,no,unknown,20,jul,338,3,1,0,unknown,0
1,technician,married,secondary,no,590,no,no,cellular,23,aug,25,4,4,0,unknown,0
1,technician,single,tertiary,no,557,no,no,cellular,22,nov,80,2,2,0,unknown,0
1,services,single,unknown,no,865,yes,no,unknown,17,may,246,1,2,0,unknown,0
1,entrepreneur,married,secondary,no,385,yes,no,cellular,9,aug,41,3,8,0,unknown,0
1,entrepreneur,married,tertiary,no,890,yes,no,cellular,25,may,242,3,1,0,unknown,0
1,blue-collar,single,primary,no,1056,yes,no,unknown,6,jun,307,3,9,0,unknown,0
1,admin.,married,secondary,no,648,no,no,cellular,19,jul,287,2,3,0,unknown,0
1,blue-collar,single,secondary,no,791,yes,no,cellular,24,may,487,3,1,1,unknown,0
1,entrepreneur,married,secondary,no,359,yes,no,cellular,29,may,102,2,7,0,unknown,0
1,housemaid,single,secondary,no,824,yes,no,cellular,18,aug,252,3,3,0,unknown,0
1,management,single,primary,no,776,yes,no,cellular,29,may,215,3,1,0,unknown,0
1,retired,married,secondary,no,367,no,no,cellular,21,jul,185,3,4,0,unknown,0
1,services,married,secondary,no,595,yes,no,unknown,18,may,3,3,4,0,unknown,0
1,technician,single,secondary,no,1205,no,no,unknown,17,jun,240,4,7,1,unknown,0
1,retired,married,primary,no,460,no,yes,cellular,19,jul,21,2,3,0,unknown,0
1,blue-collar,married,tertiary,no,1188,no,no,unknown,16,jun,3,5,7,0,unknown,0
1,entrepreneur,married,secondary,no,858,yes,no,unknown,9,may,180,2,10,0,unknown,0
1,management,married,primary,no,14,yes,no,cellular,19,nov,439,1,1,0,unknown,0
1,housemaid,single,primary,no,325,no,no,cellular,10,jun,424,1,-1,0,unknown,0
1,services,single,secondary,no,330,yes,no,unknown,21,jul,301,2,0,0,unknown,0
1,management,married,secondary,no,553,yes,no,cellular,26,jul,326,3,3,0,unknown,0
1,management,married,tertiary,no,952,no,no,cellular,16,jul,199,2,3,1,unknown,0
1,admin.,married,secondary,no,848,yes,no,unknown,16,may,319,4,6,0,unknown,0
1,management,married,secondary,no,761,no,no,unknown,2,jun,38,1,7,0,unknown,0
1,management,single,secondary,no,1114,yes,no,cellular,10,may,190,5,5,1,unknown,0
1,management,single,secondary,no,1197,no,no,unknown,23,may,92,5,-1,1,unknown,0
1,management,single,tertiary,no,1100,yes,no,unknown,18,jun,228,3,3,0,unknown,0
1,services,married,primary,no,1091,yes,no,unknown,20,jun,384,3,5,0,unknown,0
1,retired,single,primary,no,-71,yes,no,unknown,8,jul,547,3,1,0,unknown,0
1,technician,single,tertiary,no,553,yes,no,unknown,8,may,142,2,6,0,unknown,0
1,student,single,secondary,no,904,no,no,cellular,21,jun,322,2,8,0,unknown,0
1,management,single,primary,no,546,no,no,cellular,10,feb,161,5,6,1,unknown,0
1,retired,single,secondary,no,185,no,no,cellular,15,jul,264,2,7,0,unknown,0
1,admin.,married,secondary,no,42,no,no,cellular,27,jul,254,4,0,0,unknown,0
1,technician,married,secondary,no,53,no,no,cellular,17,may,183,2,1,0,unknown,0
1,blue-collar,married,secondary,no,220,yes,yes,cellular,8,may,278,2,1,1,unknown,0
1,technician,married,secondary,no,458,yes,yes,unknown,17,may,268,4,2,1,unknown,0
1,services,married,primary,no,592,no,no,unknown,12,may,159,5,5,1,unknown,0
1,technician,married,primary,no,-359,yes,no,cellular,7,may,63,2,0,0,unknown,0
1,services,married,primary,no,143,yes,no,unknown,28,may,212,2,-1,0,unknown,0
1,management,single,secondary,no,224,yes,yes,unknown,22,may,292,1,3,1,unknown,0
1,management,married,tertiary,no,423,no,no,unknown,31,jun,168,3,2,1,unknown,0
1,entrepreneur,married,primary,no,182,yes,no,unknown,24,may,107,3,8,0,unknown,0
0,management,married,tertiary,no,214,yes,no,unknown,22,may,224,2,3,0,unknown,0
1,blue-collar,married,secondary,no,373,yes,yes,unknown,17,may,296,1,7,1,unknown,0
1,services,married,primary,no,246,yes,no,cellular,21,may,156,4,4,0,unknown,0
1,retired,married,primary,no,32,yes,no,unknown,17,may,63,2,1,0,unknown,0
1,blue-collar,married,secondary,no,305,no,no,unknown,17,may,122,2,4,1,unknown,0
1,management,single,tertiary,no,-70,no,no,cellular,30,jul,161,2,-1,0,unknown,0
1,management,married,primary,no,176,yes,no,cellular,16,feb,135,1,0,0,unknown,0
1,services,married,primary,no,-7,no,no,cellular,17,aug,134,1,2,0,unknown,0
1,admin.,married,secondary,no,404,no,no,unknown,10,may,189,5,4,0,unknown,0
1,blue-collar,married,primary,no,-145,no,no,unknown,15,jun,73,3,3,0,unknown,0
1,technician,single,tertiary,no,126,no,yes,cellular,11,aug,250,3,2,0,unknown,0
1,technician,married,secondary,no,95,no,no,unknown,26,jul,141,3,6,0,unknown,0
1,services,married,secondary,no,349,no,yes,cellular,10,may,269,2,6,1,unknown,0
1,technician,married,secondary,no,-26,no,yes,cellular,15,aug,176,2,0,0,unknown,0
1,admin.,single,secondary,no,642,no,no,unknown,18,jun,350,3,2,1,unknown,0
1,blue-collar,single,primary,no,166,yes,yes,cellular,15,may,199,3,7,0,unknown,0
1,management,single,secondary,no,286,no,no,cellular,12,jul,275,2,7,0,unknown,0
1,retired,married,tertiary,no,224,no,no,cellular,9,jun,227,2,2,0,unknown,0
1,management,single,tertiary,no,74,yes,no,cellular,19,jul,120,2,4,0,unknown,0
1,management,married,tertiary,no,142,no,no,cellular,22,aug,210,2,2,1,unknown,0
1,admin.,married,secondary,no,344,no,no,unknown,15,may,148,3,3,0,unknown,0
1,blue-collar,single,secondary,no,720,yes,no,unknown,3,may,215,3,6,0,unknown,0
1,management,single,tertiary,no,610,yes,yes,cellular,9,may,225,3,5,0,unknown,0
1,technician,single,secondary,no,295,no,no,cellular,2,feb,180,4,2,0,unknown,0
1,management,married,secondary,no,384,no,yes,cellular,28,jul,239,3,2,1,unknown,0
1,blue-collar,married,secondary,no,23,yes,no,cellular,16,may,146,3,1,0,unknown,0
1,blue-collar,single,secondary,no,286,no,no,cellular,20,may,195,3,5,0,unknown,0
1,blue-collar,married,tertiary,no,626,no,yes,cellular,7,jun,257,4,4,0,unknown,0
1,management,married,secondary,no,124,no,no,cellular,22,jul,174,1,2,1,unknown,0
1,blue-collar,married,secondary,no,696,yes,no,unknown,14,may,362,1,5,1,unknown,0
1,management,married,secondary,no,621,no,no,cellular,11,nov,290,3,1,1,unknown,0
1,blue-collar,married,secondary,no,329,yes,no,cellular,18,may,137,1,5,1,unknown,0
1,services,married,tertiary,no,676,no,no,cellular,15,aug,245,3,7,0,unknown,0
1,services,married,tertiary,no,359,no,no,telephone,17,jun,261,3,1,1,unknown,0
1,management,married,tertiary,no,-65,no,no,unknown,19,may,269,4,4,1,unknown,0
1,blue-collar,married,primary,no,17,yes,no,cellular,21,may,167,2,3,1,unknown,0
1,retired,married,secondary,no,163,yes,no,cellular,14,aug,231,4,0,0,unknown,0
1,services,married,secondary,no,-242,yes,yes,unknown,24,may,228,2,0,1,unknown,0
1,blue-collar,married,secondary,no,43,yes,no,cellular,21,may,146,4,0,1,unknown,0
1,services,married,secondary,no,34,yes,no,unknown,19,may,338,3,3,1,unknown,0
1,entrepreneur,single,tertiary,no,223,yes,no,unknown,18,may,251,3,2,0,unknown,0
1,blue-collar,married,primary,no,381,no,no,unknown,15,may,175,2,0,1,unknown,0
1,services,single,unknown,no,165,yes,no,unknown,14,may,109,5,6,1,unknown,0
1,management,single,tertiary,no,403,yes,no,cellular,22,may,102,4,4,1,unknown,0
1,admin.,single,secondary,no,252,no,no,cellular,20,may,8,3,0,0,unknown,0
1,admin.,married,primary,no,67,yes,no,unknown,23,jun,31,2,1,0,unknown,0
1,unemployed,married,secondary,no,7,yes,no,unknown,7,may,204,4,3,1,unknown,0
1,blue-collar,single,secondary,no,25,yes,no,unknown,19,may,337,3,-1,0,unknown,0
1,technician,single,secondary,no,146,yes,no,cellular,24,may,227,1,3,1,unknown,0
1,services,married,secondary,no,189,no,no,cellular,17,jul,323,2,0,1,unknown,0
1,services,married,secondary,no,100,yes,no,cellular,24,may,123,3,1,0,unknown,0
1,management,married,primary,no,375,no,no,telephone,12,may,136,5,6,1,unknown,0
1,services,single,secondary,no,357,yes,no,cellular,14,may,294,2,5,1,unknown,0
1,management,single,unknown,no,446,no,no,cellular,2,aug,322,6,6,1,unknown,0
1,management,married,tertiary,no,-147,yes,no,unknown,18,may,351,4,1,1,unknown,0
1,management,married,secondary,no,227,yes,no,unknown,15,jun,204,4,-1,1,unknown,0
1,technician,single,secondary,no,267,no,no,cellular,12,may,144,2,1,1,unknown,0
1,admin.,single,primary,no,186,no,no,cellular,10,may,183,2,2,0,unknown,0
1,management,single,primary,no,258,yes,no,cellular,11,may,146,5,0,1,unknown,0
1,blue-collar,single,secondary,no,97,no,no,cellular,17,jun,283,4,1,1,unknown,0
1,services,married,secondary,no,376,yes,yes,unknown,16,may,57,3,4,1,unknown,0
1,admin.,married,secondary,no,214,yes,no,unknown,19,may,151,3,2,1,unknown,0
1,blue-collar,married,tertiary,no,88,yes,no,unknown,19,may,386,3,1,1,unknown,0
1,technician,married,tertiary,no,173,yes,no,unknown,10,may,290,1,6,1,unknown,0
1,technician,married,secondary,no,148,yes,no,cellular,8,jul,381,1,1,1,unknown,0
1,management,single,tertiary,no,528,yes,no,unknown,10,may,161,3,7,0,unknown,0
1,management,married,tertiary,no,310,no,no,unknown,7,feb,231,4,5,1,unknown,0
1,technician,single,tertiary,no,452,yes,no,cellular,7,may,243,2,2,0,unknown,0
1,services,single,tertiary,no,-89,yes,no,cellular,14,aug,249,2,-1,0,unknown,0
1,management,married,secondary,no,234,no,yes,cellular,12,jul,101,3,1,1,unknown,0
1,blue-collar,married,tertiary,no,125,yes,no,unknown,15,may,288,3,4,1,unknown,0
1,entrepreneur,single,tertiary,no,361,no,no,unknown,14,may,100,2,-1,1,unknown,0
1,blue-collar,single,unknown,no,-189,yes,no,unknown,7,jun,113,2,1,1,unknown,0
1,blue-collar,married,secondary,no,135,yes,no,cellular,23,may,80,3,3,0,unknown,0
1,blue-collar,married,primary,no,70,no,no,unknown,16,may,144,2,4,0,unknown,0
1,management,married,secondary,no,105,yes,no,cellular,8,may,195,2,-1,1,unknown,0
1,blue-collar,married,primary,no,150,yes,no,unknown,24,may,265,4,9,1,unknown,0
1,blue-collar,married,secondary,no,303,no,no,unknown,4,may,177,3,0,1,unknown,0
1,admin.,married,secondary,no,554,no,no,cellular,10,may,144,3,1,1,unknown,0
1,admin.,married,secondary,no,569,no,no,cellular,25,apr,41,2,2,1,unknown,0
1,blue-collar,single,primary,no,270,yes,no,unknown,17,may,216,4,8,0,unknown,0
1,blue-collar,married,primary,no,246,yes,no,unknown,2,may,419,3,-1,0,unknown,0
1,technician,single,secondary,no,486,no,no,cellular,15,may,300,3,2,1,unknown,0
1,blue-collar,married,tertiary,no,369,yes,no,cellular,6,may,327,3,4,1,unknown,0
1,entrepreneur,married,secondary,no,309,yes,no,cellular,15,may,164,2,1,1,unknown,0
1,technician,single,primary,no,254,no,no,unknown,14,may,165,3,5,0,unknown,0
1,admin.,single,secondary,no,-79,no,no,unknown,17,may,48,3,2,0,unknown,0
1,admin.,married,secondary,no,714,no,no,cellular,26,may,262,2,1,0,unknown,0
1,entrepreneur,married,secondary,no,574,yes,no,cellular,14,aug,176,4,0,1,unknown,0
1,technician,married,secondary,no,902,no,no,cellular,26,aug,24,3,2,0,unknown,0
1,admin.,married,primary,no,518,yes,no,cellular,15,may,257,1,-1,0,unknown,0
1,management,married,tertiary,no,308,yes,no,cellular,23,may,236,2,-1,1,unknown,0
1,management,single,tertiary,no,13,yes,no,unknown,14,jun,77,1,4,1,unknown,0
1,blue-collar,single,tertiary,no,179,yes,no,unknown,17,may,100,2,-1,1,unknown,0
1,technician,married,secondary,no,607,no,no,unknown,22,may,446,4,2,1,unknown,0
1,management,single,secondary,no,219,yes,no,unknown,2,may,202,3,2,1,unknown,0
1,blue-collar,married,tertiary,no,399,yes,no,unknown,14,may,255,3,-1,1,unknown,0
1,blue-collar,married,primary,no,440,yes,no,cellular,12,may,449,2,-1,1,unknown,0
1,blue-collar,single,secondary,no,513,no,no,unknown,1,aug,114,4,2,1,unknown,0
1,blue-collar,married,secondary,no,55,yes,no,unknown,13,jun,129,3,1,1,unknown,0
1,blue-collar,married,secondary,no,366,no,no,unknown,15,jun,235,3,3,1,unknown,0
