,PAYMENT-DAY,QUANT-ADDITIONAL-CARDS,POSTAL-ADDRESS-TYPE,SEX,MARITAL-STATUS,QUANT-DEPENDANTS,EDUCATION-LEVEL,FLAG-RESIDENCIAL-PHONE,RESIDENCE-TYPE,MONTHS-IN-RESIDENCE,FLAG-MOBILE-PHONE,FLAG-EMAIL,PERSONAL-MONTHLY-INCOME,OTHER-INCOMES,FLAG-VISA,FLAG-MASTERCARD,FLAG-DINERS,FLAG-AMERICAN-EXPRESS,FLAG-OTHER-CARDS,QUANT-BANKING-ACCOUNTS,QUANT-SPECIAL-BANKING-ACCOUNTS,PERSONAL-ASSETS-VALUE,QUANT-CARS,COMPANY,FLAG-PROFESSIONAL-PHONE,MONTHS-IN-THE-JOB,OCCUPATION-TYPE,FLAG-HOME-ADDRESS-DOCUMENT,FLAG-RG,FLAG-CPF,FLAG-INCOME-PROOF,PRODUCT,FLAG-ACSP-RECORD,AGE,class-label
10,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,228.0,N,1.0,580.65436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
11,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,17.0,N,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N,1,0
12,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,12.0,N,1.0,988.5542,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
13,15.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,20.0,N,1.0,604.8148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
14,25.0,0.0,1.0,0,7.0,1.0,0.0,Y,1.0,35.0,N,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
15,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,228.0,N,1.0,929.25543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
16,5.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,1.0,N,1.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
17,1.0,0.0,1.0,0,6.0,0.0,0.0,Y,1.0,4.0,N,1.0,344.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,3.0,0.0,0.0,0.0,0.0,1.0,N,1,0
18,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,3.0,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
19,5.0,0.0,1.0,0,1.0,2.0,0.0,Y,1.0,2.0,N,1.0,198183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,0,1
20,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,1.0,N,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
21,25.0,0.0,1.0,1,1.0,2.0,0.0,Y,1.0,0.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
22,20.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,15.0,N,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
23,25.0,0.0,1.0,0,1.0,2.0,0.0,Y,1.0,15.0,N,1.0,524.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
24,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,0.0,N,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
25,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,4.0,N,0.0,1934.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
26,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,9.0,N,1.0,692.2791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
27,1.0,0.0,1.0,1,1.0,2.0,0.0,Y,1.0,5.0,N,1.0,968.4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,1
28,1.0,0.0,1.0,1,2.0,3.0,0.0,Y,1.0,5.0,N,1.0,198183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
29,10.0,0.0,1.0,0,2.0,3.0,0.0,Y,1.0,4.0,N,0.0,537.8022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
30,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,6.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,1
31,10.0,0.0,1.0,1,2.0,1.0,0.0,Y,1.0,6.0,N,0.0,198183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
32,1.0,0.0,1.0,1,2.0,1.0,0.0,N,1.0,5.0,N,0.0,981.1451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
33,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,20.0,N,1.0,350.6937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
34,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,5.0,10.0,N,1.0,381.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
35,10.0,0.0,1.0,1,1.0,2.0,0.0,Y,1.0,12.0,N,1.0,850.0,6136.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
36,10.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,6.0,N,1.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
37,25.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,10.0,N,0.0,587.9329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
38,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,228.0,N,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,1
39,10.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,20.0,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
40,15.0,0.0,1.0,0,1.0,0.0,0.0,N,2.0,0.0,N,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,0,0
41,1.0,0.0,1.0,1,1.0,2.0,0.0,Y,1.0,1.0,N,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500000.0,1.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
42,10.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,3.0,N,1.0,350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
43,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,409.22116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
44,25.0,0.0,1.0,1,2.0,2.0,0.0,Y,1.0,30.0,N,1.0,281.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
45,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,228.0,N,0.0,854.7968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
46,15.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,2.0,N,1.0,1153.4266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
47,10.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,5.0,N,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
48,1.0,0.0,1.0,1,2.0,3.0,0.0,Y,1.0,0.0,N,0.0,3353.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
49,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,5.0,4.0,N,1.0,500.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
50,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,5.0,N,0.0,387.00058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
51,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,5.0,0.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
52,5.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,0.0,N,1.0,364.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
53,10.0,0.0,1.0,1,2.0,2.0,0.0,Y,1.0,0.0,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
54,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,699.99054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
55,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,19.856245,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
56,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,1.0,N,1.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,0,0
57,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,32.0,N,0.0,198183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
58,10.0,0.0,1.0,0,6.0,0.0,0.0,N,1.0,6.0,N,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,1
59,20.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,15.0,N,1.0,463.57645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
60,1.0,0.0,1.0,0,2.0,14.0,0.0,Y,1.0,10.0,N,0.0,481.0555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
61,10.0,0.0,1.0,1,2.0,2.0,0.0,Y,1.0,15.0,N,1.0,654.30585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,1
62,10.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,3.0,N,0.0,1149.4103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
63,1.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,9.0,N,1.0,821.5712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,2.0,N,1,1
64,10.0,0.0,1.0,0,1.0,0.0,0.0,N,1.0,228.0,N,1.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,7.0,N,1,0
65,10.0,0.0,1.0,1,2.0,1.0,0.0,Y,1.0,0.0,N,0.0,415.26675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,2.0,N,1,0
66,5.0,0.0,1.0,0,7.0,14.0,0.0,Y,5.0,7.0,N,1.0,2007.1914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
67,25.0,0.0,1.0,0,1.0,3.0,0.0,Y,1.0,0.0,N,1.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
68,5.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,6.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
69,10.0,0.0,1.0,1,1.0,0.0,0.0,N,1.0,8.0,N,1.0,455.7154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,0,1
70,10.0,0.0,1.0,0,1.0,1.0,0.0,N,1.0,0.0,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
71,15.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,0.0,N,1.0,742.6401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
72,15.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,0.0,N,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
73,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,11.0,N,0.0,496.9477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
74,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,10.0,N,0.0,448.3766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
75,20.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,31.0,N,1.0,198183.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Y,Y,0.0,3.5136378,0.0,0.0,0.0,0.0,1.0,N,1,0
76,15.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,30.0,N,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,1
77,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,8.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
78,10.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,0.0,N,1.0,1684.3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
79,15.0,0.0,1.0,1,2.0,2.0,0.0,Y,1.0,20.0,N,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,7.0,N,1,0
80,10.0,0.0,1.0,0,1.0,2.0,0.0,Y,1.0,1.0,N,1.0,457.51685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
81,25.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,14.0,N,1.0,360.78564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
82,10.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,10.0,N,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,0,0
83,25.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,0.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
84,25.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,228.0,N,1.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
85,25.0,0.0,1.0,0,2.0,1.0,0.0,Y,1.0,9.0,N,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,5.0,0.0,0.0,0.0,0.0,1.0,N,1,0
86,10.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,228.0,N,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,1
87,10.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,228.0,N,0.0,434.0327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
88,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,0.0,N,0.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,4.0,0.0,0.0,0.0,0.0,1.0,N,1,0
89,25.0,0.0,1.0,1,2.0,1.0,0.0,Y,1.0,8.0,N,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
90,10.0,0.0,1.0,0,2.0,0.0,0.0,Y,1.0,0.0,N,1.0,494.3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,0,0
91,15.0,0.0,1.0,1,1.0,0.0,0.0,Y,5.0,0.0,N,1.0,660.0119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,0
92,5.0,0.0,1.0,1,1.0,0.0,0.0,Y,1.0,2.0,N,1.0,1549.2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
93,25.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,30.0,N,0.0,450.8129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,0,1
94,10.0,0.0,1.0,0,2.0,2.0,0.0,Y,1.0,228.0,N,1.0,741.7527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,Y,0.0,4.0,0.0,0.0,0.0,0.0,2.0,N,1,0
95,20.0,0.0,1.0,0,4.0,0.0,0.0,Y,5.0,16.0,N,0.0,773.9864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,2.0,N,1,0
96,10.0,0.0,1.0,0,1.0,0.0,0.0,Y,1.0,20.0,N,1.0,450.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
97,10.0,0.0,1.0,0,2.0,0.0,0.0,N,1.0,3.0,N,1.0,198183.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,1
98,10.0,0.0,1.0,0,4.0,0.0,0.0,Y,5.0,5.0,N,1.0,600.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
99,25.0,0.0,1.0,1,2.0,1.0,0.0,Y,1.0,228.0,N,1.0,715.4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,2.0,0.0,0.0,0.0,0.0,1.0,N,1,0
100,5.0,0.0,1.0,1,2.0,0.0,0.0,Y,1.0,31.0,N,1.0,524.3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,1,0
