LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
130000.0,2.0,3.0,2.0,25<=x<=65,0.0,2.0,0.0,2.0,0.0,-2.0,23347.104,10567.829,16408.357,9195.473,18188.648,27700.328,1276.576,1219.7369,1000.0,0.0,2973.9502,5000.0,1
120000.0,2.0,1.0,2.0,25<=x<=65,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,10082.003,28643.281,14195.341,360.0666,678.8962,5414.4297,873552.0,7006.987,6446.2725,2100.0,2040.756,443001.0,0
160000.0,1.0,1.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,128243.64,337932.78,855086.0,891586.0,927171.0,527711.0,5000.0,1215471.0,896040.0,281225.0,6742.095,3401.7297,0
160000.0,1.0,2.0,1.0,25<=x<=65,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,11516.378,-3.0,1206.3195,-50616.0,0.0,0.0,1000.0,1000.66943,0.0,2563.7224,0.0,500.0,0
20000.0,2.0,2.0,1.0,x<25 or x>65,1.0,0.0,7.0,-1.0,0.0,-2.0,8955.202,5320.4326,0.0,-50616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,79005.84,37954.855,28195.934,16561.9,20929.104,20408.004,3207.0103,3391.9714,1013.3626,2604.398,2000.0,6702.2397,0
80000.0,2.0,2.0,1.0,25<=x<=65,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,10596.235,10480.269,8550.645,0.0,0.0,0.0,3350.5056,2004.3052,691.03845,1500.0,0.0,1408.153,0
160000.0,1.0,1.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,86936.68,60509.734,125592.47,124627.57,143824.22,165652.06,3875.177,10282.477,3000.0,281225.0,2761.8533,3700.0,0
200000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,50663.13,38814.773,181845.89,157598.12,28370.791,50297.66,5002.152,6489.6772,12009.161,3802.5703,3042.3523,1500.0,0
300000.0,2.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,102286.43,49679.906,142759.92,115102.37,57796.367,519704.25,5784.924,3001.4434,2000.0,5000.0,10429.637,5000.0,0
50000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,35286.395,24106.152,24500.377,22669.918,48521.215,29706.207,0.0,1800.0,1000.0,0.0,2000.0,3000.0,1
240000.0,2.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,25400.06,21349.135,48994.355,51418.086,12237.6875,38051.234,7799.862,4024.5479,2000.0,5000.0,5531.798,15000.0,0
110000.0,1.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,-2.0,40172.355,16390.969,28317.277,3394.7747,3084.685,10770.23,3500.0,2000.0,1721.8806,886.25415,1169.1123,2059.4336,0
150000.0,2.0,2.0,1.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,16358.427,9150.314,14111.001,2971.3738,3053.6848,23148.426,2000.0,0.0,0.0,0.0,0.0,0.0,1
160000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,48222.617,31723.555,25012.615,14216.2295,19669.062,19046.26,2000.0,3000.0,0.0,1000.0,1260.725,3204.7422,0
10000.0,1.0,2.0,3.0,x<25 or x>65,8.0,2.0,2.0,7.0,8.0,0.0,6547.5327,637.38586,18549.666,45633.598,5608.882,16012.486,0.0,1000.0,2197.991,0.0,1400.0,0.0,1
50000.0,1.0,3.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,11983.184,19987.844,68980.79,181587.38,29504.174,8742.412,23.903675,1500.0,309.7207,0.93981117,0.0,0.0,0
80000.0,1.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,49926.06,28493.842,51084.164,27780.691,71379.82,36534.316,1800.0,4000.0,1000.0,8016.348,1500.0,2500.0,0
130000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,-1.0,29377.988,13028.902,14322.092,7524.208,4142.985,8111.709,3000.0,898.7158,0.0,1080.2264,1317.359,6000.0,0
200000.0,2.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,59009.734,47654.94,33929.195,19937.527,20284.238,44542.5,4840.4375,3028.196,2000.0,2500.0,5000.0,16714.541,0
150000.0,2.0,2.0,2.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,0.0,-1.0,-11545.0,186.1126,-157264.0,4649.3457,3741.0444,0.0,0.0,3000.0,3420.4734,4.0,1100.0,2503.965,1
200000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,108157.69,671563.0,855086.0,891586.0,927171.0,117986.664,7267.565,1215471.0,896040.0,5000.0,10226.306,4830.4854,0
50000.0,2.0,1.0,0.0,25<=x<=65,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-11545.0,-26214.0,-4.3784122,612.43774,-81334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200000.0,2.0,1.0,2.0,25<=x<=65,1.0,-2.0,-2.0,-2.0,0.0,0.0,-11545.0,-26214.0,-157264.0,24623.863,8528.99,-150953.0,0.0,0.0,1200.0,0.0,0.0,0.0,1
140000.0,1.0,2.0,2.0,25<=x<=65,0.0,0.0,2.0,0.0,0.0,0.0,50162.754,82640.445,116312.11,190970.52,228150.05,47339.47,2260.2986,1500.0,2008.8403,3498.3264,2000.0,3515.5605,1
150000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,93335.47,101622.92,59246.05,27888.97,26341.607,88369.086,6632.7725,3702.0112,1566.764,2478.8638,426529.0,0.0,0
140000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,42020.125,27064.463,47858.996,37250.86,31340.986,36753.207,1793.5594,1773.1588,283.7255,4500.0,2401.609,1700.0,0
10000.0,2.0,2.0,1.0,x<25 or x>65,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-26214.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
800000.0,1.0,3.0,0.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,964511.0,671563.0,96434.766,66613.69,137296.58,55702.59,13981.041,10005.349,2200.0,5595.5747,1316.9623,10008.096,0
50000.0,1.0,1.0,2.0,25<=x<=65,1.0,0.0,0.0,0.0,2.0,0.0,48757.85,20367.02,2524.4985,11270.699,93584.586,46142.113,0.0,1353.1978,1600.0,959.42474,927.6277,0.0,0
50000.0,1.0,2.0,2.0,25<=x<=65,0.0,2.0,0.0,2.0,0.0,0.0,1107.6578,5755.395,21826.986,37645.25,7626.4834,13286.984,0.0,0.0,566.8204,0.0,5000.0,0.0,0
89530.17,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,111182.74,71860.945,54766.953,62533.477,927171.0,93366.945,2000.0,2652.9712,785.7345,2960.8213,1339.0099,3000.0,0
50000.0,1.0,3.0,0.0,25<=x<=65,1.0,2.0,0.0,0.0,0.0,0.0,134686.8,93634.54,59742.055,29829.242,50443.023,36602.938,1300.0,2525.078,3170.0706,2199.422,4000.0,3072.3381,1
200000.0,1.0,1.0,2.0,25<=x<=65,-2.0,0.0,-1.0,0.0,0.0,-1.0,-11545.0,-26214.0,390.0,19497.863,4446.3296,17112.416,1100.0,3536.6387,5000.2876,0.0,8838.619,3299.9358,0
70000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,152281.55,161226.77,118486.86,73132.99,60327.887,43982.06,2624.8152,1215471.0,3887.5964,7000.0,2300.0,1031.5364,1
200000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,52119.547,23081.256,40604.54,28059.152,14018.001,19975.123,2999.349,2521.9236,1255.7262,1000.0,1606.3013,3000.0,0
230000.0,2.0,1.0,2.0,25<=x<=65,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-11545.0,0.0,-157264.0,2190.404,313.18704,0.0,0.0,1500.0,2000.0,0.0,1156.7122,4504.68,0
300000.0,2.0,2.0,2.0,25<=x<=65,-1.0,0.0,0.0,0.0,0.0,0.0,20767.254,11069.0625,8797.107,7109.957,18836.414,4835.366,2114.3997,6404.162,1202.7018,1855.0531,442.88925,2071.3113,0
120000.0,2.0,1.0,0.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,-1.0,-1.0,2369.5244,-26214.0,0.0,3709.3228,5375.505,7921.43,0.0,0.0,0.0,1171.8069,0.0,0.0,0
260000.0,2.0,2.0,1.0,25<=x<=65,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-11545.0,-1.0,-157264.0,-50616.0,-81334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,2.0,2.0,1.0,25<=x<=65,0.0,7.0,7.0,0.0,0.0,-1.0,69735.28,32907.125,13809.644,-50616.0,510.52304,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0
190000.0,2.0,6.0,1.0,25<=x<=65,0.0,7.0,2.0,0.0,0.0,0.0,66343.72,48817.934,41233.395,19977.748,36173.836,49895.37,2527.1294,0.0,1000.0,2000.0,4517.1997,3000.0,0
10000.0,2.0,2.0,1.0,x<25 or x>65,8.0,0.0,2.0,0.0,0.0,2.0,212255.19,73424.42,65322.066,48006.58,37836.227,34451.324,1000.0,13000.0,1000.0,3800.0,98.10155,1000.0,1
70000.0,1.0,2.0,2.0,x<25 or x>65,0.0,0.0,0.0,0.0,0.0,0.0,35884.277,26274.076,28963.256,23414.123,20309.072,20281.676,2639.722,2500.0,2112.695,503.47418,1500.0,2480.0999,0
260000.0,2.0,0.0,3.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,109300.49,96500.3,133374.11,891586.0,927171.0,527711.0,7612.276,6328.2993,1025.7686,281225.0,9644.245,443001.0,0
800000.0,2.0,0.0,2.0,25<=x<=65,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-11545.0,-26214.0,-157264.0,27968.178,39178.094,5037.048,0.0,598.57166,2002.8442,2000.0,3666.6104,2219.1033,0
420000.0,2.0,0.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,51524.73,264923.75,68743.37,146907.31,120050.29,114312.4,5300.0,210200.95,896040.0,3000.0,426529.0,1686.0924,0
80000.0,1.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,71024.43,385796.7,113668.16,65872.73,46583.598,36869.785,4769.2925,9355.377,896040.0,2004.7378,19648.65,0.0,0
220000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-26214.0,-157264.0,916.06415,1095.3148,3029.3489,0.0,0.0,0.0,0.0,1000.0,0.0,1
800000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,117885.32,671563.0,855086.0,891586.0,927171.0,527711.0,873552.0,8105.8154,104208.47,42629.594,426529.0,48307.246,0
150000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,-1.0,0.0,0.0,7454.1323,8168.8496,9383.489,0.0,0.0,-150953.0,873552.0,2139.591,500.0,3000.0,0.0,0.0,1
500000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,132731.36,114734.266,855086.0,891586.0,168029.2,153054.66,6500.0,1215471.0,7850.8184,281225.0,5168.9634,2201.5999,0
30000.0,1.0,1.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,-1.0,1443.641,2398.0767,2553.8145,5690.8643,780.0,391.69116,1338.8096,0.0,1401.0035,172.46458,1767.6501,1000.0,0
100000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,2.0,0.0,0.0,-1.0,78791.96,39433.234,25307.422,3556.1628,14555.298,23645.875,2051.102,0.0,500.0,0.0,0.0,0.0,0
10000.0,1.0,2.0,3.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,2.0,17811.473,19400.914,18997.54,19494.521,44616.246,30370.008,2200.0,24.452291,5781.33,1800.0,872.7867,0.0,0
140000.0,2.0,2.0,1.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-26214.0,-157264.0,-568.7637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120000.0,2.0,2.0,1.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-11545.0,-26214.0,-157264.0,5648.9497,-81334.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0
50000.0,2.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,2.0,0.0,38098.03,54434.035,36647.355,54492.992,52826.75,129567.11,5000.0,1306.942,3784.6694,1500.0,2000.0,1124.5352,0
100000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,39883.742,21059.984,30310.275,24423.46,17787.098,15967.292,2000.0,3700.0,3500.0,2161.8862,2683.449,180.30281,0
140000.0,1.0,2.0,0.37717673,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,176751.27,149052.8,112950.445,89586.35,927171.0,161651.89,3206.743,16000.0,7000.0,5157.584,3000.0,3000.0,0
70000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,222171.06,60911.285,71701.76,49458.207,927171.0,241051.77,2811.7822,6000.0,7000.0,20000.0,2101.1765,4000.0989,0
50000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,44131.742,22338.625,26570.58,19805.176,13402.306,8979.52,1421.8838,3500.0,1202.3052,1000.0,1.9786321,0.0,0
170000.0,2.0,2.0,1.0,25<=x<=65,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,4792.1826,4690.2104,390.0,441.64136,10524.461,1247.1174,5000.0,0.0,4099.6978,1116.052,0.0,443001.0,1
387985.97,2.0,3.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,82023.31,94031.67,54017.348,67648.78,46203.656,20837.443,4887.4155,3924.652,0.0,1749.999,606.98303,3000.0,0
50000.0,1.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,16539.076,38892.484,28612.238,25219.42,27989.371,15832.338,1700.0,1308.0669,1578.9082,438.04782,1800.0,1675.5718,0
280000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,81737.914,43770.266,143416.98,68775.15,36016.406,59585.492,6535.8726,5606.365,896040.0,6699.86,4367.402,2484.0269,0
70000.0,1.0,2.0,2.0,25<=x<=65,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-11545.0,-26214.0,-157264.0,-50616.0,-81334.0,-150953.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220000.0,2.0,0.0,2.0,x<25 or x>65,1.0,0.0,0.0,0.0,0.0,-2.0,3460.2725,14928.279,0.0,11170.86,15958.943,9633.656,0.0,697.452,1620.8726,0.0,3347.7356,0.0,1
320000.0,2.0,2.0,2.0,25<=x<=65,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-11545.0,-26214.0,-157264.0,2950.9263,456.0832,4518.044,0.0,0.0,0.0,0.0,5000.0,5000.0,1
150000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,49264.793,44229.1,47652.883,31058.354,34885.36,51331.285,5492.5483,3000.0,5000.0,3000.0,4000.0,6720.043,0
120000.0,2.0,2.0,1.0,25<=x<=65,-1.0,0.0,0.0,0.0,0.0,0.0,18140.084,9588.417,14471.326,0.0,3096.102,734.6794,10000.0,2206.8489,199.2415,281225.0,288.3587,1600.0,1
150000.0,2.0,2.0,2.0,25<=x<=65,0.0,2.0,0.0,0.0,0.0,0.0,23614.953,8049.216,12019.186,10937.0,17574.21,15579.531,2000.0,0.0,1000.0,1000.0,501.13745,4619.5967,0
200000.0,2.0,2.0,1.0,25<=x<=65,0.0,0.0,2.0,0.0,0.0,0.0,47076.027,55830.22,73989.805,78381.45,71749.39,51433.25,5000.0,0.0,3700.0,1032.9587,3500.0,10000.0,1
280000.0,2.0,0.0,2.0,25<=x<=65,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-11545.0,1225.3866,2137.417,28721.512,19492.828,28100.361,1800.0,2180.198,896040.0,199.31319,426529.0,5011.1157,0
230000.0,1.0,2.0,3.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,70633.57,41227.395,148786.25,159208.58,47833.605,61754.438,3500.0,3179.1313,1004.01886,4000.0,2095.1223,0.0,0
30000.0,1.0,2.0,1.0,25<=x<=65,2.0,0.0,2.0,0.0,0.0,0.0,29087.816,17847.662,20081.965,15340.399,14505.916,12127.136,1646.596,1000.0,1300.0,1000.0,638.1751,824.25073,1
160000.0,1.0,2.0,0.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,79632.56,82609.9,44633.367,31485.818,44202.535,67970.445,98269.25,3500.0,7196.8,3000.0,2166.2522,443001.0,0
210000.0,1.0,2.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,151786.81,390177.2,855086.0,891586.0,927171.0,527711.0,1982.6948,1215471.0,16804.55,10000.0,8878.524,2000.0,0
80000.0,1.0,3.0,1.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,29861.842,24396.775,26091.934,19298.729,18508.354,22171.092,1947.9971,1214.7728,667.45,1074.0692,2000.0,1775.4688,0
100000.0,2.0,2.0,1.0,25<=x<=65,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,784.4861,0.0,2779.9597,-50616.0,-81334.0,476.59445,0.0,1251.6998,0.0,643.8899,761.00586,0.0,1
110000.0,2.0,2.0,2.0,25<=x<=65,0.0,0.0,0.0,2.0,2.0,0.0,39827.87,50581.45,16596.357,22234.465,26821.008,18647.766,2000.0,2000.0,0.0,0.0,0.0,1633.7322,0
200000.0,2.0,1.0,2.0,25<=x<=65,0.0,0.0,0.0,0.0,0.0,0.0,31462.006,28418.814,32705.479,30413.348,11098.151,29201.91,10000.0,1780.4027,1616.9485,600.0,3149.638,443001.0,0
